--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Marco/imu/slope_down/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0040, Std=1.0724, Min=-3.2167, Max=4.4153, RMS=1.0724
  Col 1: Mean=0.0023, Std=1.2337, Min=-3.8222, Max=2.8419, RMS=1.2337
  Col 2: Mean=0.0102, Std=1.3696, Min=-3.2978, Max=5.3793, RMS=1.3696
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0004, Std=0.6242, Min=-1.5678, Max=1.6236, RMS=0.6242
  Col 13: Mean=0.0013, Std=0.7915, Min=-2.0075, Max=1.9757, RMS=0.7915
  Col 14: Mean=0.0092, Std=1.2649, Min=-2.8710, Max=4.4363, RMS=1.2649
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0006, Std=0.8132, Min=-1.8451, Max=1.8957, RMS=0.8132
  Col 19: Mean=0.0002, Std=0.7728, Min=-2.2094, Max=2.5777, RMS=0.7728
  Col 20: Mean=0.0078, Std=1.2549, Min=-3.1313, Max=4.7847, RMS=1.2550
  Col 21: Mean=0.0020, Std=0.8412, Min=-2.2331, Max=1.5504, RMS=0.8412
  Col 22: Mean=-0.0004, Std=0.7637, Min=-1.8693, Max=1.9877, RMS=0.7637
  Col 23: Mean=0.0088, Std=1.3718, Min=-3.1189, Max=4.4246, RMS=1.3719
  Col 24: Mean=-0.0001, Std=0.9304, Min=-2.0325, Max=1.9241, RMS=0.9304
  Col 25: Mean=0.0058, Std=1.0267, Min=-2.6675, Max=4.0239, RMS=1.0267
  Col 26: Mean=0.0044, Std=1.4173, Min=-3.4997, Max=4.2533, RMS=1.4173
  Col 27: Mean=-0.0013, Std=1.0990, Min=-2.2289, Max=2.7223, RMS=1.0990
  Col 28: Mean=-0.0071, Std=1.6348, Min=-3.2404, Max=3.4840, RMS=1.6348
  Col 29: Mean=0.0031, Std=1.8046, Min=-4.7445, Max=4.9092, RMS=1.8046
  Col 30: Mean=-0.0056, Std=1.2555, Min=-2.6348, Max=3.2599, RMS=1.2555
  Col 31: Mean=-0.0129, Std=2.0737, Min=-3.7934, Max=4.9476, RMS=2.0738
  Col 32: Mean=0.0064, Std=2.0035, Min=-5.4039, Max=5.3644, RMS=2.0035
  Col 33: Mean=0.0014, Std=0.8216, Min=-1.6985, Max=2.2514, RMS=0.8216
  Col 34: Mean=0.0013, Std=0.9396, Min=-1.8600, Max=2.5755, RMS=0.9396
  Col 35: Mean=0.0095, Std=1.4237, Min=-3.0675, Max=4.3999, RMS=1.4238
  Col 36: Mean=-0.0118, Std=0.6492, Min=-1.2818, Max=1.5223, RMS=0.6493
  Col 37: Mean=0.0484, Std=1.4002, Min=-3.1818, Max=4.7662, RMS=1.4011
  Col 38: Mean=-0.3860, Std=2.2117, Min=-8.9142, Max=4.7292, RMS=2.2451
  Col 39: Mean=0.0005, Std=0.6376, Min=-1.6008, Max=1.3639, RMS=0.6376
  Col 40: Mean=0.0292, Std=2.2858, Min=-4.3059, Max=5.1341, RMS=2.2860
  Col 41: Mean=-0.0154, Std=1.7653, Min=-3.7355, Max=4.2941, RMS=1.7654
  Col 42: Mean=0.0018, Std=0.7303, Min=-2.1814, Max=2.0137, RMS=0.7303
  Col 43: Mean=0.0397, Std=2.9829, Min=-5.5672, Max=7.2502, RMS=2.9832
  Col 44: Mean=-0.0253, Std=1.9394, Min=-4.5183, Max=4.6702, RMS=1.9396
  Col 45: Mean=0.0178, Std=2.0652, Min=-9.6949, Max=6.9227, RMS=2.0653
  Col 46: Mean=-0.0027, Std=3.4992, Min=-10.7796, Max=12.7503, RMS=3.4992
  Col 47: Mean=-0.0043, Std=2.4326, Min=-7.0017, Max=13.1012, RMS=2.4326
  Col 48: Mean=-0.0090, Std=1.6295, Min=-8.7564, Max=4.9134, RMS=1.6295
  Col 49: Mean=-0.0145, Std=3.6868, Min=-13.7657, Max=11.6808, RMS=3.6869
  Col 50: Mean=-0.0531, Std=1.9466, Min=-5.0919, Max=11.2972, RMS=1.9474
  Col 51: Mean=0.0009, Std=3.9623, Min=-23.1322, Max=28.3079, RMS=3.9623
  Col 52: Mean=-0.0215, Std=6.2599, Min=-24.4749, Max=19.9514, RMS=6.2600
  Col 53: Mean=-0.0509, Std=5.0458, Min=-24.9551, Max=25.3482, RMS=5.0461
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=-0.0084, Std=1.6020, Min=-7.1320, Max=6.4048, RMS=1.6021
  Col 58: Mean=0.0021, Std=3.2854, Min=-8.9903, Max=9.8375, RMS=3.2854
  Col 59: Mean=-0.0032, Std=2.6128, Min=-8.1274, Max=11.2561, RMS=2.6128
  Col 60: Mean=0.0010, Std=1.4639, Min=-6.9341, Max=7.4150, RMS=1.4639
  Col 61: Mean=-0.0273, Std=3.5980, Min=-12.5677, Max=8.4110, RMS=3.5981
  Col 62: Mean=-0.0467, Std=1.5952, Min=-4.1294, Max=11.7546, RMS=1.5959
  Col 63: Mean=-0.0117, Std=2.4187, Min=-14.1295, Max=17.7348, RMS=2.4187
  Col 64: Mean=-0.0166, Std=6.7010, Min=-21.5527, Max=23.2089, RMS=6.7010
  Col 65: Mean=-0.0699, Std=5.2034, Min=-22.4372, Max=19.9007, RMS=5.2038
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=8.3130, Std=4.1121, Min=-2.4297, Max=18.8418, RMS=9.2744
  Col 1: Mean=-66.2783, Std=2.4466, Min=-70.5988, Max=-60.6873, RMS=66.3234
  Col 2: Mean=-103.2180, Std=5.1923, Min=-115.9526, Max=-93.7647, RMS=103.3485
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=11.3018, Std=5.3667, Min=-1.5136, Max=25.7179, RMS=12.5113
  Col 13: Mean=-70.4444, Std=3.7750, Min=-81.0705, Max=-64.2038, RMS=70.5455
  Col 14: Mean=60.6278, Std=7.4514, Min=42.8879, Max=76.7016, RMS=61.0840
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-93.7164, Std=5.3208, Min=-105.8251, Max=-81.0704, RMS=93.8674
  Col 19: Mean=0.5642, Std=4.4438, Min=-10.4730, Max=8.7281, RMS=4.4795
  Col 20: Mean=-55.5337, Std=4.0233, Min=-62.7098, Max=-45.7725, RMS=55.6792
