--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Manuel/imu/slope_down/Run_3
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0023, Std=1.3416, Min=-7.2018, Max=4.0157, RMS=1.3416
  Col 1: Mean=-0.0068, Std=1.2830, Min=-4.7912, Max=3.9466, RMS=1.2830
  Col 2: Mean=0.0126, Std=2.1130, Min=-3.7527, Max=6.9656, RMS=2.1130
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0006, Std=0.7978, Min=-2.7395, Max=2.1863, RMS=0.7978
  Col 13: Mean=0.0084, Std=0.9031, Min=-2.4628, Max=2.0535, RMS=0.9031
  Col 14: Mean=0.0066, Std=1.9160, Min=-3.7860, Max=6.5617, RMS=1.9161
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0007, Std=0.6418, Min=-1.3985, Max=1.4563, RMS=0.6418
  Col 19: Mean=0.0147, Std=0.7955, Min=-1.7927, Max=2.1059, RMS=0.7956
  Col 20: Mean=0.0041, Std=1.8939, Min=-3.8954, Max=7.2262, RMS=1.8939
  Col 21: Mean=0.0068, Std=0.8257, Min=-2.0415, Max=1.9997, RMS=0.8258
  Col 22: Mean=0.0096, Std=0.9046, Min=-3.2391, Max=2.0146, RMS=0.9047
  Col 23: Mean=0.0077, Std=1.9256, Min=-4.1135, Max=6.0163, RMS=1.9256
  Col 24: Mean=0.0387, Std=0.8265, Min=-2.4804, Max=2.2865, RMS=0.8274
  Col 25: Mean=0.0353, Std=1.5921, Min=-6.5634, Max=3.2148, RMS=1.5925
  Col 26: Mean=-0.3139, Std=2.4349, Min=-9.0972, Max=5.9924, RMS=2.4551
  Col 27: Mean=-0.0044, Std=0.8780, Min=-2.4724, Max=2.4873, RMS=0.8780
  Col 28: Mean=-0.0184, Std=1.8701, Min=-5.3104, Max=4.5003, RMS=1.8702
  Col 29: Mean=-0.1633, Std=2.2556, Min=-8.9615, Max=6.6623, RMS=2.2615
  Col 30: Mean=0.0054, Std=1.0209, Min=-3.1872, Max=2.7141, RMS=1.0209
  Col 31: Mean=0.0446, Std=2.2271, Min=-7.1704, Max=6.3220, RMS=2.2275
  Col 32: Mean=0.0032, Std=1.9678, Min=-3.4235, Max=6.2354, RMS=1.9678
  Col 33: Mean=0.0045, Std=0.8272, Min=-2.5814, Max=2.0405, RMS=0.8272
  Col 34: Mean=0.0049, Std=0.9184, Min=-2.7476, Max=2.6456, RMS=0.9184
  Col 35: Mean=0.0090, Std=1.9511, Min=-3.6735, Max=5.7184, RMS=1.9511
  Col 36: Mean=-0.0115, Std=0.9236, Min=-4.7703, Max=3.0257, RMS=0.9237
  Col 37: Mean=-0.0020, Std=1.3938, Min=-5.1380, Max=3.1468, RMS=1.3938
  Col 38: Mean=0.0014, Std=2.0049, Min=-4.1532, Max=6.0999, RMS=2.0049
  Col 39: Mean=-0.0077, Std=0.9305, Min=-2.9387, Max=1.9558, RMS=0.9306
  Col 40: Mean=0.0012, Std=2.0417, Min=-5.9947, Max=4.7382, RMS=2.0417
  Col 41: Mean=0.0001, Std=2.0552, Min=-3.9100, Max=5.9419, RMS=2.0552
  Col 42: Mean=-0.0078, Std=1.2396, Min=-4.6430, Max=3.7005, RMS=1.2396
  Col 43: Mean=0.0053, Std=2.3974, Min=-6.9961, Max=5.6573, RMS=2.3974
  Col 44: Mean=-0.0063, Std=2.1052, Min=-4.0935, Max=6.3162, RMS=2.1052
  Col 45: Mean=-0.0205, Std=2.0613, Min=-13.0245, Max=9.5834, RMS=2.0614
  Col 46: Mean=-0.0002, Std=3.4299, Min=-15.5332, Max=18.8458, RMS=3.4299
  Col 47: Mean=-0.0010, Std=4.0521, Min=-15.8211, Max=20.4473, RMS=4.0521
  Col 48: Mean=0.0064, Std=2.2340, Min=-7.4425, Max=9.9261, RMS=2.2340
  Col 49: Mean=0.0347, Std=4.1621, Min=-12.0229, Max=15.6573, RMS=4.1622
  Col 50: Mean=-0.0719, Std=3.5087, Min=-12.4189, Max=30.0382, RMS=3.5094
  Col 51: Mean=0.0439, Std=3.7492, Min=-18.8942, Max=16.4210, RMS=3.7495
  Col 52: Mean=0.0118, Std=8.1617, Min=-31.5575, Max=24.8490, RMS=8.1617
  Col 53: Mean=-0.1006, Std=5.4116, Min=-27.6673, Max=17.6982, RMS=5.4126
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
