--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Ludovica/imu/walk/Run_3
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0510, Std=1.6959, Min=-4.9130, Max=5.4007, RMS=1.6967
  Col 1: Mean=-0.0126, Std=1.2342, Min=-3.3811, Max=3.7456, RMS=1.2343
  Col 2: Mean=-0.4373, Std=3.0660, Min=-9.2226, Max=5.4110, RMS=3.0970
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0097, Std=1.0694, Min=-3.0395, Max=2.9021, RMS=1.0695
  Col 13: Mean=-0.0025, Std=0.7377, Min=-2.3368, Max=2.1009, RMS=0.7377
  Col 14: Mean=0.0022, Std=2.3428, Min=-4.3374, Max=7.1869, RMS=2.3428
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0076, Std=0.5597, Min=-1.7771, Max=1.5085, RMS=0.5598
  Col 19: Mean=-0.0022, Std=0.5060, Min=-1.2546, Max=1.3745, RMS=0.5060
  Col 20: Mean=0.0057, Std=2.2438, Min=-3.7141, Max=7.8312, RMS=2.2438
  Col 21: Mean=0.0118, Std=1.1336, Min=-3.5094, Max=3.5409, RMS=1.1337
  Col 22: Mean=-0.0063, Std=0.8205, Min=-3.0401, Max=2.5332, RMS=0.8205
  Col 23: Mean=0.0043, Std=2.1806, Min=-3.8034, Max=6.9395, RMS=2.1806
  Col 24: Mean=0.0123, Std=1.4536, Min=-4.3858, Max=5.3610, RMS=1.4537
  Col 25: Mean=0.0034, Std=0.8116, Min=-3.5989, Max=3.2703, RMS=0.8116
  Col 26: Mean=0.0022, Std=2.3861, Min=-4.4403, Max=6.0547, RMS=2.3861
  Col 27: Mean=0.0052, Std=1.9476, Min=-5.5327, Max=5.6442, RMS=1.9476
  Col 28: Mean=-0.0026, Std=0.7795, Min=-2.8891, Max=4.2155, RMS=0.7795
  Col 29: Mean=-0.0021, Std=2.2402, Min=-3.9647, Max=5.7666, RMS=2.2402
  Col 30: Mean=-0.0042, Std=2.7382, Min=-7.6916, Max=7.4210, RMS=2.7382
  Col 31: Mean=-0.0037, Std=0.9474, Min=-5.4750, Max=6.0162, RMS=0.9474
  Col 32: Mean=-0.0117, Std=2.4454, Min=-4.6828, Max=6.0236, RMS=2.4455
  Col 33: Mean=0.0085, Std=1.0394, Min=-3.0818, Max=2.8250, RMS=1.0394
  Col 34: Mean=-0.0064, Std=0.8754, Min=-2.8858, Max=2.8133, RMS=0.8754
  Col 35: Mean=0.0030, Std=2.1061, Min=-3.6353, Max=6.6053, RMS=2.1061
  Col 36: Mean=0.0133, Std=1.5132, Min=-4.8511, Max=4.5622, RMS=1.5133
  Col 37: Mean=-0.0180, Std=0.8277, Min=-2.5662, Max=2.4820, RMS=0.8279
  Col 38: Mean=-0.0055, Std=2.0665, Min=-4.0347, Max=5.2871, RMS=2.0665
  Col 39: Mean=0.0087, Std=3.2886, Min=-8.2568, Max=7.4941, RMS=3.2886
  Col 40: Mean=-0.0107, Std=1.0855, Min=-4.6800, Max=3.8509, RMS=1.0855
  Col 41: Mean=-0.0065, Std=1.7043, Min=-4.8721, Max=4.7163, RMS=1.7043
  Col 42: Mean=0.0547, Std=4.7294, Min=-14.0636, Max=21.3579, RMS=4.7297
  Col 43: Mean=-0.0110, Std=1.8142, Min=-10.5889, Max=8.7735, RMS=1.8143
  Col 44: Mean=-0.1388, Std=2.4424, Min=-8.9153, Max=9.5805, RMS=2.4464
  Col 45: Mean=0.0457, Std=5.2463, Min=-14.5827, Max=11.7903, RMS=5.2465
