--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Diego/imu/walk/Run_3
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0062, Std=2.2702, Min=-12.1018, Max=9.0652, RMS=2.2702
  Col 1: Mean=-0.0015, Std=2.0545, Min=-8.5478, Max=10.4052, RMS=2.0545
  Col 2: Mean=0.0058, Std=2.3412, Min=-4.8959, Max=10.1744, RMS=2.3412
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0275, Std=1.0183, Min=-2.8069, Max=2.9432, RMS=1.0187
  Col 13: Mean=-0.0196, Std=1.0930, Min=-3.6257, Max=2.8174, RMS=1.0932
  Col 14: Mean=-0.3483, Std=2.8146, Min=-9.1322, Max=6.7950, RMS=2.8360
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0034, Std=0.7824, Min=-2.5321, Max=2.4262, RMS=0.7824
  Col 19: Mean=-0.0086, Std=0.9593, Min=-1.9726, Max=2.2334, RMS=0.9594
  Col 20: Mean=-0.0038, Std=2.5966, Min=-4.5231, Max=12.5527, RMS=2.5966
  Col 21: Mean=0.0024, Std=1.1053, Min=-3.5853, Max=3.2854, RMS=1.1053
  Col 22: Mean=-0.0089, Std=1.0938, Min=-2.6301, Max=3.0266, RMS=1.0939
  Col 23: Mean=-0.0019, Std=2.2756, Min=-3.5787, Max=11.3699, RMS=2.2756
  Col 24: Mean=-0.0000, Std=2.0955, Min=-6.6986, Max=4.4680, RMS=2.0955
  Col 25: Mean=-0.0218, Std=1.1644, Min=-3.6329, Max=3.7702, RMS=1.1646
  Col 26: Mean=-0.0149, Std=2.1350, Min=-4.7714, Max=7.3437, RMS=2.1350
  Col 27: Mean=0.0218, Std=3.8991, Min=-8.1608, Max=8.6770, RMS=3.8992
  Col 28: Mean=-0.0027, Std=0.7588, Min=-2.7470, Max=2.3441, RMS=0.7588
  Col 29: Mean=-0.0132, Std=1.9880, Min=-4.8636, Max=7.5413, RMS=1.9881
  Col 30: Mean=-0.0064, Std=4.8024, Min=-10.5910, Max=10.7358, RMS=4.8024
  Col 31: Mean=0.0060, Std=0.7951, Min=-1.8262, Max=2.3204, RMS=0.7952
  Col 32: Mean=-0.1564, Std=2.3340, Min=-9.8127, Max=6.4754, RMS=2.3392
  Col 33: Mean=0.0019, Std=1.0588, Min=-4.0220, Max=2.9512, RMS=1.0588
  Col 34: Mean=-0.0045, Std=1.1774, Min=-3.4839, Max=2.6068, RMS=1.1774
  Col 35: Mean=-0.0029, Std=2.3020, Min=-3.8582, Max=12.1164, RMS=2.3020
  Col 36: Mean=-0.0126, Std=1.8825, Min=-6.9133, Max=4.1473, RMS=1.8826
  Col 37: Mean=0.0064, Std=1.3094, Min=-3.2911, Max=3.4500, RMS=1.3094
  Col 38: Mean=-0.0210, Std=2.1275, Min=-4.9097, Max=7.0342, RMS=2.1276
  Col 39: Mean=0.0016, Std=3.7182, Min=-7.5216, Max=8.4469, RMS=3.7182
  Col 40: Mean=-0.0158, Std=1.5649, Min=-3.9763, Max=3.7029, RMS=1.5649
  Col 41: Mean=-0.0337, Std=1.9141, Min=-4.2781, Max=7.4207, RMS=1.9144
  Col 42: Mean=0.0047, Std=4.7701, Min=-11.2077, Max=11.3839, RMS=4.7701
  Col 43: Mean=-0.0209, Std=1.8352, Min=-4.3406, Max=5.3553, RMS=1.8354
  Col 44: Mean=-0.0496, Std=2.1632, Min=-5.4324, Max=6.9789, RMS=2.1637
  Col 45: Mean=-0.0073, Std=6.7313, Min=-25.2988, Max=26.6976, RMS=6.7313
  Col 46: Mean=-0.0403, Std=3.1749, Min=-21.3911, Max=31.1130, RMS=3.1751
  Col 47: Mean=-0.0138, Std=5.4986, Min=-19.5467, Max=26.5035, RMS=5.4986
  Col 48: Mean=0.0077, Std=7.1349, Min=-23.0877, Max=19.8294, RMS=7.1349
  Col 49: Mean=-0.0472, Std=3.5422, Min=-35.1348, Max=8.3729, RMS=3.5425
  Col 50: Mean=-0.1235, Std=4.8742, Min=-15.1822, Max=24.6127, RMS=4.8758
  Col 51: Mean=0.1056, Std=12.1456, Min=-40.2939, Max=31.5800, RMS=12.1460
  Col 52: Mean=-0.0471, Std=3.5315, Min=-25.4579, Max=15.0045, RMS=3.5318
  Col 53: Mean=-0.2207, Std=8.4280, Min=-36.4558, Max=26.1383, RMS=8.4308
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0097, Std=4.6454, Min=-16.4582, Max=10.8489, RMS=4.6454
  Col 58: Mean=-0.0139, Std=2.1135, Min=-11.1492, Max=13.3133, RMS=2.1136
  Col 59: Mean=-0.0055, Std=5.0488, Min=-18.5533, Max=24.0582, RMS=5.0488
  Col 60: Mean=0.0035, Std=7.6409, Min=-28.8030, Max=21.1996, RMS=7.6409
  Col 61: Mean=0.0532, Std=4.3796, Min=-12.4124, Max=38.3212, RMS=4.3799
  Col 62: Mean=-0.1202, Std=4.7307, Min=-14.1730, Max=26.5534, RMS=4.7322
  Col 63: Mean=0.0867, Std=12.4698, Min=-37.2970, Max=34.0101, RMS=12.4701
  Col 64: Mean=0.0818, Std=3.2801, Min=-14.4508, Max=21.4298, RMS=3.2812
  Col 65: Mean=-0.2036, Std=8.0120, Min=-32.1694, Max=28.8882, RMS=8.0146
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=0.2424, Std=6.7869, Min=-12.3800, Max=19.6178, RMS=6.7913
  Col 1: Mean=-69.6892, Std=2.5164, Min=-77.2376, Max=-61.1796, RMS=69.7347
  Col 2: Mean=5.6058, Std=7.4157, Min=-12.0247, Max=23.7019, RMS=9.2962
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-4.6463, Std=34.4913, Min=-179.9965, Max=179.9985, RMS=34.8029
  Col 13: Mean=-65.1214, Std=11.8796, Min=-76.8261, Max=-5.6753, RMS=66.1960
  Col 14: Mean=-110.4086, Std=134.3461, Min=-179.9918, Max=179.9981, RMS=173.8935
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=86.5239, Std=3.0954, Min=78.2019, Max=94.5397, RMS=86.5793
  Col 19: Mean=-7.9643, Std=3.1870, Min=-16.1740, Max=2.8191, RMS=8.5783
  Col 20: Mean=-17.1915, Std=2.7179, Min=-25.1312, Max=-8.8276, RMS=17.4050
  Col 21: Mean=61.2502, Std=3.0139, Min=50.6531, Max=70.1399, RMS=61.3243
  Col 22: Mean=5.1092, Std=1.2925, Min=2.3695, Max=9.0131, RMS=5.2702
  Col 23: Mean=-74.7690, Std=4.2113, Min=-82.8726, Max=-63.7719, RMS=74.8875
  Col 24: Mean=3.7267, Std=61.4151, Min=-163.8684, Max=142.6968, RMS=61.5281
  Col 25: Mean=-81.3766, Std=4.3160, Min=-89.6104, Max=-70.2193, RMS=81.4909
  Col 26: Mean=82.7812, Std=69.6362, Min=-175.3159, Max=178.2974, RMS=108.1754
  Col 27: Mean=-11.5468, Std=37.1506, Min=-51.6590, Max=85.9845, RMS=38.9037
  Col 28: Mean=-65.3518, Std=13.6044, Min=-83.4650, Max=-32.8030, RMS=66.7528
  Col 29: Mean=84.4016, Std=122.2583, Min=-179.9575, Max=179.9957, RMS=148.5622
  Col 30: Mean=-74.4305, Std=14.6725, Min=-173.0954, Max=180.0000, RMS=75.8630
  Col 31: Mean=0.0002, Std=18.2572, Min=-33.9698, Max=37.1918, RMS=18.2572
  Col 32: Mean=-137.4140, Std=97.5835, Min=-179.9600, Max=180.0000, RMS=168.5383
  Col 33: Mean=62.3306, Std=2.8332, Min=51.8439, Max=69.6071, RMS=62.3949
  Col 34: Mean=-3.0932, Std=1.4151, Min=-7.3741, Max=-0.0821, RMS=3.4015
  Col 35: Mean=-91.8155, Std=4.0701, Min=-99.5281, Max=-81.1980, RMS=91.9057
  Col 36: Mean=4.9319, Std=34.8155, Min=-71.6525, Max=52.5067, RMS=35.1631
