--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Alessio/imu/stairs_down/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0082, Std=1.6506, Min=-3.6996, Max=9.3980, RMS=1.6507
  Col 1: Mean=0.0115, Std=1.7458, Min=-9.6136, Max=4.3508, RMS=1.7459
  Col 2: Mean=-0.0049, Std=2.8884, Min=-6.7597, Max=18.4703, RMS=2.8884
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0067, Std=0.8471, Min=-2.6083, Max=2.9457, RMS=0.8471
  Col 13: Mean=0.0176, Std=1.0098, Min=-5.0162, Max=2.7809, RMS=1.0099
  Col 14: Mean=0.0055, Std=2.3522, Min=-6.0862, Max=8.0114, RMS=2.3522
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0018, Std=0.7998, Min=-2.3131, Max=1.6376, RMS=0.7998
  Col 19: Mean=0.0242, Std=0.8110, Min=-2.3054, Max=1.9997, RMS=0.8114
  Col 20: Mean=-0.0038, Std=2.0197, Min=-5.2359, Max=7.5653, RMS=2.0197
  Col 21: Mean=-0.0104, Std=0.8614, Min=-2.9206, Max=2.2427, RMS=0.8614
  Col 22: Mean=0.0255, Std=1.4174, Min=-4.4366, Max=4.1482, RMS=1.4177
  Col 23: Mean=0.0051, Std=2.5988, Min=-4.6194, Max=10.9634, RMS=2.5988
  Col 24: Mean=0.0095, Std=2.1273, Min=-6.6606, Max=9.0489, RMS=2.1273
  Col 25: Mean=0.0349, Std=1.6132, Min=-4.8129, Max=6.0700, RMS=1.6136
  Col 26: Mean=-0.0074, Std=2.9166, Min=-5.9299, Max=11.1646, RMS=2.9166
  Col 27: Mean=-0.0185, Std=2.1979, Min=-6.6870, Max=5.6645, RMS=2.1979
  Col 28: Mean=0.0115, Std=1.5179, Min=-4.0451, Max=4.0596, RMS=1.5179
  Col 29: Mean=-0.0156, Std=3.0223, Min=-5.5981, Max=14.4006, RMS=3.0223
