--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Matteo/imu/slope_down/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0061, Std=1.8524, Min=-7.5399, Max=6.9288, RMS=1.8524
  Col 1: Mean=-0.0142, Std=1.7967, Min=-8.4959, Max=4.4970, RMS=1.7968
  Col 2: Mean=0.0069, Std=2.3710, Min=-3.7417, Max=11.1960, RMS=2.3710
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0025, Std=0.9637, Min=-2.9809, Max=2.6064, RMS=0.9638
  Col 13: Mean=0.0006, Std=0.8238, Min=-2.3660, Max=1.7424, RMS=0.8238
  Col 14: Mean=0.0102, Std=1.8416, Min=-3.9315, Max=7.3154, RMS=1.8416
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0014, Std=0.9791, Min=-2.0861, Max=2.1938, RMS=0.9791
  Col 19: Mean=-0.0025, Std=0.9371, Min=-2.5883, Max=3.3538, RMS=0.9371
  Col 20: Mean=0.0069, Std=1.7682, Min=-3.7443, Max=8.0568, RMS=1.7682
  Col 21: Mean=-0.0070, Std=1.0877, Min=-3.4749, Max=2.1147, RMS=1.0877
  Col 22: Mean=-0.0008, Std=0.8311, Min=-2.4388, Max=2.0220, RMS=0.8311
  Col 23: Mean=0.0088, Std=1.9827, Min=-4.3863, Max=10.3729, RMS=1.9827
  Col 24: Mean=0.0039, Std=0.9922, Min=-3.5566, Max=3.1395, RMS=0.9922
  Col 25: Mean=-0.0021, Std=1.1424, Min=-4.4509, Max=3.0702, RMS=1.1424
  Col 26: Mean=0.0049, Std=2.1130, Min=-4.4308, Max=8.6120, RMS=2.1130
  Col 27: Mean=-0.0009, Std=0.8344, Min=-2.4245, Max=2.8103, RMS=0.8344
  Col 28: Mean=0.0113, Std=1.4577, Min=-4.1217, Max=3.0173, RMS=1.4578
  Col 29: Mean=0.0054, Std=2.1431, Min=-4.1892, Max=7.2448, RMS=2.1432
  Col 30: Mean=-0.0069, Std=0.8859, Min=-2.9346, Max=1.6565, RMS=0.8859
  Col 31: Mean=0.0311, Std=2.1729, Min=-8.9056, Max=4.5373, RMS=2.1732
  Col 32: Mean=0.0106, Std=2.1451, Min=-3.8747, Max=6.7886, RMS=2.1451
  Col 33: Mean=-0.0072, Std=1.0818, Min=-2.9254, Max=3.5125, RMS=1.0818
  Col 34: Mean=0.0073, Std=0.9324, Min=-3.3658, Max=1.8782, RMS=0.9324
  Col 35: Mean=0.0105, Std=1.9822, Min=-3.9864, Max=10.4418, RMS=1.9823
  Col 36: Mean=-0.0086, Std=0.9175, Min=-3.9011, Max=2.8003, RMS=0.9175
  Col 37: Mean=0.0052, Std=1.3931, Min=-4.5717, Max=3.2402, RMS=1.3931
  Col 38: Mean=0.0061, Std=1.9506, Min=-4.1442, Max=8.2310, RMS=1.9506
  Col 39: Mean=-0.0079, Std=0.8306, Min=-3.5884, Max=2.2213, RMS=0.8306
  Col 40: Mean=-0.0002, Std=2.3705, Min=-6.5869, Max=5.7678, RMS=2.3705
  Col 41: Mean=-0.0039, Std=1.9563, Min=-3.9348, Max=8.4333, RMS=1.9563
  Col 42: Mean=-0.0020, Std=1.4819, Min=-5.1832, Max=5.3781, RMS=1.4819
  Col 43: Mean=-0.0040, Std=3.1771, Min=-8.5258, Max=6.7486, RMS=3.1771
  Col 44: Mean=-0.0241, Std=2.2077, Min=-3.7570, Max=9.5425, RMS=2.2078
  Col 45: Mean=-0.0036, Std=2.3814, Min=-9.7396, Max=9.6827, RMS=2.3814
  Col 46: Mean=-0.0072, Std=4.1655, Min=-13.2818, Max=16.5522, RMS=4.1655
