--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Jessica/imu/slope_down/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0010, Std=1.1100, Min=-4.4009, Max=3.2890, RMS=1.1100
  Col 1: Mean=-0.0053, Std=1.3783, Min=-5.0105, Max=3.6354, RMS=1.3783
  Col 2: Mean=0.0145, Std=1.3321, Min=-3.6116, Max=5.8067, RMS=1.3322
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0010, Std=0.4774, Min=-1.4815, Max=1.8524, RMS=0.4774
  Col 13: Mean=0.0014, Std=0.9726, Min=-2.5788, Max=3.2961, RMS=0.9726
  Col 14: Mean=0.0105, Std=1.2685, Min=-2.2367, Max=5.1190, RMS=1.2685
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0004, Std=0.4269, Min=-1.3715, Max=1.5258, RMS=0.4269
  Col 19: Mean=0.0038, Std=0.9129, Min=-3.0429, Max=3.7896, RMS=0.9129
  Col 20: Mean=0.0108, Std=1.2364, Min=-2.4357, Max=4.4342, RMS=1.2364
  Col 21: Mean=-0.0016, Std=0.5246, Min=-1.5133, Max=1.4271, RMS=0.5246
  Col 22: Mean=0.0007, Std=1.0061, Min=-3.0496, Max=3.0062, RMS=1.0061
  Col 23: Mean=0.0112, Std=1.3503, Min=-2.7643, Max=5.5997, RMS=1.3504
  Col 24: Mean=-0.0051, Std=0.5740, Min=-1.6181, Max=2.6407, RMS=0.5741
  Col 25: Mean=-0.0085, Std=1.3541, Min=-4.9909, Max=3.0193, RMS=1.3542
  Col 26: Mean=-0.4467, Std=2.4033, Min=-8.9994, Max=5.3773, RMS=2.4444
  Col 27: Mean=0.0031, Std=0.7100, Min=-2.1545, Max=3.1986, RMS=0.7100
  Col 28: Mean=0.0036, Std=1.1116, Min=-3.3632, Max=2.7635, RMS=1.1116
  Col 29: Mean=0.0036, Std=1.4587, Min=-2.9757, Max=5.7985, RMS=1.4587
  Col 30: Mean=-0.0001, Std=0.8337, Min=-3.1118, Max=3.6012, RMS=0.8337
  Col 31: Mean=0.0135, Std=1.3797, Min=-4.3119, Max=2.9806, RMS=1.3798
  Col 32: Mean=0.0010, Std=1.4117, Min=-2.7745, Max=5.3207, RMS=1.4117
  Col 33: Mean=-0.0013, Std=0.5891, Min=-1.8216, Max=1.5463, RMS=0.5891
  Col 34: Mean=0.0023, Std=1.0204, Min=-2.8846, Max=3.5727, RMS=1.0204
  Col 35: Mean=0.0107, Std=1.3906, Min=-2.4848, Max=5.8115, RMS=1.3906
  Col 36: Mean=-0.0038, Std=0.7901, Min=-3.0882, Max=2.2176, RMS=0.7901
  Col 37: Mean=-0.0018, Std=1.4278, Min=-4.6532, Max=4.7221, RMS=1.4278
  Col 38: Mean=0.0061, Std=1.5285, Min=-2.5426, Max=6.5614, RMS=1.5285
  Col 39: Mean=-0.0010, Std=0.7887, Min=-2.4403, Max=2.4053, RMS=0.7887
  Col 40: Mean=-0.0090, Std=1.3496, Min=-3.4796, Max=2.9866, RMS=1.3496
  Col 41: Mean=-0.0030, Std=1.5062, Min=-2.6553, Max=6.4278, RMS=1.5062
  Col 42: Mean=-0.0016, Std=1.1018, Min=-3.7677, Max=3.2950, RMS=1.1018
  Col 43: Mean=-0.0172, Std=1.7401, Min=-4.5947, Max=4.0153, RMS=1.7401
  Col 44: Mean=-0.0098, Std=1.5854, Min=-2.8812, Max=6.6177, RMS=1.5854
  Col 45: Mean=-0.0043, Std=1.5341, Min=-5.5384, Max=5.1712, RMS=1.5341
  Col 46: Mean=-0.0132, Std=1.8999, Min=-5.8252, Max=5.1923, RMS=1.8999
  Col 47: Mean=0.0053, Std=2.9950, Min=-11.5156, Max=15.7451, RMS=2.9951
  Col 48: Mean=0.0277, Std=2.1011, Min=-9.7920, Max=7.1411, RMS=2.1013
  Col 49: Mean=0.0057, Std=3.6856, Min=-9.4556, Max=14.7880, RMS=3.6856
  Col 50: Mean=-0.0650, Std=2.2686, Min=-9.2877, Max=23.7863, RMS=2.2696
  Col 51: Mean=0.0193, Std=2.7255, Min=-16.5941, Max=17.9845, RMS=2.7256
  Col 52: Mean=0.0195, Std=6.0059, Min=-18.0511, Max=25.6640, RMS=6.0059
  Col 53: Mean=-0.0707, Std=3.7326, Min=-16.6178, Max=11.9018, RMS=3.7333
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0131, Std=1.7227, Min=-4.8333, Max=6.8292, RMS=1.7228
  Col 58: Mean=-0.0043, Std=2.0006, Min=-6.1345, Max=7.4370, RMS=2.0006
  Col 59: Mean=0.0070, Std=2.6696, Min=-9.1343, Max=10.4712, RMS=2.6696
  Col 60: Mean=-0.0067, Std=1.6491, Min=-8.4146, Max=8.3601, RMS=1.6491
  Col 61: Mean=-0.0014, Std=3.6913, Min=-10.4941, Max=14.3395, RMS=3.6913
  Col 62: Mean=-0.0421, Std=2.4187, Min=-11.9588, Max=10.8058, RMS=2.4190
  Col 63: Mean=-0.0403, Std=2.3181, Min=-9.0223, Max=10.5013, RMS=2.3184
  Col 64: Mean=0.0124, Std=6.1793, Min=-22.4124, Max=35.5570, RMS=6.1793
  Col 65: Mean=-0.0474, Std=4.3892, Min=-17.6395, Max=19.9058, RMS=4.3894
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-8.9751, Std=5.9671, Min=-21.6658, Max=4.5541, RMS=10.7777
  Col 1: Mean=-64.5686, Std=1.8712, Min=-69.0447, Max=-60.7327, RMS=64.5957
  Col 2: Mean=115.0459, Std=5.6605, Min=102.7696, Max=125.1549, RMS=115.1851
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-1.1007, Std=2.2460, Min=-4.9166, Max=3.8788, RMS=2.5012
  Col 13: Mean=-63.7021, Std=2.6890, Min=-69.4407, Max=-57.9652, RMS=63.7588
  Col 14: Mean=-76.3568, Std=4.3228, Min=-87.4215, Max=-67.6258, RMS=76.4790
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
