--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Valerio/imu/walk/Run_4
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0437, Std=1.2841, Min=-3.8498, Max=3.5166, RMS=1.2848
  Col 1: Mean=0.0305, Std=0.9290, Min=-3.1574, Max=2.7560, RMS=0.9295
  Col 2: Mean=-0.4544, Std=2.5545, Min=-8.9635, Max=4.6963, RMS=2.5946
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0017, Std=0.8995, Min=-1.6447, Max=2.0392, RMS=0.8995
  Col 13: Mean=-0.0016, Std=0.7373, Min=-1.6077, Max=1.5438, RMS=0.7373
  Col 14: Mean=0.0001, Std=1.8832, Min=-3.2307, Max=4.7967, RMS=1.8832
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0022, Std=0.7357, Min=-1.5766, Max=1.9318, RMS=0.7357
  Col 19: Mean=-0.0012, Std=0.6814, Min=-1.8920, Max=1.5162, RMS=0.6814
  Col 20: Mean=-0.0035, Std=1.7713, Min=-3.5287, Max=4.7870, RMS=1.7713
