--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Alessio_F/imu/stairs_up/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0052, Std=1.1386, Min=-3.8814, Max=2.8704, RMS=1.1387
  Col 1: Mean=-0.0127, Std=1.2292, Min=-5.3868, Max=3.8512, RMS=1.2293
  Col 2: Mean=0.0106, Std=2.8312, Min=-4.5815, Max=8.7104, RMS=2.8313
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0390, Std=1.2039, Min=-3.7378, Max=2.1642, RMS=1.2045
  Col 13: Mean=-0.0212, Std=1.1501, Min=-3.2953, Max=2.9491, RMS=1.1502
  Col 14: Mean=-0.4394, Std=3.5623, Min=-9.0259, Max=8.2436, RMS=3.5893
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0126, Std=1.0648, Min=-2.8664, Max=2.7570, RMS=1.0648
  Col 19: Mean=-0.0161, Std=1.2131, Min=-3.0678, Max=3.4159, RMS=1.2132
  Col 20: Mean=0.0015, Std=2.7630, Min=-4.7972, Max=7.6957, RMS=2.7630
  Col 21: Mean=0.0218, Std=1.3625, Min=-4.3688, Max=2.6607, RMS=1.3627
  Col 22: Mean=-0.0211, Std=1.1278, Min=-2.8714, Max=3.4670, RMS=1.1280
  Col 23: Mean=0.0061, Std=2.8089, Min=-4.7033, Max=9.0734, RMS=2.8089
  Col 24: Mean=0.0310, Std=1.6470, Min=-4.8787, Max=4.1525, RMS=1.6473
  Col 25: Mean=-0.0312, Std=1.0163, Min=-2.5601, Max=2.6056, RMS=1.0168
  Col 26: Mean=0.0088, Std=3.0861, Min=-5.1700, Max=8.8214, RMS=3.0861
  Col 27: Mean=0.0609, Std=2.0055, Min=-6.3088, Max=3.4715, RMS=2.0064
  Col 28: Mean=-0.0121, Std=0.7815, Min=-3.4155, Max=2.0088, RMS=0.7816
  Col 29: Mean=0.0139, Std=2.9880, Min=-4.4779, Max=9.1875, RMS=2.9880
  Col 30: Mean=0.0754, Std=2.6016, Min=-7.9837, Max=5.9347, RMS=2.6027
  Col 31: Mean=-0.0067, Std=1.3225, Min=-4.8532, Max=3.4098, RMS=1.3225
  Col 32: Mean=0.0122, Std=2.9345, Min=-5.2558, Max=8.5215, RMS=2.9345
  Col 33: Mean=0.0234, Std=1.4043, Min=-4.9314, Max=2.4828, RMS=1.4045
  Col 34: Mean=-0.0202, Std=1.1336, Min=-2.9149, Max=3.2349, RMS=1.1338
  Col 35: Mean=0.0051, Std=2.7883, Min=-4.6450, Max=8.5321, RMS=2.7883
  Col 36: Mean=0.0137, Std=1.8972, Min=-5.7890, Max=4.9356, RMS=1.8973
  Col 37: Mean=-0.0046, Std=1.1605, Min=-3.0837, Max=3.6587, RMS=1.1605
  Col 38: Mean=-0.0015, Std=3.2726, Min=-5.6303, Max=8.7011, RMS=3.2726
  Col 39: Mean=-0.0170, Std=2.4830, Min=-7.5299, Max=5.8726, RMS=2.4830
  Col 40: Mean=-0.0295, Std=0.9131, Min=-3.2180, Max=2.3917, RMS=0.9136
  Col 41: Mean=-0.0218, Std=3.1875, Min=-5.5195, Max=9.0343, RMS=3.1875
  Col 42: Mean=-0.0783, Std=3.3010, Min=-8.5449, Max=12.3321, RMS=3.3019
  Col 43: Mean=-0.0455, Std=1.5094, Min=-6.4473, Max=5.2810, RMS=1.5101
  Col 44: Mean=-0.3171, Std=3.4135, Min=-9.2583, Max=9.0443, RMS=3.4282
  Col 45: Mean=0.0360, Std=4.1148, Min=-13.3794, Max=12.6578, RMS=4.1149
  Col 46: Mean=-0.0353, Std=2.4507, Min=-7.6362, Max=15.0727, RMS=2.4510
  Col 47: Mean=-0.1722, Std=4.8518, Min=-15.6399, Max=21.0437, RMS=4.8549
  Col 48: Mean=0.0719, Std=6.3209, Min=-34.2057, Max=27.9249, RMS=6.3213
  Col 49: Mean=-0.0696, Std=4.5395, Min=-32.9699, Max=28.0281, RMS=4.5400
  Col 50: Mean=-0.0917, Std=5.6616, Min=-25.4323, Max=41.2379, RMS=5.6624
  Col 51: Mean=0.1902, Std=8.5421, Min=-80.6708, Max=25.9839, RMS=8.5442
  Col 52: Mean=0.0445, Std=3.1280, Min=-27.2254, Max=24.6646, RMS=3.1283
  Col 53: Mean=-0.1075, Std=8.1424, Min=-29.0923, Max=68.7192, RMS=8.1431
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0481, Std=3.9251, Min=-15.6594, Max=15.3649, RMS=3.9254
  Col 58: Mean=-0.0046, Std=2.1864, Min=-8.8581, Max=9.3547, RMS=2.1864
  Col 59: Mean=-0.2834, Std=5.1288, Min=-13.6974, Max=25.7126, RMS=5.1366
  Col 60: Mean=0.0626, Std=5.6799, Min=-22.7849, Max=28.8384, RMS=5.6802
  Col 61: Mean=0.0454, Std=5.0787, Min=-25.0478, Max=31.2197, RMS=5.0789
  Col 62: Mean=-0.0719, Std=5.5360, Min=-17.6196, Max=39.0636, RMS=5.5364
  Col 63: Mean=0.1913, Std=8.6367, Min=-67.9249, Max=21.5982, RMS=8.6388
  Col 64: Mean=-0.0790, Std=3.6036, Min=-29.9085, Max=24.9408, RMS=3.6044
  Col 65: Mean=-0.1302, Std=9.1201, Min=-30.9435, Max=73.1892, RMS=9.1211
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=1.4855, Std=5.7823, Min=-11.1560, Max=16.7492, RMS=5.9700
  Col 1: Mean=-69.3081, Std=2.3644, Min=-74.1330, Max=-64.7039, RMS=69.3484
  Col 2: Mean=10.9231, Std=5.3716, Min=-1.5873, Max=22.6287, RMS=12.1724
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-3.2320, Std=42.6748, Min=-179.9723, Max=179.8396, RMS=42.7970
  Col 13: Mean=-66.6657, Std=15.0047, Min=-77.7278, Max=-5.6066, RMS=68.3334
  Col 14: Mean=-0.8457, Std=171.6240, Min=-179.9990, Max=179.9695, RMS=171.6261
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-96.9096, Std=3.0315, Min=-105.0151, Max=-90.7577, RMS=96.9570
  Col 19: Mean=-16.1185, Std=5.4068, Min=-28.8565, Max=-7.9204, RMS=17.0012
  Col 20: Mean=27.1765, Std=3.7582, Min=19.0506, Max=37.2521, RMS=27.4351
  Col 21: Mean=58.8341, Std=3.3227, Min=51.7139, Max=68.2744, RMS=58.9278
  Col 22: Mean=-0.6629, Std=2.2309, Min=-5.6139, Max=3.9646, RMS=2.3273
  Col 23: Mean=-78.9050, Std=5.7628, Min=-88.5869, Max=-68.3501, RMS=79.1151
  Col 24: Mean=6.9817, Std=11.3256, Min=-21.2623, Max=27.8580, RMS=13.3046
  Col 25: Mean=-73.1078, Std=1.9179, Min=-78.3418, Max=-68.6964, RMS=73.1330
