--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Camilla/imu/slope_up/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0038, Std=1.9258, Min=-7.2939, Max=5.7084, RMS=1.9258
  Col 1: Mean=-0.0009, Std=0.9609, Min=-5.1067, Max=3.0309, RMS=0.9609
  Col 2: Mean=-0.0028, Std=1.6617, Min=-4.0264, Max=5.0302, RMS=1.6617
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0039, Std=1.4036, Min=-4.4778, Max=2.3971, RMS=1.4036
  Col 13: Mean=0.0024, Std=0.6861, Min=-2.6554, Max=2.3694, RMS=0.6861
  Col 14: Mean=-0.0119, Std=1.7995, Min=-3.9732, Max=6.0295, RMS=1.7995
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0034, Std=0.8491, Min=-2.9713, Max=1.4189, RMS=0.8492
  Col 19: Mean=0.0112, Std=0.4740, Min=-1.5456, Max=1.4987, RMS=0.4741
  Col 20: Mean=-0.0091, Std=1.6264, Min=-3.3698, Max=5.4399, RMS=1.6264
  Col 21: Mean=0.0036, Std=1.4740, Min=-5.4828, Max=2.3948, RMS=1.4740
  Col 22: Mean=0.0006, Std=0.8622, Min=-3.5608, Max=3.7907, RMS=0.8622
  Col 23: Mean=-0.0086, Std=1.8661, Min=-4.0736, Max=7.7614, RMS=1.8661
  Col 24: Mean=0.0113, Std=1.8961, Min=-7.1683, Max=5.1380, RMS=1.8961
