--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Diego/imu/stairs_down/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0114, Std=2.4871, Min=-25.7214, Max=15.3827, RMS=2.4871
  Col 1: Mean=-0.0107, Std=1.9648, Min=-13.3110, Max=9.8753, RMS=1.9649
  Col 2: Mean=0.0018, Std=4.2645, Min=-11.2844, Max=23.6210, RMS=4.2645
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0033, Std=0.9263, Min=-3.3649, Max=2.2970, RMS=0.9263
  Col 13: Mean=0.0113, Std=0.9919, Min=-4.6325, Max=2.4013, RMS=0.9919
  Col 14: Mean=0.0027, Std=3.8773, Min=-6.5590, Max=12.3656, RMS=3.8773
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0011, Std=0.9264, Min=-3.0695, Max=1.9328, RMS=0.9264
  Col 19: Mean=0.0193, Std=1.8095, Min=-7.0042, Max=10.7873, RMS=1.8096
  Col 20: Mean=0.0039, Std=4.3440, Min=-10.4128, Max=21.3417, RMS=4.3440
  Col 21: Mean=-0.0008, Std=1.5192, Min=-7.2018, Max=5.3778, RMS=1.5192
  Col 22: Mean=0.0181, Std=1.0205, Min=-3.1116, Max=3.2476, RMS=1.0207
  Col 23: Mean=0.0057, Std=3.7347, Min=-7.0924, Max=20.8237, RMS=3.7347
  Col 24: Mean=0.0152, Std=1.3798, Min=-5.0310, Max=4.0582, RMS=1.3799
  Col 25: Mean=-0.0534, Std=1.5791, Min=-5.2891, Max=4.0458, RMS=1.5800
  Col 26: Mean=-0.4588, Std=4.0494, Min=-9.2930, Max=11.9946, RMS=4.0753
  Col 27: Mean=-0.0067, Std=1.1774, Min=-4.0938, Max=3.6065, RMS=1.1774
  Col 28: Mean=0.0089, Std=2.6303, Min=-8.1573, Max=5.1558, RMS=2.6304
  Col 29: Mean=-0.1012, Std=3.4959, Min=-8.4766, Max=15.4267, RMS=3.4974
  Col 30: Mean=-0.0247, Std=1.7286, Min=-7.1602, Max=4.4080, RMS=1.7288
  Col 31: Mean=0.0572, Std=3.6103, Min=-11.2870, Max=6.7618, RMS=3.6108
  Col 32: Mean=-0.0138, Std=3.1636, Min=-5.4745, Max=12.5800, RMS=3.1636
  Col 33: Mean=-0.0103, Std=1.2913, Min=-4.0020, Max=5.2263, RMS=1.2913
  Col 34: Mean=0.0251, Std=1.3534, Min=-5.2038, Max=3.3011, RMS=1.3536
  Col 35: Mean=0.0049, Std=3.7869, Min=-7.1963, Max=20.2032, RMS=3.7869
  Col 36: Mean=-0.0230, Std=1.5071, Min=-7.0583, Max=4.5687, RMS=1.5073
  Col 37: Mean=-0.0151, Std=2.2044, Min=-11.2227, Max=8.7117, RMS=2.2044
  Col 38: Mean=-0.0158, Std=3.9990, Min=-7.0724, Max=15.6482, RMS=3.9990
  Col 39: Mean=0.0049, Std=1.7264, Min=-5.7939, Max=6.0679, RMS=1.7264
  Col 40: Mean=-0.0330, Std=3.2546, Min=-11.0210, Max=9.9760, RMS=3.2548
  Col 41: Mean=-0.0280, Std=3.5215, Min=-5.9764, Max=18.6155, RMS=3.5216
  Col 42: Mean=0.0307, Std=2.2249, Min=-6.8482, Max=7.1055, RMS=2.2251
  Col 43: Mean=-0.0384, Std=4.0078, Min=-13.9455, Max=11.6751, RMS=4.0080
  Col 44: Mean=-0.0402, Std=3.6305, Min=-5.9600, Max=18.6552, RMS=3.6307
  Col 45: Mean=0.0136, Std=2.4326, Min=-12.5218, Max=17.0532, RMS=2.4326
  Col 46: Mean=-0.0142, Std=4.3243, Min=-29.9355, Max=26.0353, RMS=4.3243
  Col 47: Mean=-0.1757, Std=5.1999, Min=-28.1440, Max=41.7864, RMS=5.2029
  Col 48: Mean=0.0386, Std=3.3736, Min=-30.0925, Max=32.5746, RMS=3.3738
  Col 49: Mean=0.1144, Std=5.7716, Min=-18.6989, Max=25.5721, RMS=5.7728
  Col 50: Mean=-0.2881, Std=4.8664, Min=-12.3680, Max=37.4683, RMS=4.8749
  Col 51: Mean=0.0154, Std=4.2439, Min=-41.5422, Max=26.1263, RMS=4.2439
  Col 52: Mean=-0.0281, Std=8.6144, Min=-47.1445, Max=35.4716, RMS=8.6144
