--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Federico/imu/stairs_up/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0130, Std=1.4555, Min=-5.3256, Max=5.0863, RMS=1.4556
  Col 1: Mean=0.0230, Std=1.5905, Min=-5.2425, Max=10.3001, RMS=1.5907
  Col 2: Mean=0.0207, Std=3.1773, Min=-4.8691, Max=14.8077, RMS=3.1774
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0149, Std=1.9724, Min=-7.2272, Max=7.2377, RMS=1.9724
  Col 13: Mean=0.0256, Std=1.5572, Min=-6.3513, Max=4.6731, RMS=1.5574
  Col 14: Mean=0.0115, Std=2.7417, Min=-4.6624, Max=12.1506, RMS=2.7417
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0186, Std=1.9255, Min=-5.5515, Max=6.5850, RMS=1.9256
  Col 19: Mean=0.0287, Std=1.9881, Min=-5.9869, Max=5.7527, RMS=1.9883
  Col 20: Mean=-0.0026, Std=2.4781, Min=-4.5226, Max=11.4970, RMS=2.4781
  Col 21: Mean=-0.0100, Std=1.9871, Min=-7.4311, Max=7.2992, RMS=1.9871
  Col 22: Mean=0.0287, Std=1.6814, Min=-6.0541, Max=5.2266, RMS=1.6816
  Col 23: Mean=0.0091, Std=2.4772, Min=-4.4643, Max=11.2795, RMS=2.4772
  Col 24: Mean=-0.0031, Std=1.7808, Min=-6.6572, Max=5.7933, RMS=1.7809
  Col 25: Mean=0.0178, Std=1.7298, Min=-7.2753, Max=5.1668, RMS=1.7299
  Col 26: Mean=0.0038, Std=2.6881, Min=-5.3184, Max=9.9516, RMS=2.6881
  Col 27: Mean=0.0029, Std=1.7453, Min=-4.0113, Max=7.3508, RMS=1.7453
  Col 28: Mean=0.0287, Std=1.7244, Min=-7.3713, Max=5.5449, RMS=1.7246
  Col 29: Mean=-0.1396, Std=3.0033, Min=-8.6217, Max=11.0585, RMS=3.0066
  Col 30: Mean=0.0224, Std=2.5942, Min=-7.2157, Max=8.5038, RMS=2.5943
  Col 31: Mean=0.0843, Std=2.7610, Min=-12.6707, Max=10.8397, RMS=2.7622
  Col 32: Mean=-0.0112, Std=2.8100, Min=-5.6477, Max=9.8622, RMS=2.8100
  Col 33: Mean=-0.0134, Std=2.1503, Min=-9.5952, Max=7.7925, RMS=2.1504
  Col 34: Mean=0.0317, Std=2.0652, Min=-7.2628, Max=6.5443, RMS=2.0655
  Col 35: Mean=0.0126, Std=2.6126, Min=-4.7771, Max=10.3858, RMS=2.6126
  Col 36: Mean=-0.0029, Std=2.6988, Min=-17.4373, Max=6.2652, RMS=2.6988
  Col 37: Mean=0.0603, Std=2.1312, Min=-6.0660, Max=7.7131, RMS=2.1321
  Col 38: Mean=-0.0002, Std=3.2867, Min=-5.5663, Max=12.5766, RMS=3.2867
  Col 39: Mean=0.1917, Std=4.9950, Min=-19.4440, Max=23.9055, RMS=4.9987
  Col 40: Mean=0.0663, Std=4.2157, Min=-9.0256, Max=33.0227, RMS=4.2163
  Col 41: Mean=0.0033, Std=4.8637, Min=-8.1862, Max=25.9648, RMS=4.8637
  Col 42: Mean=0.2515, Std=6.9289, Min=-28.3918, Max=32.5549, RMS=6.9335
  Col 43: Mean=0.0260, Std=5.6684, Min=-10.3912, Max=36.5598, RMS=5.6685
  Col 44: Mean=-0.2246, Std=6.0602, Min=-11.2001, Max=34.7122, RMS=6.0644
  Col 45: Mean=0.0034, Std=2.7843, Min=-11.4298, Max=8.8253, RMS=2.7843
  Col 46: Mean=0.0229, Std=2.6771, Min=-8.9639, Max=9.0446, RMS=2.6772
  Col 47: Mean=-0.0153, Std=3.7183, Min=-11.8024, Max=17.1690, RMS=3.7183
  Col 48: Mean=0.0598, Std=3.5733, Min=-15.5957, Max=11.1793, RMS=3.5738
  Col 49: Mean=0.0161, Std=2.9927, Min=-9.4938, Max=14.6166, RMS=2.9927
  Col 50: Mean=-0.0376, Std=4.8885, Min=-14.6349, Max=35.8889, RMS=4.8886
  Col 51: Mean=0.0843, Std=6.4118, Min=-39.9461, Max=21.4974, RMS=6.4123
  Col 52: Mean=0.0506, Std=4.3224, Min=-26.3762, Max=21.3858, RMS=4.3227
  Col 53: Mean=0.0034, Std=6.4188, Min=-27.4809, Max=46.4806, RMS=6.4188
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0140, Std=2.5284, Min=-10.7352, Max=11.0720, RMS=2.5285
  Col 58: Mean=0.0430, Std=2.4716, Min=-9.5970, Max=11.1932, RMS=2.4720
  Col 59: Mean=0.0345, Std=3.6498, Min=-9.3130, Max=17.9622, RMS=3.6500
  Col 60: Mean=0.0243, Std=3.3132, Min=-10.2379, Max=18.5088, RMS=3.3133
  Col 61: Mean=0.0493, Std=3.6742, Min=-14.7748, Max=18.9419, RMS=3.6745
  Col 62: Mean=-0.0294, Std=4.7256, Min=-21.3355, Max=27.3467, RMS=4.7257
  Col 63: Mean=0.0682, Std=5.0791, Min=-28.8355, Max=22.5473, RMS=5.0796
  Col 64: Mean=0.0963, Std=5.2757, Min=-34.4031, Max=24.0051, RMS=5.2766
  Col 65: Mean=-0.0049, Std=6.4166, Min=-25.8088, Max=39.4581, RMS=6.4166
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-19.0125, Std=17.6778, Min=-56.9299, Max=13.8994, RMS=25.9611
  Col 1: Mean=-70.3601, Std=7.2408, Min=-82.4990, Max=-57.1679, RMS=70.7317
  Col 2: Mean=52.0474, Std=16.3455, Min=21.4635, Max=90.2302, RMS=54.5537
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0981, Std=68.4175, Min=-179.3078, Max=179.0198, RMS=68.4175
  Col 13: Mean=-75.6683, Std=8.0270, Min=-88.6243, Max=-58.2715, RMS=76.0929
  Col 14: Mean=-32.5355, Std=123.7518, Min=-179.6873, Max=179.2589, RMS=127.9573
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=83.7056, Std=14.3852, Min=66.7342, Max=111.0847, RMS=84.9327
  Col 19: Mean=-4.1281, Std=9.8901, Min=-22.6672, Max=18.1809, RMS=10.7171
  Col 20: Mean=103.2816, Std=3.1661, Min=96.9109, Max=110.3320, RMS=103.3301
  Col 21: Mean=38.7930, Std=11.9750, Min=15.4038, Max=60.2024, RMS=40.5992
  Col 22: Mean=12.2965, Std=7.5644, Min=-0.3824, Max=26.4544, RMS=14.4369
  Col 23: Mean=-41.8384, Std=6.1865, Min=-55.6820, Max=-29.6742, RMS=42.2933
  Col 24: Mean=49.8411, Std=23.3234, Min=-10.2398, Max=83.1063, RMS=55.0283
  Col 25: Mean=-70.6090, Std=7.0655, Min=-81.7905, Max=-57.2543, RMS=70.9616
  Col 26: Mean=110.8094, Std=23.2114, Min=74.9458, Max=169.3897, RMS=113.2144
  Col 27: Mean=-28.6695, Std=23.0217, Min=-179.9941, Max=179.9982, RMS=36.7687
  Col 28: Mean=-60.8685, Std=10.6576, Min=-78.1889, Max=-5.7135, RMS=61.7945
  Col 29: Mean=-126.2541, Std=61.8391, Min=-179.9971, Max=179.9455, RMS=140.5851
  Col 30: Mean=-62.2023, Std=7.5287, Min=-79.5265, Max=-45.2428, RMS=62.6562
  Col 31: Mean=12.8540, Std=8.9250, Min=-4.3770, Max=33.9629, RMS=15.6487
  Col 32: Mean=-97.4079, Std=14.1943, Min=-123.3305, Max=-47.4009, RMS=98.4366
  Col 33: Mean=38.6997, Std=11.0470, Min=19.1419, Max=58.8492, RMS=40.2456
  Col 34: Mean=-6.7462, Std=8.1278, Min=-22.0659, Max=5.8243, RMS=10.5627
  Col 35: Mean=-71.0801, Std=5.7203, Min=-83.5625, Max=-58.3462, RMS=71.3099
  Col 36: Mean=-47.5413, Std=30.5353, Min=-103.3520, Max=25.3881, RMS=56.5029
  Col 37: Mean=-67.8137, Std=8.2243, Min=-80.6834, Max=-47.6779, RMS=68.3105
  Col 38: Mean=-40.3336, Std=33.5194, Min=-119.1063, Max=10.8640, RMS=52.4438
  Col 39: Mean=65.4076, Std=42.9631, Min=-179.8772, Max=174.3825, RMS=78.2558
  Col 40: Mean=-62.7464, Std=20.3061, Min=-88.6718, Max=-13.5082, RMS=65.9503
  Col 41: Mean=-74.8132, Std=125.5090, Min=-179.7048, Max=179.4325, RMS=146.1148
  Col 42: Mean=75.8344, Std=17.5926, Min=40.3043, Max=173.7233, RMS=77.8483
  Col 43: Mean=24.1898, Std=22.6337, Min=-8.7414, Max=77.6029, RMS=33.1275
  Col 44: Mean=-75.3924, Std=144.5857, Min=-179.9920, Max=179.9641, RMS=163.0615
  Col 45: Mean=9.4496, Std=91.6061, Min=-178.8375, Max=179.7575, RMS=92.0921
  Col 46: Mean=-64.0108, Std=25.4384, Min=-89.6117, Max=0.3595, RMS=68.8803
