--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Luca/imu/slope_up/Run_3
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0028, Std=1.8432, Min=-8.1446, Max=9.2139, RMS=1.8432
  Col 1: Mean=0.0037, Std=1.9586, Min=-7.1346, Max=5.8663, RMS=1.9586
  Col 2: Mean=0.0100, Std=3.1184, Min=-6.7782, Max=9.9018, RMS=3.1185
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0107, Std=1.1012, Min=-4.0792, Max=4.0053, RMS=1.1012
  Col 13: Mean=0.0013, Std=1.8997, Min=-5.0761, Max=5.2793, RMS=1.8997
  Col 14: Mean=-0.0026, Std=3.2838, Min=-8.0437, Max=8.7071, RMS=3.2838
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0030, Std=1.4525, Min=-3.5950, Max=5.2943, RMS=1.4525
  Col 19: Mean=-0.0010, Std=1.8717, Min=-4.4616, Max=4.8461, RMS=1.8717
  Col 20: Mean=-0.0031, Std=3.1053, Min=-7.2128, Max=12.9130, RMS=3.1053
  Col 21: Mean=-0.0232, Std=1.2779, Min=-4.3989, Max=4.5223, RMS=1.2782
  Col 22: Mean=-0.0101, Std=2.2199, Min=-7.1455, Max=8.6410, RMS=2.2200
  Col 23: Mean=-0.2040, Std=3.1473, Min=-8.3815, Max=9.5491, RMS=3.1539
  Col 24: Mean=-0.0251, Std=1.0491, Min=-3.8651, Max=2.6125, RMS=1.0494
  Col 25: Mean=0.0012, Std=2.7342, Min=-6.9566, Max=13.4982, RMS=2.7342
  Col 26: Mean=-0.0040, Std=3.3145, Min=-7.7024, Max=8.9008, RMS=3.3145
  Col 27: Mean=-0.0134, Std=1.2878, Min=-5.6195, Max=5.0617, RMS=1.2878
  Col 28: Mean=-0.0151, Std=2.2429, Min=-6.9245, Max=8.0751, RMS=2.2430
  Col 29: Mean=-0.0150, Std=3.1792, Min=-7.4184, Max=9.5251, RMS=3.1793
  Col 30: Mean=-0.0093, Std=1.5680, Min=-7.0147, Max=6.4220, RMS=1.5680
  Col 31: Mean=-0.0195, Std=2.9847, Min=-9.3228, Max=9.9518, RMS=2.9848
  Col 32: Mean=-0.0303, Std=3.2501, Min=-7.5515, Max=8.9582, RMS=3.2502
  Col 33: Mean=-0.0004, Std=1.2403, Min=-4.4527, Max=3.7706, RMS=1.2403
  Col 34: Mean=-0.0025, Std=1.9028, Min=-5.4713, Max=6.1138, RMS=1.9028
  Col 35: Mean=-0.0001, Std=3.0421, Min=-6.9359, Max=10.5349, RMS=3.0421
  Col 36: Mean=0.0132, Std=1.3010, Min=-3.9713, Max=4.3989, RMS=1.3011
  Col 37: Mean=0.0120, Std=2.4652, Min=-6.2149, Max=7.4133, RMS=2.4652
  Col 38: Mean=-0.1540, Std=3.1718, Min=-9.2776, Max=8.5914, RMS=3.1756
  Col 39: Mean=0.0033, Std=1.4048, Min=-3.6032, Max=5.7391, RMS=1.4048
  Col 40: Mean=0.0385, Std=4.3511, Min=-10.7560, Max=9.0474, RMS=4.3513
  Col 41: Mean=-0.0271, Std=3.3622, Min=-8.6778, Max=9.2947, RMS=3.3624
  Col 42: Mean=-0.0223, Std=1.9343, Min=-5.3200, Max=6.5581, RMS=1.9344
  Col 43: Mean=0.0189, Std=6.1061, Min=-14.2262, Max=13.3748, RMS=6.1061
  Col 44: Mean=-0.0621, Std=4.5230, Min=-13.3065, Max=14.0565, RMS=4.5234
  Col 45: Mean=0.0092, Std=3.9374, Min=-14.4949, Max=24.1446, RMS=3.9374
  Col 46: Mean=-0.0022, Std=5.7822, Min=-25.7301, Max=20.4146, RMS=5.7822
  Col 47: Mean=-0.0194, Std=5.4731, Min=-19.4905, Max=26.0971, RMS=5.4732
  Col 48: Mean=-0.1027, Std=4.6202, Min=-29.1960, Max=25.1620, RMS=4.6213
  Col 49: Mean=-0.0269, Std=7.4075, Min=-35.6819, Max=38.8794, RMS=7.4075
  Col 50: Mean=-0.1131, Std=4.5927, Min=-25.7269, Max=27.9421, RMS=4.5941
  Col 51: Mean=-0.0197, Std=3.4966, Min=-23.6149, Max=16.4771, RMS=3.4967
  Col 52: Mean=-0.0796, Std=12.1656, Min=-54.9146, Max=43.2864, RMS=12.1658
  Col 53: Mean=-0.1611, Std=7.9114, Min=-48.8085, Max=51.6616, RMS=7.9130
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=-0.0083, Std=4.5530, Min=-25.6747, Max=25.3684, RMS=4.5530
  Col 58: Mean=0.0098, Std=6.6772, Min=-29.9605, Max=28.5906, RMS=6.6772
  Col 59: Mean=0.0133, Std=6.9117, Min=-24.6323, Max=41.3109, RMS=6.9118
  Col 60: Mean=0.0053, Std=4.2619, Min=-17.3888, Max=42.1784, RMS=4.2619
  Col 61: Mean=-0.0775, Std=6.6274, Min=-25.5476, Max=24.7410, RMS=6.6279
  Col 62: Mean=-0.1281, Std=4.3226, Min=-17.7417, Max=22.9300, RMS=4.3245
  Col 63: Mean=0.0256, Std=5.0158, Min=-33.8195, Max=43.2129, RMS=5.0159
  Col 64: Mean=-0.1455, Std=12.1965, Min=-52.7837, Max=45.4395, RMS=12.1974
  Col 65: Mean=-0.1990, Std=10.0611, Min=-60.9459, Max=70.2978, RMS=10.0630
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-10.7035, Std=4.5757, Min=-25.5045, Max=7.4693, RMS=11.6405
  Col 1: Mean=-67.3971, Std=3.0998, Min=-74.4478, Max=-59.7981, RMS=67.4684
  Col 2: Mean=-88.1609, Std=5.6405, Min=-100.5611, Max=-72.9333, RMS=88.3412
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-17.8161, Std=10.4108, Min=-52.2868, Max=-4.2224, RMS=20.6349
  Col 13: Mean=-67.2073, Std=6.0504, Min=-81.7079, Max=-58.5335, RMS=67.4791
  Col 14: Mean=97.2823, Std=11.4481, Min=81.2773, Max=128.6226, RMS=97.9536
