--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Vito/imu/slope_down/Run_3
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0014, Std=1.5797, Min=-11.3685, Max=7.2180, RMS=1.5797
  Col 1: Mean=0.0126, Std=2.2157, Min=-6.2691, Max=10.4043, RMS=2.2158
  Col 2: Mean=-0.0065, Std=2.8613, Min=-4.8796, Max=24.2422, RMS=2.8613
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0068, Std=0.7237, Min=-2.9786, Max=2.8452, RMS=0.7237
  Col 13: Mean=0.0040, Std=1.0410, Min=-1.9641, Max=6.0719, RMS=1.0410
  Col 14: Mean=0.0079, Std=2.2281, Min=-5.1825, Max=10.2355, RMS=2.2281
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0149, Std=0.7796, Min=-4.0453, Max=2.2982, RMS=0.7798
  Col 19: Mean=0.0127, Std=0.8486, Min=-2.4182, Max=4.5011, RMS=0.8487
  Col 20: Mean=-0.1704, Std=2.7940, Min=-8.9324, Max=19.5833, RMS=2.7992
  Col 21: Mean=-0.0115, Std=0.8115, Min=-2.2802, Max=3.1556, RMS=0.8115
  Col 22: Mean=0.0020, Std=1.0674, Min=-2.2407, Max=5.0954, RMS=1.0674
  Col 23: Mean=-0.2519, Std=2.6048, Min=-8.7178, Max=16.9359, RMS=2.6169
  Col 24: Mean=0.0046, Std=0.9049, Min=-3.8255, Max=3.6402, RMS=0.9049
  Col 25: Mean=-0.0087, Std=1.7791, Min=-4.4190, Max=10.2972, RMS=1.7791
  Col 26: Mean=-0.0006, Std=2.2246, Min=-4.8103, Max=9.3527, RMS=2.2246
  Col 27: Mean=0.0198, Std=0.9320, Min=-3.1375, Max=2.4218, RMS=0.9322
  Col 28: Mean=-0.0376, Std=2.3879, Min=-5.8138, Max=7.9334, RMS=2.3882
  Col 29: Mean=0.0079, Std=2.5060, Min=-4.8869, Max=9.5333, RMS=2.5061
  Col 30: Mean=0.0328, Std=1.3514, Min=-3.6534, Max=5.2705, RMS=1.3518
  Col 31: Mean=-0.0615, Std=2.8802, Min=-6.5394, Max=10.6392, RMS=2.8808
  Col 32: Mean=0.0070, Std=2.6431, Min=-6.2659, Max=10.3464, RMS=2.6432
  Col 33: Mean=-0.0047, Std=0.9321, Min=-6.1227, Max=4.2011, RMS=0.9321
  Col 34: Mean=0.0049, Std=1.0919, Min=-3.3462, Max=4.3935, RMS=1.0919
  Col 35: Mean=-0.2697, Std=2.9684, Min=-9.0276, Max=14.6804, RMS=2.9806
  Col 36: Mean=0.0451, Std=1.2490, Min=-4.7668, Max=5.7572, RMS=1.2498
  Col 37: Mean=-0.0758, Std=2.0117, Min=-5.7849, Max=6.3594, RMS=2.0131
  Col 38: Mean=-0.2856, Std=2.8321, Min=-8.9271, Max=10.2596, RMS=2.8464
  Col 39: Mean=-0.0077, Std=1.3394, Min=-4.1780, Max=4.6026, RMS=1.3395
  Col 40: Mean=-0.0537, Std=4.0849, Min=-14.4338, Max=9.9900, RMS=4.0852
  Col 41: Mean=0.0133, Std=3.6519, Min=-6.5348, Max=11.7241, RMS=3.6519
  Col 42: Mean=-0.0213, Std=2.0406, Min=-8.8222, Max=6.2192, RMS=2.0407
  Col 43: Mean=-0.0814, Std=5.0314, Min=-16.5327, Max=13.1451, RMS=5.0321
  Col 44: Mean=0.0037, Std=4.6474, Min=-10.4980, Max=15.6865, RMS=4.6474
  Col 45: Mean=0.0296, Std=2.7559, Min=-12.2730, Max=12.7268, RMS=2.7560
  Col 46: Mean=-0.0131, Std=4.3148, Min=-11.2100, Max=21.6587, RMS=4.3148
  Col 47: Mean=-0.0336, Std=5.6160, Min=-19.8696, Max=43.9692, RMS=5.6161
  Col 48: Mean=0.0222, Std=4.0748, Min=-21.7819, Max=19.0848, RMS=4.0749
  Col 49: Mean=-0.0396, Std=5.8063, Min=-24.1083, Max=20.0680, RMS=5.8065
  Col 50: Mean=-0.1078, Std=3.6752, Min=-14.3460, Max=31.2830, RMS=3.6768
  Col 51: Mean=-0.0117, Std=2.9906, Min=-20.5976, Max=20.1378, RMS=2.9906
  Col 52: Mean=-0.0638, Std=9.5999, Min=-45.1547, Max=41.3769, RMS=9.6001
  Col 53: Mean=-0.1449, Std=6.1545, Min=-29.4609, Max=37.6942, RMS=6.1562
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=-0.0358, Std=2.9865, Min=-20.4685, Max=17.3584, RMS=2.9868
  Col 58: Mean=-0.0144, Std=4.5725, Min=-13.7429, Max=29.8610, RMS=4.5725
  Col 59: Mean=-0.0103, Std=6.5253, Min=-39.3181, Max=65.3845, RMS=6.5254
  Col 60: Mean=0.0524, Std=3.6340, Min=-16.2263, Max=29.3238, RMS=3.6344
  Col 61: Mean=-0.0011, Std=6.2048, Min=-24.3444, Max=38.4025, RMS=6.2048
  Col 62: Mean=-0.0722, Std=4.5785, Min=-25.4455, Max=50.7414, RMS=4.5791
  Col 63: Mean=0.0120, Std=2.3920, Min=-13.8686, Max=18.8655, RMS=2.3920
  Col 64: Mean=-0.0558, Std=9.2008, Min=-41.2802, Max=39.0230, RMS=9.2010
  Col 65: Mean=-0.1151, Std=6.9226, Min=-30.3073, Max=49.6908, RMS=6.9235
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
