--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Federico/imu/slope_down/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0126, Std=1.6866, Min=-6.1569, Max=8.2912, RMS=1.6867
  Col 1: Mean=-0.0109, Std=1.6017, Min=-11.7916, Max=4.0790, RMS=1.6017
  Col 2: Mean=-0.0006, Std=2.4013, Min=-6.2534, Max=10.6472, RMS=2.4013
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0175, Std=1.0206, Min=-2.0542, Max=4.7509, RMS=1.0208
  Col 13: Mean=-0.0016, Std=1.1036, Min=-4.9793, Max=2.6554, RMS=1.1036
  Col 14: Mean=0.0136, Std=2.1499, Min=-4.7568, Max=8.6296, RMS=2.1499
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0688, Std=1.2640, Min=-2.9343, Max=2.6198, RMS=1.2659
  Col 19: Mean=-0.0098, Std=0.8634, Min=-2.0865, Max=2.5505, RMS=0.8635
  Col 20: Mean=-0.2244, Std=2.7349, Min=-9.0166, Max=11.7343, RMS=2.7441
  Col 21: Mean=-0.0215, Std=1.0578, Min=-2.7555, Max=4.2675, RMS=1.0580
  Col 22: Mean=-0.0068, Std=1.4099, Min=-9.3952, Max=3.6559, RMS=1.4099
  Col 23: Mean=0.0173, Std=2.4088, Min=-4.8321, Max=9.8087, RMS=2.4089
  Col 24: Mean=-0.0005, Std=1.5631, Min=-5.2535, Max=8.9005, RMS=1.5631
  Col 25: Mean=-0.0061, Std=1.5622, Min=-5.1930, Max=3.9780, RMS=1.5622
  Col 26: Mean=0.0101, Std=2.4576, Min=-5.6303, Max=10.2869, RMS=2.4576
  Col 27: Mean=-0.0578, Std=1.5120, Min=-3.6591, Max=5.1680, RMS=1.5131
  Col 28: Mean=-0.0121, Std=1.5109, Min=-3.9175, Max=4.9287, RMS=1.5110
  Col 29: Mean=0.0178, Std=3.1524, Min=-6.9627, Max=12.2190, RMS=3.1525
  Col 30: Mean=-0.0964, Std=2.1956, Min=-7.2837, Max=8.6821, RMS=2.1978
  Col 31: Mean=0.0089, Std=1.9446, Min=-7.7922, Max=7.2544, RMS=1.9446
  Col 32: Mean=0.0131, Std=3.2813, Min=-7.4842, Max=12.6138, RMS=3.2813
  Col 33: Mean=-0.0307, Std=1.3723, Min=-4.1648, Max=3.9914, RMS=1.3727
  Col 34: Mean=-0.0046, Std=1.1688, Min=-4.6432, Max=3.6859, RMS=1.1688
  Col 35: Mean=0.0133, Std=2.4352, Min=-5.4620, Max=10.8641, RMS=2.4352
  Col 36: Mean=-0.0476, Std=1.3701, Min=-3.7223, Max=5.5747, RMS=1.3709
  Col 37: Mean=0.0079, Std=2.4988, Min=-11.2375, Max=5.8951, RMS=2.4988
  Col 38: Mean=0.0036, Std=2.8040, Min=-6.1976, Max=13.4913, RMS=2.8041
  Col 39: Mean=-0.0366, Std=1.6304, Min=-5.6305, Max=4.5144, RMS=1.6308
  Col 40: Mean=0.1345, Std=4.9510, Min=-11.2366, Max=15.3950, RMS=4.9528
  Col 41: Mean=0.0366, Std=4.7550, Min=-10.5195, Max=19.7627, RMS=4.7551
  Col 42: Mean=-0.0848, Std=2.3810, Min=-11.3359, Max=6.5433, RMS=2.3825
  Col 43: Mean=0.1787, Std=6.7138, Min=-16.1502, Max=19.8600, RMS=6.7162
  Col 44: Mean=0.0307, Std=6.1407, Min=-16.4758, Max=24.5806, RMS=6.1408
  Col 45: Mean=-0.0093, Std=2.2121, Min=-8.3368, Max=10.4321, RMS=2.2122
  Col 46: Mean=-0.0068, Std=3.1854, Min=-15.8699, Max=12.6073, RMS=3.1854
  Col 47: Mean=-0.0091, Std=4.7766, Min=-19.3317, Max=24.8019, RMS=4.7766
  Col 48: Mean=-0.0151, Std=3.4234, Min=-17.6685, Max=13.2608, RMS=3.4235
  Col 49: Mean=0.0460, Std=4.4802, Min=-16.4891, Max=14.6329, RMS=4.4804
  Col 50: Mean=-0.0843, Std=2.9122, Min=-10.0306, Max=13.7757, RMS=2.9134
  Col 51: Mean=-0.0062, Std=4.3128, Min=-19.7428, Max=21.4852, RMS=4.3128
  Col 52: Mean=0.0424, Std=7.2686, Min=-28.8706, Max=34.5032, RMS=7.2687
  Col 53: Mean=-0.0836, Std=6.0198, Min=-31.9486, Max=41.0617, RMS=6.0204
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0108, Std=2.2049, Min=-8.0480, Max=10.5660, RMS=2.2049
