--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Luca/imu/walk/Run_4
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0099, Std=2.3371, Min=-7.0518, Max=7.1570, RMS=2.3372
  Col 1: Mean=-0.0020, Std=2.6549, Min=-11.1860, Max=9.7790, RMS=2.6549
  Col 2: Mean=0.0081, Std=4.0604, Min=-7.1986, Max=12.8175, RMS=4.0604
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0026, Std=1.9953, Min=-3.6486, Max=6.3714, RMS=1.9953
  Col 13: Mean=0.0116, Std=1.6486, Min=-5.3213, Max=4.6240, RMS=1.6486
  Col 14: Mean=0.0006, Std=4.1658, Min=-9.8973, Max=10.3178, RMS=4.1658
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0052, Std=1.5937, Min=-4.3933, Max=5.9128, RMS=1.5937
  Col 19: Mean=0.0018, Std=1.4926, Min=-3.5573, Max=4.4839, RMS=1.4926
  Col 20: Mean=0.0053, Std=4.3328, Min=-10.1803, Max=20.7000, RMS=4.3328
