--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Lorenzo/imu/slope_up/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0008, Std=1.7548, Min=-4.8990, Max=5.6947, RMS=1.7548
  Col 1: Mean=0.0043, Std=1.4879, Min=-4.4558, Max=5.5813, RMS=1.4879
  Col 2: Mean=0.0023, Std=2.7015, Min=-7.8040, Max=7.8744, RMS=2.7015
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0079, Std=1.2468, Min=-3.9711, Max=2.9414, RMS=1.2468
  Col 13: Mean=0.0040, Std=1.1350, Min=-2.9596, Max=5.2564, RMS=1.1350
  Col 14: Mean=-0.0094, Std=2.5721, Min=-6.3035, Max=7.3911, RMS=2.5721
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0078, Std=0.9958, Min=-2.4856, Max=2.7816, RMS=0.9958
  Col 19: Mean=0.0188, Std=1.2538, Min=-3.7354, Max=3.2381, RMS=1.2539
  Col 20: Mean=-0.0154, Std=2.1711, Min=-4.8336, Max=7.4017, RMS=2.1711
  Col 21: Mean=-0.0049, Std=1.2518, Min=-4.2198, Max=3.5909, RMS=1.2518
  Col 22: Mean=0.0149, Std=1.1991, Min=-3.3466, Max=3.0783, RMS=1.1992
  Col 23: Mean=-0.0102, Std=2.3079, Min=-5.3680, Max=8.6537, RMS=2.3079
  Col 24: Mean=-0.0278, Std=1.8607, Min=-6.5076, Max=4.8337, RMS=1.8609
  Col 25: Mean=0.0124, Std=1.2340, Min=-3.2094, Max=3.9058, RMS=1.2341
  Col 26: Mean=-0.0116, Std=2.4146, Min=-5.4136, Max=6.3218, RMS=2.4146
  Col 27: Mean=-0.0433, Std=2.7763, Min=-8.1385, Max=6.4378, RMS=2.7766
  Col 28: Mean=0.0340, Std=2.1287, Min=-5.0890, Max=5.8527, RMS=2.1290
  Col 29: Mean=-0.0327, Std=1.8604, Min=-4.6690, Max=5.3042, RMS=1.8607
  Col 30: Mean=0.0018, Std=3.2653, Min=-9.3130, Max=7.3023, RMS=3.2653
  Col 31: Mean=0.0109, Std=2.5537, Min=-6.5403, Max=6.9568, RMS=2.5537
  Col 32: Mean=-0.0771, Std=2.0837, Min=-8.8549, Max=4.7313, RMS=2.0851
