--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Carlotta/imu/slope_up/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0026, Std=1.2929, Min=-3.7581, Max=5.3628, RMS=1.2929
  Col 1: Mean=-0.0262, Std=1.7486, Min=-6.5632, Max=5.2725, RMS=1.7488
  Col 2: Mean=-0.0121, Std=2.2067, Min=-4.4919, Max=9.5578, RMS=2.2068
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0090, Std=0.9417, Min=-3.6099, Max=2.8503, RMS=0.9417
  Col 13: Mean=-0.0144, Std=1.3619, Min=-3.4211, Max=4.0687, RMS=1.3620
  Col 14: Mean=-0.0082, Std=2.5259, Min=-5.2175, Max=8.5217, RMS=2.5259
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0104, Std=0.7679, Min=-2.5064, Max=2.3478, RMS=0.7680
  Col 19: Mean=0.0140, Std=0.9733, Min=-2.4626, Max=2.3124, RMS=0.9734
  Col 20: Mean=-0.1110, Std=2.4839, Min=-8.6953, Max=8.5778, RMS=2.4864
  Col 21: Mean=-0.0110, Std=1.0237, Min=-3.7981, Max=4.2641, RMS=1.0237
  Col 22: Mean=-0.0189, Std=1.4209, Min=-3.7090, Max=5.2723, RMS=1.4210
  Col 23: Mean=-0.0091, Std=2.4724, Min=-5.4142, Max=9.9366, RMS=2.4724
  Col 24: Mean=-0.0211, Std=1.2468, Min=-9.0202, Max=3.2926, RMS=1.2470
  Col 25: Mean=-0.0230, Std=1.7808, Min=-4.0877, Max=6.6952, RMS=1.7810
  Col 26: Mean=-0.0117, Std=2.3139, Min=-4.8900, Max=6.7885, RMS=2.3140
  Col 27: Mean=-0.0228, Std=0.8002, Min=-2.2675, Max=3.1838, RMS=0.8005
  Col 28: Mean=-0.0218, Std=2.4424, Min=-5.0405, Max=6.6044, RMS=2.4425
  Col 29: Mean=-0.0124, Std=2.0607, Min=-4.7498, Max=7.0059, RMS=2.0608
  Col 30: Mean=-0.0158, Std=1.0210, Min=-2.4153, Max=3.6585, RMS=1.0212
  Col 31: Mean=-0.0334, Std=2.8779, Min=-6.0858, Max=8.4290, RMS=2.8781
  Col 32: Mean=-0.0146, Std=1.9742, Min=-4.8808, Max=5.7972, RMS=1.9742
  Col 33: Mean=-0.0142, Std=1.1331, Min=-3.0202, Max=4.2456, RMS=1.1332
  Col 34: Mean=-0.0152, Std=1.3627, Min=-3.5623, Max=4.7186, RMS=1.3628
  Col 35: Mean=-0.0100, Std=2.4535, Min=-5.1849, Max=9.3017, RMS=2.4535
  Col 36: Mean=-0.0123, Std=1.0359, Min=-2.5988, Max=2.6922, RMS=1.0359
  Col 37: Mean=-0.0032, Std=1.8605, Min=-6.5589, Max=8.2127, RMS=1.8605
  Col 38: Mean=-0.2509, Std=2.7100, Min=-9.1844, Max=7.2132, RMS=2.7216
  Col 39: Mean=-0.0435, Std=1.3310, Min=-2.8928, Max=3.6767, RMS=1.3317
  Col 40: Mean=-0.0486, Std=1.5931, Min=-3.9500, Max=4.9323, RMS=1.5939
  Col 41: Mean=-0.1156, Std=2.6631, Min=-8.8383, Max=7.5198, RMS=2.6656
  Col 42: Mean=-0.0195, Std=1.7284, Min=-4.6731, Max=5.6829, RMS=1.7285
  Col 43: Mean=-0.0734, Std=2.1257, Min=-4.4939, Max=5.5655, RMS=2.1270
  Col 44: Mean=-0.0016, Std=2.5825, Min=-5.2584, Max=8.0000, RMS=2.5825
  Col 45: Mean=0.0185, Std=2.1123, Min=-9.7021, Max=8.8045, RMS=2.1124
  Col 46: Mean=0.0227, Std=3.4674, Min=-10.6318, Max=11.3595, RMS=3.4674
  Col 47: Mean=0.0019, Std=4.3435, Min=-18.7882, Max=22.1537, RMS=4.3435
  Col 48: Mean=0.0058, Std=3.5007, Min=-10.9210, Max=13.9313, RMS=3.5007
  Col 49: Mean=-0.0738, Std=4.6477, Min=-15.8332, Max=8.5834, RMS=4.6483
  Col 50: Mean=-0.1239, Std=3.1893, Min=-13.9337, Max=19.0537, RMS=3.1917
  Col 51: Mean=0.0483, Std=5.2822, Min=-29.8843, Max=24.6938, RMS=5.2824
  Col 52: Mean=-0.0640, Std=8.3864, Min=-28.6934, Max=29.6520, RMS=8.3866
  Col 53: Mean=-0.2096, Std=6.3938, Min=-33.1899, Max=19.5105, RMS=6.3973
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
