--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Luca/imu/stairs_down/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0041, Std=1.5964, Min=-4.8697, Max=10.5332, RMS=1.5964
  Col 1: Mean=0.0165, Std=2.0937, Min=-11.7795, Max=18.2751, RMS=2.0938
  Col 2: Mean=-0.0955, Std=4.7256, Min=-9.6334, Max=17.4294, RMS=4.7266
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0050, Std=1.0100, Min=-2.8142, Max=5.1185, RMS=1.0100
  Col 13: Mean=-0.0004, Std=1.0357, Min=-4.0240, Max=3.3727, RMS=1.0357
  Col 14: Mean=0.0066, Std=4.6123, Min=-7.8666, Max=17.9691, RMS=4.6123
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0378, Std=1.3345, Min=-10.0801, Max=5.4415, RMS=1.3351
  Col 19: Mean=0.0070, Std=0.9160, Min=-2.1484, Max=2.4907, RMS=0.9160
  Col 20: Mean=-0.5132, Std=4.5926, Min=-9.3586, Max=22.5614, RMS=4.6212
  Col 21: Mean=-0.0131, Std=1.2322, Min=-3.4146, Max=7.9374, RMS=1.2323
  Col 22: Mean=0.0084, Std=1.2485, Min=-3.5323, Max=5.5046, RMS=1.2486
  Col 23: Mean=0.0032, Std=4.7649, Min=-9.0744, Max=17.9317, RMS=4.7649
  Col 24: Mean=-0.0093, Std=1.9102, Min=-6.9077, Max=15.8924, RMS=1.9102
  Col 25: Mean=0.0280, Std=1.4073, Min=-4.4192, Max=6.0494, RMS=1.4076
  Col 26: Mean=-0.0001, Std=4.9557, Min=-8.1291, Max=16.2592, RMS=4.9557
  Col 27: Mean=-0.0396, Std=2.0842, Min=-5.3690, Max=7.6601, RMS=2.0846
  Col 28: Mean=-0.0146, Std=1.3626, Min=-4.2444, Max=5.5811, RMS=1.3626
  Col 29: Mean=-0.0008, Std=4.7621, Min=-7.5981, Max=16.5843, RMS=4.7621
  Col 30: Mean=-0.0426, Std=2.8273, Min=-10.6281, Max=11.9455, RMS=2.8276
  Col 31: Mean=-0.0500, Std=1.7461, Min=-6.9944, Max=6.6082, RMS=1.7468
  Col 32: Mean=-0.0180, Std=4.3812, Min=-8.2211, Max=16.9553, RMS=4.3812
  Col 33: Mean=-0.0073, Std=1.1956, Min=-2.8549, Max=4.9352, RMS=1.1956
  Col 34: Mean=-0.0127, Std=1.2612, Min=-4.2142, Max=7.9706, RMS=1.2612
  Col 35: Mean=0.0036, Std=4.8358, Min=-10.0140, Max=18.4773, RMS=4.8358
  Col 36: Mean=0.0308, Std=1.9386, Min=-4.4079, Max=8.4647, RMS=1.9389
  Col 37: Mean=-0.0701, Std=2.2927, Min=-9.2946, Max=6.9455, RMS=2.2938
  Col 38: Mean=-0.0088, Std=5.5419, Min=-9.5723, Max=16.4490, RMS=5.5419
  Col 39: Mean=-0.0101, Std=2.9158, Min=-6.2027, Max=9.2284, RMS=2.9158
  Col 40: Mean=0.0338, Std=2.3532, Min=-8.5706, Max=8.1522, RMS=2.3534
  Col 41: Mean=-0.0046, Std=5.1022, Min=-9.2613, Max=17.2499, RMS=5.1022
  Col 42: Mean=-0.0442, Std=4.0057, Min=-13.3496, Max=17.3865, RMS=4.0059
  Col 43: Mean=0.1268, Std=3.2543, Min=-10.4658, Max=14.4148, RMS=3.2568
  Col 44: Mean=-0.0432, Std=5.5263, Min=-11.5375, Max=16.6146, RMS=5.5264
  Col 45: Mean=0.0188, Std=6.2029, Min=-17.7523, Max=20.8417, RMS=6.2029
  Col 46: Mean=-0.0119, Std=3.8840, Min=-19.2904, Max=18.3640, RMS=3.8840
  Col 47: Mean=-0.0121, Std=6.1658, Min=-16.3434, Max=25.9331, RMS=6.1658
  Col 48: Mean=-0.1108, Std=5.7253, Min=-21.7562, Max=16.6987, RMS=5.7263
  Col 49: Mean=-0.0082, Std=4.2378, Min=-21.9330, Max=23.4689, RMS=4.2379
  Col 50: Mean=-0.1427, Std=5.0177, Min=-11.6262, Max=27.7814, RMS=5.0197
  Col 51: Mean=-0.0076, Std=9.6945, Min=-33.9986, Max=35.6685, RMS=9.6945
  Col 52: Mean=-0.0398, Std=6.1417, Min=-41.6123, Max=55.8806, RMS=6.1418
  Col 53: Mean=-0.0925, Std=10.5940, Min=-60.1904, Max=104.3765, RMS=10.5944
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0302, Std=7.4134, Min=-31.6936, Max=35.2423, RMS=7.4134
  Col 58: Mean=-0.0343, Std=4.3193, Min=-33.1365, Max=21.8652, RMS=4.3195
  Col 59: Mean=0.0294, Std=7.5243, Min=-29.1025, Max=60.5136, RMS=7.5244
  Col 60: Mean=-0.0881, Std=6.0830, Min=-44.2871, Max=21.2192, RMS=6.0836
