--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Jessica/imu/stairs_up/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0233, Std=1.2291, Min=-4.2949, Max=4.2516, RMS=1.2293
  Col 1: Mean=-0.0122, Std=1.0748, Min=-4.3345, Max=3.9316, RMS=1.0749
  Col 2: Mean=0.0118, Std=2.3595, Min=-5.4835, Max=8.1326, RMS=2.3595
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0089, Std=1.0955, Min=-6.3899, Max=2.7537, RMS=1.0955
  Col 13: Mean=-0.0131, Std=0.7309, Min=-3.4063, Max=1.8053, RMS=0.7310
  Col 14: Mean=-0.1958, Std=2.5870, Min=-8.7899, Max=7.2688, RMS=2.5944
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0260, Std=1.0506, Min=-5.0167, Max=2.5666, RMS=1.0510
  Col 19: Mean=-0.0121, Std=0.8053, Min=-2.4717, Max=2.1060, RMS=0.8054
  Col 20: Mean=0.0026, Std=2.2003, Min=-3.3558, Max=6.9175, RMS=2.2003
  Col 21: Mean=-0.0248, Std=1.2486, Min=-6.6855, Max=2.5271, RMS=1.2488
  Col 22: Mean=-0.0083, Std=0.9017, Min=-3.1227, Max=2.9322, RMS=0.9017
  Col 23: Mean=-0.0022, Std=2.2573, Min=-3.6502, Max=7.7518, RMS=2.2574
  Col 24: Mean=-0.0223, Std=1.4721, Min=-6.1623, Max=3.3507, RMS=1.4722
  Col 25: Mean=-0.0156, Std=0.7403, Min=-3.2549, Max=2.0832, RMS=0.7405
  Col 26: Mean=0.0002, Std=2.4357, Min=-4.1689, Max=8.5554, RMS=2.4357
  Col 27: Mean=-0.0159, Std=1.1561, Min=-3.8053, Max=3.0116, RMS=1.1562
  Col 28: Mean=-0.0084, Std=0.7363, Min=-3.5672, Max=1.7539, RMS=0.7363
  Col 29: Mean=0.0013, Std=2.3304, Min=-3.3165, Max=7.9181, RMS=2.3304
  Col 30: Mean=-0.0170, Std=1.4170, Min=-5.8028, Max=3.6977, RMS=1.4171
  Col 31: Mean=-0.0065, Std=0.8586, Min=-3.0649, Max=2.6549, RMS=0.8586
  Col 32: Mean=0.0010, Std=2.2412, Min=-3.1993, Max=7.7752, RMS=2.2412
  Col 33: Mean=-0.0227, Std=1.2821, Min=-7.4033, Max=3.1693, RMS=1.2823
  Col 34: Mean=-0.0112, Std=0.9550, Min=-2.8698, Max=3.4481, RMS=0.9551
  Col 35: Mean=-0.0021, Std=2.4013, Min=-3.8064, Max=9.1623, RMS=2.4013
  Col 36: Mean=-0.0208, Std=1.4267, Min=-6.8020, Max=3.7686, RMS=1.4269
  Col 37: Mean=-0.0023, Std=0.9258, Min=-3.1769, Max=2.2373, RMS=0.9258
  Col 38: Mean=0.0024, Std=2.6301, Min=-4.2433, Max=8.5017, RMS=2.6301
  Col 39: Mean=-0.0047, Std=1.2083, Min=-3.4699, Max=2.9415, RMS=1.2083
  Col 40: Mean=-0.0090, Std=0.7019, Min=-2.1120, Max=2.4197, RMS=0.7019
  Col 41: Mean=0.0024, Std=2.4838, Min=-3.7781, Max=8.8798, RMS=2.4838
  Col 42: Mean=0.0045, Std=1.4078, Min=-3.9576, Max=3.6765, RMS=1.4078
  Col 43: Mean=-0.0208, Std=0.9309, Min=-2.9069, Max=3.8207, RMS=0.9312
  Col 44: Mean=-0.3091, Std=2.9864, Min=-9.0375, Max=8.8391, RMS=3.0024
  Col 45: Mean=-0.0131, Std=2.6715, Min=-11.8822, Max=6.7254, RMS=2.6715
  Col 46: Mean=-0.0137, Std=1.7608, Min=-5.1518, Max=7.3862, RMS=1.7608
  Col 47: Mean=-0.0032, Std=3.5423, Min=-10.3646, Max=15.6866, RMS=3.5423
  Col 48: Mean=-0.0030, Std=3.9273, Min=-13.9015, Max=17.9311, RMS=3.9273
  Col 49: Mean=-0.0260, Std=2.3937, Min=-20.5809, Max=10.8786, RMS=2.3938
  Col 50: Mean=-0.0561, Std=3.9702, Min=-9.4074, Max=24.4679, RMS=3.9706
  Col 51: Mean=-0.0126, Std=5.5509, Min=-30.0257, Max=18.2910, RMS=5.5509
  Col 52: Mean=-0.0007, Std=3.1987, Min=-37.3320, Max=16.1214, RMS=3.1987
  Col 53: Mean=-0.0981, Std=5.8259, Min=-15.3338, Max=33.4908, RMS=5.8268
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=-0.0126, Std=2.5280, Min=-9.5110, Max=6.3677, RMS=2.5280
  Col 58: Mean=0.0071, Std=2.0336, Min=-10.0696, Max=5.8110, RMS=2.0336
  Col 59: Mean=0.0010, Std=3.4834, Min=-9.5513, Max=16.5946, RMS=3.4834
  Col 60: Mean=0.0572, Std=3.8520, Min=-11.3525, Max=12.9041, RMS=3.8524
  Col 61: Mean=0.0220, Std=2.0926, Min=-12.8785, Max=16.8402, RMS=2.0928
  Col 62: Mean=-0.0572, Std=4.2271, Min=-13.5726, Max=24.5944, RMS=4.2275
  Col 63: Mean=0.1496, Std=6.0807, Min=-26.8823, Max=22.0950, RMS=6.0825
  Col 64: Mean=0.0160, Std=3.6472, Min=-26.2677, Max=35.2314, RMS=3.6473
  Col 65: Mean=-0.0022, Std=6.4522, Min=-18.4272, Max=39.6701, RMS=6.4522
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-8.9114, Std=7.1040, Min=-21.9515, Max=5.8483, RMS=11.3965
  Col 1: Mean=-60.2481, Std=3.4981, Min=-67.5946, Max=-51.0864, RMS=60.3496
  Col 2: Mean=20.9473, Std=5.4168, Min=8.6031, Max=35.4090, RMS=21.6364
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=4.0487, Std=25.8852, Min=-22.6589, Max=179.7694, RMS=26.1999
  Col 13: Mean=-70.8071, Std=10.3215, Min=-80.7437, Max=-6.1722, RMS=71.5554
  Col 14: Mean=-96.2909, Std=134.8946, Min=-179.6721, Max=179.9070, RMS=165.7362
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-84.7044, Std=6.3047, Min=-100.4296, Max=-75.3824, RMS=84.9387
  Col 19: Mean=-2.4765, Std=3.1704, Min=-7.2798, Max=5.9668, RMS=4.0230
  Col 20: Mean=125.3234, Std=5.0071, Min=117.9015, Max=140.3275, RMS=125.4234
  Col 21: Mean=59.3840, Std=5.8377, Min=48.9914, Max=71.3213, RMS=59.6702
  Col 22: Mean=1.1959, Std=2.6155, Min=-3.9974, Max=8.9977, RMS=2.8760
  Col 23: Mean=-66.9437, Std=5.8628, Min=-79.1749, Max=-52.9605, RMS=67.1999
  Col 24: Mean=12.5665, Std=16.8522, Min=-21.7186, Max=44.3530, RMS=21.0217
  Col 25: Mean=-74.6151, Std=3.2474, Min=-80.0400, Max=-67.4998, RMS=74.6858
  Col 26: Mean=86.5439, Std=17.6800, Min=54.8211, Max=122.2269, RMS=88.3314
  Col 27: Mean=17.6542, Std=17.9964, Min=-10.4476, Max=59.3103, RMS=25.2099
  Col 28: Mean=-77.1378, Std=2.9488, Min=-84.0540, Max=-71.2944, RMS=77.1942
  Col 29: Mean=139.2988, Std=49.1799, Min=-179.9924, Max=179.2909, RMS=147.7255
  Col 30: Mean=81.1845, Std=2.5051, Min=75.8145, Max=86.6777, RMS=81.2232
  Col 31: Mean=-2.5515, Std=4.0130, Min=-12.3756, Max=5.8838, RMS=4.7554
  Col 32: Mean=25.5743, Std=7.3091, Min=9.4244, Max=41.3941, RMS=26.5983
  Col 33: Mean=56.1480, Std=5.6353, Min=47.3289, Max=67.6054, RMS=56.4301
  Col 34: Mean=-10.8151, Std=2.5605, Min=-17.8096, Max=-5.6938, RMS=11.1140
  Col 35: Mean=-90.9035, Std=5.5944, Min=-102.9602, Max=-78.1288, RMS=91.0755
  Col 36: Mean=-25.8529, Std=19.7687, Min=-67.8918, Max=21.5886, RMS=32.5449
  Col 37: Mean=-75.8867, Std=2.5514, Min=-82.5995, Max=-70.3340, RMS=75.9296
  Col 38: Mean=-66.3691, Std=18.8531, Min=-113.9034, Max=-35.8876, RMS=68.9949
  Col 39: Mean=34.2856, Std=12.9391, Min=-0.3978, Max=59.9346, RMS=36.6459
  Col 40: Mean=-68.9228, Std=4.0055, Min=-77.6688, Max=-57.5813, RMS=69.0391
  Col 41: Mean=-127.2871, Std=19.6194, Min=-160.8301, Max=-83.2247, RMS=128.7903
  Col 42: Mean=85.1592, Std=17.7704, Min=75.7177, Max=173.0240, RMS=86.9936
  Col 43: Mean=-6.2300, Std=5.4471, Min=-18.5282, Max=10.1831, RMS=8.2755
  Col 44: Mean=134.7566, Std=100.6062, Min=-179.9313, Max=179.9578, RMS=168.1694
  Col 45: Mean=-40.6374, Std=48.3476, Min=-151.7826, Max=11.9336, RMS=63.1576
  Col 46: Mean=-66.2153, Std=17.7348, Min=-85.7915, Max=-26.6653, RMS=68.5492
  Col 47: Mean=-130.9069, Std=44.8738, Min=-176.6322, Max=-28.5874, RMS=138.3845
  Col 48: Mean=99.3070, Std=106.1938, Min=-179.9195, Max=179.2729, RMS=145.3926
  Col 49: Mean=-72.2894, Std=10.6319, Min=-86.1406, Max=-42.0591, RMS=73.0671
  Col 50: Mean=-31.2460, Std=45.6608, Min=-161.1925, Max=7.8499, RMS=55.3283
  Col 51: Mean=-24.3966, Std=26.4246, Min=-179.9264, Max=179.7074, RMS=35.9647
  Col 52: Mean=-44.5692, Std=16.2984, Min=-88.8216, Max=-6.3181, RMS=47.4558
  Col 53: Mean=-153.6978, Std=32.3538, Min=-179.9264, Max=178.5668, RMS=157.0662
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=57.4190, Std=43.1999, Min=5.1242, Max=166.9395, RMS=71.8552
  Col 58: Mean=-64.1113, Std=16.3044, Min=-84.5252, Max=-28.8206, RMS=66.1520
  Col 59: Mean=50.5916, Std=140.0182, Min=-179.8326, Max=179.9646, RMS=148.8778
  Col 60: Mean=-125.4467, Std=53.1979, Min=-176.9209, Max=179.1473, RMS=136.2604
  Col 61: Mean=-65.3965, Std=14.7795, Min=-88.5217, Max=-19.6138, RMS=67.0458
  Col 62: Mean=24.6376, Std=38.5047, Min=-179.3578, Max=176.3076, RMS=45.7124
  Col 63: Mean=-4.8375, Std=25.1845, Min=-169.5922, Max=155.3875, RMS=25.6449
  Col 64: Mean=-40.4823, Std=17.5404, Min=-88.0664, Max=-19.8961, RMS=44.1190
  Col 65: Mean=-153.9342, Std=37.0703, Min=-177.3202, Max=179.9323, RMS=158.3349
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Magnetic_Field.csv] (Cols: 69)
  Col 0: Mean=-0.6975, Std=0.0745, Min=-0.8318, Max=-0.5217, RMS=0.7015
  Col 1: Mean=0.0774, Std=0.0744, Min=-0.0698, Max=0.2341, RMS=0.1073
  Col 2: Mean=-0.0872, Std=0.1020, Min=-0.2979, Max=0.0891, RMS=0.1342
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.5405, Std=0.1137, Min=-0.7488, Max=-0.3411, RMS=0.5524
  Col 13: Mean=0.0145, Std=0.0674, Min=-0.1316, Max=0.1282, RMS=0.0689
  Col 14: Mean=-0.5170, Std=0.0637, Min=-0.6675, Max=-0.4111, RMS=0.5209
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0215, Std=0.1024, Min=-0.1538, Max=0.2485, RMS=0.1047
  Col 19: Mean=0.5955, Std=0.0789, Min=0.4351, Max=0.7312, RMS=0.6007
  Col 20: Mean=0.2827, Std=0.0856, Min=0.0789, Max=0.4248, RMS=0.2954
  Col 21: Mean=0.0486, Std=0.0672, Min=-0.0867, Max=0.1599, RMS=0.0830
  Col 22: Mean=-0.7617, Std=0.0572, Min=-0.8501, Max=-0.6172, RMS=0.7639
  Col 23: Mean=-0.0342, Std=0.1049, Min=-0.2290, Max=0.1636, RMS=0.1104
  Col 24: Mean=-0.6077, Std=0.0874, Min=-0.7769, Max=-0.4041, RMS=0.6140
  Col 25: Mean=0.2228, Std=0.0919, Min=0.0718, Max=0.4460, RMS=0.2410
  Col 26: Mean=-0.1896, Std=0.0579, Min=-0.3306, Max=-0.0950, RMS=0.1983
  Col 27: Mean=-0.6558, Std=0.1179, Min=-0.9172, Max=-0.4409, RMS=0.6663
  Col 28: Mean=0.1684, Std=0.0574, Min=0.0266, Max=0.3027, RMS=0.1779
  Col 29: Mean=-0.4721, Std=0.1235, Min=-0.7375, Max=-0.3254, RMS=0.4880
  Col 30: Mean=-0.2340, Std=0.1141, Min=-0.5222, Max=-0.0183, RMS=0.2603
  Col 31: Mean=-0.6798, Std=0.1257, Min=-0.9941, Max=-0.4622, RMS=0.6913
  Col 32: Mean=-0.2267, Std=0.1143, Min=-0.4756, Max=-0.0637, RMS=0.2539
  Col 33: Mean=-0.0689, Std=0.0565, Min=-0.1951, Max=0.0361, RMS=0.0891
  Col 34: Mean=-0.7517, Std=0.0557, Min=-0.8564, Max=-0.6292, RMS=0.7537
  Col 35: Mean=-0.0070, Std=0.1279, Min=-0.2429, Max=0.2102, RMS=0.1281
  Col 36: Mean=-0.6063, Std=0.0971, Min=-0.7798, Max=-0.4753, RMS=0.6140
  Col 37: Mean=-0.2461, Std=0.1194, Min=-0.5112, Max=-0.0278, RMS=0.2735
  Col 38: Mean=-0.2146, Std=0.0651, Min=-0.3340, Max=-0.0732, RMS=0.2243
  Col 39: Mean=-0.5386, Std=0.1200, Min=-0.7637, Max=-0.3630, RMS=0.5519
  Col 40: Mean=-0.3824, Std=0.1129, Min=-0.6460, Max=-0.1775, RMS=0.3987
  Col 41: Mean=-0.2458, Std=0.0480, Min=-0.3442, Max=-0.1465, RMS=0.2505
