--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Diego/imu/stairs_up/Run_3
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0009, Std=1.4169, Min=-4.6635, Max=4.5328, RMS=1.4169
  Col 1: Mean=-0.0002, Std=1.5023, Min=-5.1633, Max=4.5024, RMS=1.5023
  Col 2: Mean=0.0002, Std=2.9506, Min=-8.7293, Max=8.4778, RMS=2.9506
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0001, Std=1.1991, Min=-3.5274, Max=4.0265, RMS=1.1991
  Col 13: Mean=0.0154, Std=1.2359, Min=-3.1545, Max=3.6707, RMS=1.2360
  Col 14: Mean=0.0093, Std=3.4733, Min=-8.4488, Max=8.6948, RMS=3.4734
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0138, Std=1.5201, Min=-3.5482, Max=3.8630, RMS=1.5201
  Col 19: Mean=-0.0062, Std=1.1055, Min=-2.0258, Max=5.7199, RMS=1.1056
  Col 20: Mean=-0.4289, Std=3.7568, Min=-8.8768, Max=9.2873, RMS=3.7812
  Col 21: Mean=0.0002, Std=1.6110, Min=-4.0808, Max=4.5077, RMS=1.6110
  Col 22: Mean=0.0148, Std=1.3908, Min=-3.0147, Max=6.3493, RMS=1.3909
  Col 23: Mean=-0.3634, Std=3.5363, Min=-9.2217, Max=7.8981, RMS=3.5549
  Col 24: Mean=-0.0187, Std=1.4357, Min=-3.9895, Max=5.0836, RMS=1.4358
  Col 25: Mean=0.0580, Std=2.5284, Min=-6.2555, Max=5.8755, RMS=2.5291
  Col 26: Mean=0.0044, Std=2.8486, Min=-5.8842, Max=7.0945, RMS=2.8486
  Col 27: Mean=0.0002, Std=1.2852, Min=-2.8422, Max=3.6337, RMS=1.2852
  Col 28: Mean=0.0489, Std=5.4241, Min=-10.2771, Max=11.1181, RMS=5.4243
  Col 29: Mean=0.0037, Std=3.3641, Min=-6.1810, Max=11.3397, RMS=3.3641
  Col 30: Mean=0.0135, Std=2.1268, Min=-5.4767, Max=5.6665, RMS=2.1268
