--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Matteo/imu/slope_up/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0021, Std=1.1615, Min=-3.9249, Max=4.4729, RMS=1.1615
  Col 1: Mean=0.0051, Std=1.6766, Min=-5.9812, Max=5.1029, RMS=1.6766
  Col 2: Mean=-0.0053, Std=1.5381, Min=-5.5430, Max=10.1892, RMS=1.5381
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0155, Std=0.8556, Min=-2.4473, Max=2.3967, RMS=0.8558
  Col 13: Mean=-0.0023, Std=0.9857, Min=-2.1646, Max=3.4922, RMS=0.9857
  Col 14: Mean=-0.0082, Std=1.9532, Min=-4.1014, Max=6.9572, RMS=1.9532
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0086, Std=1.1010, Min=-2.0600, Max=3.1264, RMS=1.1010
  Col 19: Mean=-0.0040, Std=1.0430, Min=-2.6021, Max=4.2233, RMS=1.0430
  Col 20: Mean=-0.0029, Std=1.7418, Min=-4.0665, Max=6.0616, RMS=1.7418
  Col 21: Mean=-0.0005, Std=1.2757, Min=-3.4240, Max=3.9349, RMS=1.2757
  Col 22: Mean=-0.0136, Std=1.0861, Min=-2.7046, Max=3.0081, RMS=1.0862
  Col 23: Mean=-0.3624, Std=2.2320, Min=-8.8950, Max=5.8932, RMS=2.2612
  Col 24: Mean=-0.0137, Std=0.9510, Min=-3.4915, Max=3.0550, RMS=0.9511
  Col 25: Mean=0.0101, Std=1.2786, Min=-2.6289, Max=3.3103, RMS=1.2787
  Col 26: Mean=-0.0144, Std=1.8362, Min=-4.0218, Max=7.5570, RMS=1.8363
  Col 27: Mean=-0.0018, Std=0.7017, Min=-2.0965, Max=1.7276, RMS=0.7017
  Col 28: Mean=-0.0078, Std=1.5638, Min=-4.4131, Max=4.5417, RMS=1.5639
  Col 29: Mean=-0.0092, Std=1.7448, Min=-3.5614, Max=5.5683, RMS=1.7448
  Col 30: Mean=0.0061, Std=0.7600, Min=-1.9408, Max=3.0622, RMS=0.7601
  Col 31: Mean=-0.0181, Std=2.2958, Min=-7.3907, Max=7.0199, RMS=2.2959
  Col 32: Mean=-0.0077, Std=1.7620, Min=-3.7533, Max=5.7907, RMS=1.7620
