--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Federico/imu/slope_up/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0041, Std=1.4161, Min=-5.4831, Max=5.8048, RMS=1.4162
  Col 1: Mean=-0.0031, Std=1.4079, Min=-4.4849, Max=4.8963, RMS=1.4079
  Col 2: Mean=-0.0072, Std=1.7414, Min=-4.1877, Max=6.4613, RMS=1.7415
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0071, Std=0.9678, Min=-4.0300, Max=2.3524, RMS=0.9679
  Col 13: Mean=-0.0117, Std=1.3398, Min=-3.5336, Max=5.5546, RMS=1.3398
  Col 14: Mean=-0.0089, Std=1.6654, Min=-4.2128, Max=4.2084, RMS=1.6654
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0155, Std=1.4574, Min=-4.1320, Max=3.2467, RMS=1.4575
  Col 19: Mean=-0.0169, Std=1.1879, Min=-2.9772, Max=3.0131, RMS=1.1880
  Col 20: Mean=-0.0078, Std=1.5870, Min=-3.7717, Max=4.4086, RMS=1.5871
  Col 21: Mean=0.0043, Std=1.1044, Min=-3.0058, Max=3.2569, RMS=1.1044
  Col 22: Mean=-0.0182, Std=1.4319, Min=-3.8465, Max=5.6868, RMS=1.4321
  Col 23: Mean=-0.0033, Std=1.5719, Min=-3.7372, Max=4.6878, RMS=1.5719
  Col 24: Mean=0.0023, Std=0.9732, Min=-3.2209, Max=3.6822, RMS=0.9732
  Col 25: Mean=-0.0233, Std=1.3079, Min=-3.0756, Max=3.5682, RMS=1.3081
  Col 26: Mean=-0.0071, Std=1.6973, Min=-4.1564, Max=4.5253, RMS=1.6973
  Col 27: Mean=0.0153, Std=1.4627, Min=-4.2819, Max=3.6261, RMS=1.4628
  Col 28: Mean=-0.0144, Std=1.2798, Min=-3.7320, Max=3.1569, RMS=1.2799
  Col 29: Mean=-0.0100, Std=2.0809, Min=-5.1307, Max=5.2995, RMS=2.0809
  Col 30: Mean=0.0202, Std=1.8929, Min=-6.7858, Max=4.6906, RMS=1.8930
  Col 31: Mean=-0.0298, Std=2.0450, Min=-5.2784, Max=5.6353, RMS=2.0452
  Col 32: Mean=-0.2170, Std=2.6453, Min=-8.7918, Max=6.7571, RMS=2.6542
  Col 33: Mean=0.0061, Std=1.3550, Min=-3.2225, Max=3.5788, RMS=1.3550
  Col 34: Mean=-0.0105, Std=1.3983, Min=-3.7820, Max=4.9005, RMS=1.3983
  Col 35: Mean=-0.0077, Std=1.6020, Min=-4.1379, Max=3.9449, RMS=1.6020
  Col 36: Mean=0.0312, Std=1.2652, Min=-3.3576, Max=3.8008, RMS=1.2656
  Col 37: Mean=-0.0005, Std=1.8584, Min=-4.5347, Max=6.3017, RMS=1.8584
  Col 38: Mean=-0.3793, Std=2.3629, Min=-8.9537, Max=4.6245, RMS=2.3931
  Col 39: Mean=-0.0232, Std=1.7033, Min=-3.9401, Max=4.6222, RMS=1.7035
  Col 40: Mean=-0.0725, Std=3.6745, Min=-11.4066, Max=7.4244, RMS=3.6752
  Col 41: Mean=-0.0147, Std=2.8935, Min=-7.8734, Max=13.6429, RMS=2.8935
  Col 42: Mean=-0.0046, Std=2.3345, Min=-5.5388, Max=7.2011, RMS=2.3345
  Col 43: Mean=-0.1257, Std=4.7766, Min=-11.9245, Max=11.1936, RMS=4.7782
  Col 44: Mean=-0.0240, Std=3.9063, Min=-12.5922, Max=17.2698, RMS=3.9063
  Col 45: Mean=0.0176, Std=2.1407, Min=-9.5721, Max=6.0561, RMS=2.1408
  Col 46: Mean=-0.0030, Std=3.0204, Min=-8.8097, Max=13.1685, RMS=3.0204
  Col 47: Mean=0.0020, Std=3.6499, Min=-22.7521, Max=19.4267, RMS=3.6499
  Col 48: Mean=0.0092, Std=2.4979, Min=-10.8021, Max=9.5619, RMS=2.4979
  Col 49: Mean=-0.0380, Std=3.7138, Min=-13.0191, Max=9.8403, RMS=3.7140
  Col 50: Mean=-0.0749, Std=2.5626, Min=-9.2064, Max=14.7495, RMS=2.5637
  Col 51: Mean=0.0160, Std=3.6427, Min=-16.7138, Max=12.7420, RMS=3.6427
  Col 52: Mean=-0.0352, Std=6.9216, Min=-30.6385, Max=30.0842, RMS=6.9217
  Col 53: Mean=-0.0798, Std=5.3093, Min=-25.8685, Max=16.5810, RMS=5.3099
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=-0.0035, Std=1.9167, Min=-7.4828, Max=7.3020, RMS=1.9167
  Col 58: Mean=-0.0248, Std=2.5359, Min=-6.3724, Max=10.8313, RMS=2.5360
  Col 59: Mean=-0.0020, Std=3.2618, Min=-16.0450, Max=18.7723, RMS=3.2618
  Col 60: Mean=0.0274, Std=2.2614, Min=-6.8408, Max=9.1376, RMS=2.2616
  Col 61: Mean=-0.0309, Std=3.7788, Min=-14.6274, Max=8.9285, RMS=3.7789
  Col 62: Mean=-0.0817, Std=2.6234, Min=-9.3308, Max=12.9596, RMS=2.6247
  Col 63: Mean=0.0229, Std=4.0961, Min=-16.8288, Max=17.5206, RMS=4.0962
  Col 64: Mean=-0.0444, Std=6.7692, Min=-29.5114, Max=22.5178, RMS=6.7693
  Col 65: Mean=-0.0943, Std=4.9250, Min=-23.0474, Max=16.4407, RMS=4.9259
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-43.7650, Std=19.7830, Min=-80.0631, Max=-17.0113, RMS=48.0286
  Col 1: Mean=-75.8363, Std=4.3117, Min=-81.8341, Max=-70.1714, RMS=75.9588
  Col 2: Mean=-24.7785, Std=20.1376, Min=-53.5861, Max=13.0871, RMS=31.9295
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-3.2261, Std=14.9231, Min=-30.5218, Max=35.4098, RMS=15.2679
  Col 13: Mean=-67.1063, Std=7.5123, Min=-80.6389, Max=-56.2877, RMS=67.5255
  Col 14: Mean=112.5453, Std=16.6618, Min=71.8023, Max=141.6078, RMS=113.7720
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=75.1472, Std=4.3468, Min=67.3775, Max=84.8162, RMS=75.2728
  Col 19: Mean=-4.8318, Std=4.8766, Min=-15.7259, Max=8.5486, RMS=6.8649
  Col 20: Mean=-4.8703, Std=6.0644, Min=-22.8864, Max=3.4468, RMS=7.7780
  Col 21: Mean=52.1487, Std=7.2430, Min=38.5681, Max=62.9841, RMS=52.6493
  Col 22: Mean=9.8104, Std=4.7787, Min=2.7004, Max=19.9016, RMS=10.9124
  Col 23: Mean=-145.4936, Std=5.4265, Min=-154.9383, Max=-129.9195, RMS=145.5948
  Col 24: Mean=26.4160, Std=21.3436, Min=-10.4553, Max=68.2161, RMS=33.9610
  Col 25: Mean=-73.6951, Std=4.2451, Min=-79.9336, Max=-64.8285, RMS=73.8173
  Col 26: Mean=28.6008, Std=24.4297, Min=-18.6267, Max=71.7870, RMS=37.6140
  Col 27: Mean=-29.6997, Std=9.3187, Min=-55.2388, Max=-5.3477, RMS=31.1273
  Col 28: Mean=-59.4906, Std=7.6418, Min=-80.1205, Max=-43.5378, RMS=59.9794
  Col 29: Mean=126.7935, Std=10.6240, Min=93.6329, Max=147.4176, RMS=127.2378
  Col 30: Mean=-66.2703, Std=17.7284, Min=-173.8328, Max=-52.1963, RMS=68.6006
  Col 31: Mean=16.2802, Std=8.2181, Min=-2.9374, Max=34.6323, RMS=18.2368
  Col 32: Mean=132.7280, Std=100.7513, Min=-179.8100, Max=179.8926, RMS=166.6359
  Col 33: Mean=50.7892, Std=7.4297, Min=39.0979, Max=61.5892, RMS=51.3297
  Col 34: Mean=-3.3604, Std=4.8121, Min=-14.8863, Max=4.4994, RMS=5.8693
  Col 35: Mean=-143.3418, Std=97.8204, Min=-179.9883, Max=179.9626, RMS=173.5388
  Col 36: Mean=-37.4605, Std=39.2112, Min=-179.8970, Max=20.1140, RMS=54.2292
  Col 37: Mean=-65.6674, Std=13.8036, Min=-78.8284, Max=-5.8264, RMS=67.1025
  Col 38: Mean=-64.4126, Std=136.1180, Min=-179.8918, Max=179.9870, RMS=150.5892
  Col 39: Mean=51.9725, Std=31.8824, Min=-170.0677, Max=162.2733, RMS=60.9723
  Col 40: Mean=-60.8753, Std=17.7227, Min=-89.4246, Max=-10.7718, RMS=63.4026
  Col 41: Mean=85.8060, Std=62.1147, Min=-172.4530, Max=178.8899, RMS=105.9288
  Col 42: Mean=67.3909, Std=11.8426, Min=10.1296, Max=87.7344, RMS=68.4235
  Col 43: Mean=25.9881, Std=18.5572, Min=-6.6065, Max=74.4523, RMS=31.9336
  Col 44: Mean=87.2399, Std=18.3643, Min=22.7103, Max=133.1622, RMS=89.1519
  Col 45: Mean=66.2927, Std=81.8627, Min=-178.7148, Max=178.4611, RMS=105.3386
  Col 46: Mean=-76.6495, Std=9.4872, Min=-89.4732, Max=-54.7821, RMS=77.2344
  Col 47: Mean=20.9253, Std=80.6575, Min=-179.0764, Max=161.4448, RMS=83.3277
  Col 48: Mean=-55.8695, Std=130.0249, Min=-179.9924, Max=179.9203, RMS=141.5199
  Col 49: Mean=-74.9394, Std=12.8476, Min=-88.1798, Max=-40.2099, RMS=76.0328
  Col 50: Mean=-41.5190, Std=96.8744, Min=-176.3631, Max=178.4953, RMS=105.3968
  Col 51: Mean=-2.6221, Std=49.2194, Min=-37.5919, Max=149.8518, RMS=49.2892
  Col 52: Mean=-56.6340, Std=12.1193, Min=-89.6863, Max=-20.8389, RMS=57.9162
  Col 53: Mean=82.5921, Std=49.3313, Min=-73.4903, Max=113.7185, RMS=96.2031
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
