--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/MariaVittoria/imu/stairs_down/Run_3
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0075, Std=1.2079, Min=-3.5951, Max=4.2977, RMS=1.2079
  Col 1: Mean=0.0015, Std=1.3960, Min=-6.9321, Max=4.5446, RMS=1.3960
  Col 2: Mean=0.0004, Std=2.6728, Min=-6.2302, Max=11.4257, RMS=2.6728
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0024, Std=0.5050, Min=-1.6338, Max=2.0855, RMS=0.5050
  Col 13: Mean=-0.0029, Std=0.5919, Min=-1.4323, Max=1.8391, RMS=0.5919
  Col 14: Mean=0.0040, Std=2.4146, Min=-4.8621, Max=8.6591, RMS=2.4146
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0006, Std=0.5258, Min=-2.1972, Max=1.8445, RMS=0.5258
  Col 19: Mean=-0.0018, Std=0.4355, Min=-0.9052, Max=0.9557, RMS=0.4355
  Col 20: Mean=0.0016, Std=2.4289, Min=-4.8438, Max=11.0454, RMS=2.4289
  Col 21: Mean=-0.0033, Std=0.7207, Min=-1.8440, Max=2.1185, RMS=0.7207
  Col 22: Mean=-0.0019, Std=0.6213, Min=-2.0930, Max=1.6474, RMS=0.6213
  Col 23: Mean=0.0033, Std=2.6596, Min=-5.9201, Max=9.5072, RMS=2.6596
  Col 24: Mean=-0.0021, Std=1.0019, Min=-2.3277, Max=2.9181, RMS=1.0019
  Col 25: Mean=0.0051, Std=0.8999, Min=-3.1441, Max=3.5497, RMS=0.8999
  Col 26: Mean=0.0002, Std=2.5806, Min=-4.9661, Max=9.4171, RMS=2.5806
  Col 27: Mean=-0.0053, Std=1.0631, Min=-2.6059, Max=2.9949, RMS=1.0631
  Col 28: Mean=0.0016, Std=0.9374, Min=-2.9905, Max=3.0949, RMS=0.9374
  Col 29: Mean=-0.0001, Std=2.5464, Min=-5.0125, Max=8.1695, RMS=2.5464
  Col 30: Mean=-0.0118, Std=1.5543, Min=-4.5285, Max=4.8774, RMS=1.5543
  Col 31: Mean=-0.0017, Std=1.1284, Min=-3.5252, Max=3.9403, RMS=1.1284
  Col 32: Mean=-0.0030, Std=2.3128, Min=-4.6226, Max=7.1401, RMS=2.3128
  Col 33: Mean=-0.0001, Std=0.6177, Min=-1.7491, Max=2.5128, RMS=0.6177
  Col 34: Mean=-0.0033, Std=0.7503, Min=-1.9048, Max=2.5591, RMS=0.7503
  Col 35: Mean=0.0029, Std=2.6634, Min=-5.6206, Max=8.1411, RMS=2.6634
  Col 36: Mean=0.0024, Std=1.0733, Min=-2.8874, Max=4.1046, RMS=1.0733
  Col 37: Mean=-0.0061, Std=0.7655, Min=-2.4214, Max=2.3084, RMS=0.7655
  Col 38: Mean=0.0012, Std=2.6092, Min=-5.0608, Max=9.4078, RMS=2.6092
  Col 39: Mean=0.0043, Std=1.3866, Min=-3.3394, Max=5.7721, RMS=1.3866
  Col 40: Mean=-0.0083, Std=1.0258, Min=-4.1821, Max=2.7349, RMS=1.0258
  Col 41: Mean=-0.0009, Std=2.5928, Min=-4.6083, Max=10.7232, RMS=2.5928
  Col 42: Mean=0.0058, Std=1.8953, Min=-4.4443, Max=7.2906, RMS=1.8953
  Col 43: Mean=-0.0051, Std=1.4535, Min=-6.8525, Max=3.3002, RMS=1.4535
  Col 44: Mean=-0.0071, Std=2.4525, Min=-5.4743, Max=9.0102, RMS=2.4525
  Col 45: Mean=0.0134, Std=2.8383, Min=-6.8380, Max=13.1112, RMS=2.8384
  Col 46: Mean=0.0067, Std=1.6740, Min=-7.0681, Max=7.2475, RMS=1.6740
  Col 47: Mean=-0.0057, Std=3.6337, Min=-8.7114, Max=26.6237, RMS=3.6337
  Col 48: Mean=-0.0590, Std=3.8067, Min=-13.8983, Max=15.0450, RMS=3.8071
  Col 49: Mean=-0.0007, Std=2.5257, Min=-11.1186, Max=10.9523, RMS=2.5257
  Col 50: Mean=-0.0742, Std=3.8721, Min=-8.5621, Max=37.7666, RMS=3.8728
  Col 51: Mean=-0.0590, Std=5.5864, Min=-22.1870, Max=22.0210, RMS=5.5867
  Col 52: Mean=0.0047, Std=6.3357, Min=-45.4603, Max=50.5463, RMS=6.3358
  Col 53: Mean=0.0036, Std=6.0733, Min=-29.3255, Max=53.2912, RMS=6.0733
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0224, Std=3.3401, Min=-9.2215, Max=9.6877, RMS=3.3401
  Col 58: Mean=-0.0066, Std=1.8225, Min=-7.3262, Max=9.9952, RMS=1.8225
  Col 59: Mean=-0.0104, Std=3.1121, Min=-7.4661, Max=15.7372, RMS=3.1121
  Col 60: Mean=-0.0440, Std=4.3185, Min=-16.4330, Max=13.3612, RMS=4.3187
  Col 61: Mean=-0.0173, Std=1.6551, Min=-12.9429, Max=5.3962, RMS=1.6552
  Col 62: Mean=-0.0728, Std=3.1288, Min=-9.4749, Max=20.2186, RMS=3.1296
  Col 63: Mean=-0.0181, Std=6.5958, Min=-31.5874, Max=40.2576, RMS=6.5958
  Col 64: Mean=-0.0317, Std=3.3406, Min=-21.8738, Max=25.2467, RMS=3.3407
  Col 65: Mean=-0.0317, Std=5.9689, Min=-35.7010, Max=50.8106, RMS=5.9690
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=7.5852, Std=3.0992, Min=-1.7965, Max=16.8571, RMS=8.1939
  Col 1: Mean=-67.6341, Std=1.7568, Min=-71.0234, Max=-62.4211, RMS=67.6569
  Col 2: Mean=-166.9586, Std=3.6194, Min=-176.1328, Max=-156.9389, RMS=166.9978
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-2.0014, Std=1.5561, Min=-4.7251, Max=2.9133, RMS=2.5352
  Col 13: Mean=-58.2020, Std=2.2987, Min=-64.1675, Max=-53.3796, RMS=58.2474
  Col 14: Mean=16.8950, Std=2.9928, Min=8.0344, Max=23.1140, RMS=17.1581
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=91.2668, Std=3.0031, Min=88.0154, Max=98.3478, RMS=91.3162
  Col 19: Mean=-24.8070, Std=9.8980, Min=-47.3228, Max=-14.9093, RMS=26.7087
  Col 20: Mean=-146.9371, Std=97.0899, Min=-179.9641, Max=179.9513, RMS=176.1163
  Col 21: Mean=64.2569, Std=2.3851, Min=58.4468, Max=70.2453, RMS=64.3011
  Col 22: Mean=3.5308, Std=0.7954, Min=1.4232, Max=6.0856, RMS=3.6193
  Col 23: Mean=120.6373, Std=3.1663, Min=110.3073, Max=127.1488, RMS=120.6788
  Col 24: Mean=74.2179, Std=10.0421, Min=41.9554, Max=92.9084, RMS=74.8942
  Col 25: Mean=-77.3010, Std=2.5124, Min=-82.0470, Max=-71.2310, RMS=77.3418
  Col 26: Mean=-114.4301, Std=13.0316, Min=-143.2887, Max=-71.0571, RMS=115.1697
  Col 27: Mean=4.0831, Std=6.6275, Min=-8.1043, Max=26.1995, RMS=7.7843
  Col 28: Mean=-66.3608, Std=2.7920, Min=-73.2007, Max=-57.4134, RMS=66.4195
  Col 29: Mean=-19.5986, Std=10.2390, Min=-50.1775, Max=0.9037, RMS=22.1120
  Col 30: Mean=-67.1964, Std=2.9918, Min=-74.9023, Max=-60.4722, RMS=67.2630
  Col 31: Mean=-8.1447, Std=3.2479, Min=-16.8923, Max=1.3932, RMS=8.7684
  Col 32: Mean=46.9682, Std=5.6800, Min=34.6247, Max=61.7147, RMS=47.3104
  Col 33: Mean=63.7102, Std=2.4553, Min=57.7332, Max=68.0562, RMS=63.7575
  Col 34: Mean=-0.7213, Std=1.1248, Min=-3.0034, Max=2.3015, RMS=1.3362
  Col 35: Mean=90.9165, Std=3.1913, Min=79.4769, Max=96.5263, RMS=90.9725
  Col 36: Mean=-64.5139, Std=10.1649, Min=-85.3576, Max=-37.0499, RMS=65.3098
  Col 37: Mean=-76.7498, Std=2.1504, Min=-80.5636, Max=-69.7750, RMS=76.7799
  Col 38: Mean=153.0262, Std=12.8303, Min=107.9298, Max=176.8178, RMS=153.5631
  Col 39: Mean=31.3152, Std=8.2380, Min=-2.7439, Max=52.8533, RMS=32.3806
  Col 40: Mean=-68.2938, Std=3.6663, Min=-74.8932, Max=-53.0183, RMS=68.3921
  Col 41: Mean=51.2602, Std=11.7209, Min=14.4041, Max=83.2166, RMS=52.5832
  Col 42: Mean=72.3482, Std=3.5716, Min=60.7300, Max=80.9513, RMS=72.4363
  Col 43: Mean=-6.1399, Std=4.6489, Min=-19.1404, Max=10.9515, RMS=7.7013
  Col 44: Mean=-10.7184, Std=6.4083, Min=-30.3866, Max=4.9665, RMS=12.4881
  Col 45: Mean=-53.3705, Std=115.4557, Min=-178.5403, Max=178.6441, RMS=127.1944
  Col 46: Mean=-75.2452, Std=4.9629, Min=-85.3950, Max=-59.3002, RMS=75.4086
  Col 47: Mean=84.3170, Std=51.8366, Min=17.5127, Max=178.2064, RMS=98.9767
  Col 48: Mean=100.9211, Std=39.9646, Min=-0.6435, Max=143.3799, RMS=108.5460
  Col 49: Mean=-65.3172, Std=15.8643, Min=-81.4497, Max=-21.0952, RMS=67.2162
  Col 50: Mean=-116.1800, Std=39.8308, Min=-160.4690, Max=-14.5837, RMS=122.8181
  Col 51: Mean=-14.4914, Std=19.5923, Min=-66.0229, Max=178.9147, RMS=24.3692
  Col 52: Mean=-40.1224, Std=15.8300, Min=-88.6653, Max=-5.4917, RMS=43.1323
  Col 53: Mean=-3.3490, Std=18.4759, Min=-158.4941, Max=165.6727, RMS=18.7769
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=52.6520, Std=118.1129, Min=-179.0609, Max=179.2494, RMS=129.3170
  Col 58: Mean=-74.3510, Std=8.5893, Min=-88.3412, Max=-50.9188, RMS=74.8455
  Col 59: Mean=-44.6465, Std=51.4093, Min=-139.3573, Max=27.9882, RMS=68.0898
  Col 60: Mean=-99.7415, Std=32.9170, Min=-129.5656, Max=22.8711, RMS=105.0329
  Col 61: Mean=-64.7291, Std=17.5548, Min=-86.5623, Max=-23.2054, RMS=67.0673
  Col 62: Mean=7.8077, Std=160.6942, Min=-179.9706, Max=179.9394, RMS=160.8837
