--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Sara/imu/walk/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0043, Std=1.5932, Min=-6.2588, Max=3.6310, RMS=1.5932
  Col 1: Mean=-0.0010, Std=1.3553, Min=-4.6108, Max=3.4120, RMS=1.3553
  Col 2: Mean=-0.0058, Std=1.7046, Min=-4.1851, Max=6.4218, RMS=1.7046
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0047, Std=0.8179, Min=-2.1361, Max=1.7024, RMS=0.8179
  Col 13: Mean=-0.0025, Std=0.6930, Min=-2.3069, Max=1.8804, RMS=0.6930
  Col 14: Mean=-0.0002, Std=1.3993, Min=-2.3667, Max=5.6997, RMS=1.3993
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0012, Std=0.4711, Min=-1.8006, Max=1.3929, RMS=0.4711
  Col 19: Mean=-0.0003, Std=0.4916, Min=-1.3148, Max=1.1575, RMS=0.4916
  Col 20: Mean=0.0001, Std=1.3828, Min=-2.0967, Max=6.7973, RMS=1.3828
  Col 21: Mean=-0.0056, Std=0.8403, Min=-2.2691, Max=1.6930, RMS=0.8403
  Col 22: Mean=-0.0014, Std=0.6881, Min=-2.2093, Max=1.5896, RMS=0.6881
  Col 23: Mean=0.0011, Std=1.3555, Min=-2.6921, Max=5.1046, RMS=1.3555
  Col 24: Mean=-0.0025, Std=1.2427, Min=-3.4023, Max=2.5896, RMS=1.2427
  Col 25: Mean=-0.0081, Std=0.6615, Min=-2.9681, Max=1.6705, RMS=0.6616
  Col 26: Mean=-0.0042, Std=1.3535, Min=-2.4822, Max=4.7571, RMS=1.3535
  Col 27: Mean=0.0092, Std=1.7177, Min=-4.0236, Max=3.5743, RMS=1.7178
  Col 28: Mean=0.0049, Std=0.5161, Min=-3.5698, Max=1.2492, RMS=0.5162
  Col 29: Mean=-0.0024, Std=1.4836, Min=-3.2545, Max=4.6925, RMS=1.4836
  Col 30: Mean=0.0137, Std=2.2155, Min=-5.2533, Max=4.4798, RMS=2.2155
  Col 31: Mean=0.0067, Std=0.4596, Min=-2.9860, Max=1.1335, RMS=0.4597
  Col 32: Mean=-0.0045, Std=1.5130, Min=-3.8149, Max=4.0053, RMS=1.5130
  Col 33: Mean=-0.0042, Std=0.8100, Min=-2.1125, Max=1.7794, RMS=0.8101
  Col 34: Mean=-0.0021, Std=0.7310, Min=-2.5007, Max=1.6109, RMS=0.7310
  Col 35: Mean=0.0003, Std=1.3704, Min=-2.5254, Max=5.5138, RMS=1.3704
  Col 36: Mean=-0.0057, Std=1.5503, Min=-6.2763, Max=3.0827, RMS=1.5504
  Col 37: Mean=0.0095, Std=0.8722, Min=-2.0724, Max=2.6601, RMS=0.8723
  Col 38: Mean=-0.0086, Std=1.5079, Min=-2.8475, Max=5.1632, RMS=1.5079
  Col 39: Mean=0.0163, Std=2.2997, Min=-5.2563, Max=4.9672, RMS=2.2998
  Col 40: Mean=0.0032, Std=1.1783, Min=-2.6957, Max=3.1250, RMS=1.1783
  Col 41: Mean=-0.0053, Std=1.5352, Min=-3.2193, Max=5.1192, RMS=1.5352
  Col 42: Mean=0.0080, Std=3.4251, Min=-7.9727, Max=8.7906, RMS=3.4251
  Col 43: Mean=-0.0093, Std=1.6745, Min=-3.6041, Max=4.6197, RMS=1.6745
  Col 44: Mean=-0.3123, Std=2.1792, Min=-8.8895, Max=4.1014, RMS=2.2015
  Col 45: Mean=0.0420, Std=3.3999, Min=-6.9532, Max=11.1021, RMS=3.4001
  Col 46: Mean=0.0119, Std=1.7430, Min=-6.1679, Max=6.9857, RMS=1.7430
  Col 47: Mean=-0.3320, Std=3.9717, Min=-11.9982, Max=14.6795, RMS=3.9855
  Col 48: Mean=0.0171, Std=4.8371, Min=-9.3707, Max=16.6422, RMS=4.8371
  Col 49: Mean=-0.0190, Std=2.5371, Min=-10.3610, Max=9.9354, RMS=2.5372
  Col 50: Mean=-0.1144, Std=2.5310, Min=-11.0953, Max=15.0604, RMS=2.5335
  Col 51: Mean=0.0531, Std=8.8751, Min=-25.5456, Max=30.6036, RMS=8.8753
  Col 52: Mean=0.0301, Std=3.5389, Min=-16.1381, Max=12.2369, RMS=3.5391
  Col 53: Mean=-0.4611, Std=5.5504, Min=-23.9559, Max=12.9203, RMS=5.5695
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0021, Std=3.0102, Min=-11.9543, Max=8.4579, RMS=3.0102
  Col 58: Mean=-0.0105, Std=2.0888, Min=-7.7558, Max=5.5250, RMS=2.0888
  Col 59: Mean=0.0008, Std=3.5569, Min=-10.7148, Max=14.0746, RMS=3.5569
  Col 60: Mean=0.0185, Std=4.5360, Min=-11.3448, Max=14.2325, RMS=4.5360
  Col 61: Mean=0.0372, Std=3.1290, Min=-10.0813, Max=13.2450, RMS=3.1292
  Col 62: Mean=-0.1048, Std=2.8498, Min=-10.1925, Max=17.6903, RMS=2.8517
  Col 63: Mean=0.0563, Std=8.2439, Min=-28.1907, Max=24.7956, RMS=8.2441
  Col 64: Mean=0.0214, Std=3.3060, Min=-16.6060, Max=9.5100, RMS=3.3060
  Col 65: Mean=-0.1687, Std=5.9040, Min=-25.5614, Max=16.5368, RMS=5.9064
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-3.3353, Std=6.0066, Min=-17.0567, Max=9.1308, RMS=6.8705
  Col 1: Mean=-67.2819, Std=1.1074, Min=-70.8334, Max=-64.5232, RMS=67.2910
  Col 2: Mean=23.9698, Std=5.2735, Min=13.1394, Max=39.0633, RMS=24.5430
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
