--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Vito/imu/walk/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0722, Std=2.7237, Min=-8.6993, Max=9.0850, RMS=2.7247
  Col 1: Mean=0.0044, Std=1.6259, Min=-5.5804, Max=5.9274, RMS=1.6259
  Col 2: Mean=-0.6363, Std=4.0005, Min=-9.4969, Max=13.4632, RMS=4.0508
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0094, Std=1.0425, Min=-2.1766, Max=2.9361, RMS=1.0426
  Col 13: Mean=-0.0015, Std=0.9475, Min=-4.1030, Max=3.0377, RMS=0.9475
  Col 14: Mean=-0.0014, Std=2.8495, Min=-6.3838, Max=8.1534, RMS=2.8495
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0055, Std=0.7741, Min=-2.0345, Max=3.0200, RMS=0.7741
  Col 19: Mean=-0.0021, Std=0.8939, Min=-3.4996, Max=2.6581, RMS=0.8939
  Col 20: Mean=0.0009, Std=2.8364, Min=-5.7442, Max=9.9592, RMS=2.8364
  Col 21: Mean=0.0044, Std=1.0241, Min=-2.5612, Max=3.9398, RMS=1.0241
  Col 22: Mean=-0.0030, Std=0.9093, Min=-4.0263, Max=2.0796, RMS=0.9093
  Col 23: Mean=-0.0007, Std=2.7136, Min=-5.2117, Max=9.8178, RMS=2.7136
  Col 24: Mean=0.0073, Std=1.7671, Min=-4.7593, Max=6.9411, RMS=1.7671
  Col 25: Mean=-0.0001, Std=1.0987, Min=-3.2239, Max=2.9462, RMS=1.0987
  Col 26: Mean=-0.0068, Std=2.4935, Min=-5.4511, Max=6.7830, RMS=2.4936
  Col 27: Mean=-0.0063, Std=3.5362, Min=-8.4554, Max=8.0505, RMS=3.5362
  Col 28: Mean=-0.0084, Std=1.8492, Min=-10.0316, Max=11.4251, RMS=1.8492
  Col 29: Mean=-0.0151, Std=2.4724, Min=-6.3984, Max=7.0036, RMS=2.4725
  Col 30: Mean=-0.0195, Std=4.6068, Min=-10.2624, Max=14.1348, RMS=4.6068
  Col 31: Mean=-0.0067, Std=2.2199, Min=-8.9346, Max=8.4243, RMS=2.2199
  Col 32: Mean=-0.0242, Std=2.7609, Min=-10.1147, Max=7.2454, RMS=2.7610
  Col 33: Mean=0.0018, Std=1.2432, Min=-2.7918, Max=6.3434, RMS=1.2432
  Col 34: Mean=-0.0044, Std=0.8773, Min=-3.2232, Max=3.2885, RMS=0.8773
