--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Lorenzo/imu/slope_down/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0066, Std=1.6564, Min=-4.6231, Max=4.9959, RMS=1.6564
  Col 1: Mean=-0.0129, Std=1.6747, Min=-6.4166, Max=6.4897, RMS=1.6747
  Col 2: Mean=0.0210, Std=2.6300, Min=-5.0503, Max=9.7369, RMS=2.6301
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0113, Std=1.1118, Min=-2.4535, Max=3.5011, RMS=1.1119
  Col 13: Mean=0.0049, Std=0.9713, Min=-3.9173, Max=2.6701, RMS=0.9713
  Col 14: Mean=0.0185, Std=2.3114, Min=-6.0315, Max=8.6351, RMS=2.3115
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0135, Std=1.0934, Min=-1.8741, Max=4.4670, RMS=1.0935
  Col 19: Mean=-0.0003, Std=1.1738, Min=-4.0967, Max=3.2614, RMS=1.1738
  Col 20: Mean=0.0018, Std=2.0074, Min=-4.7363, Max=7.9577, RMS=2.0074
  Col 21: Mean=0.0059, Std=1.1647, Min=-2.6954, Max=4.2757, RMS=1.1647
  Col 22: Mean=-0.0088, Std=1.1331, Min=-3.4904, Max=2.6942, RMS=1.1331
  Col 23: Mean=0.0173, Std=2.6244, Min=-5.5402, Max=12.7016, RMS=2.6245
  Col 24: Mean=0.0402, Std=1.8340, Min=-4.7621, Max=5.4967, RMS=1.8345
  Col 25: Mean=-0.0019, Std=1.1661, Min=-3.6216, Max=2.2986, RMS=1.1661
  Col 26: Mean=0.0104, Std=2.4094, Min=-5.6474, Max=9.1938, RMS=2.4094
  Col 27: Mean=0.0168, Std=3.4320, Min=-8.6385, Max=8.3440, RMS=3.4320
  Col 28: Mean=-0.0075, Std=2.0363, Min=-5.4624, Max=4.5008, RMS=2.0364
  Col 29: Mean=0.0206, Std=2.7853, Min=-5.9379, Max=7.0817, RMS=2.7854
  Col 30: Mean=-0.0077, Std=4.2544, Min=-10.6749, Max=10.4864, RMS=4.2544
  Col 31: Mean=-0.0026, Std=2.4334, Min=-7.4701, Max=5.9091, RMS=2.4334
  Col 32: Mean=0.0086, Std=3.1871, Min=-6.8362, Max=10.4126, RMS=3.1871
  Col 33: Mean=-0.0052, Std=1.3444, Min=-2.6559, Max=5.8202, RMS=1.3445
  Col 34: Mean=-0.0069, Std=0.9608, Min=-3.4327, Max=2.3905, RMS=0.9608
  Col 35: Mean=0.0203, Std=2.5792, Min=-5.5584, Max=12.9660, RMS=2.5793
  Col 36: Mean=-0.0161, Std=2.1600, Min=-4.2043, Max=7.5830, RMS=2.1601
  Col 37: Mean=-0.0076, Std=1.1535, Min=-6.9013, Max=2.5812, RMS=1.1535
  Col 38: Mean=0.0069, Std=2.5548, Min=-5.3067, Max=10.7803, RMS=2.5548
  Col 39: Mean=-0.0038, Std=3.5360, Min=-6.5734, Max=12.0453, RMS=3.5360
  Col 40: Mean=0.0254, Std=1.4944, Min=-4.4713, Max=5.2112, RMS=1.4946
  Col 41: Mean=-0.0123, Std=2.6272, Min=-6.2146, Max=7.7278, RMS=2.6272
  Col 42: Mean=-0.0158, Std=4.8329, Min=-9.4462, Max=14.7336, RMS=4.8330
  Col 43: Mean=0.0379, Std=2.0996, Min=-4.9086, Max=5.6416, RMS=2.1000
  Col 44: Mean=-0.0407, Std=3.1033, Min=-9.1379, Max=9.0467, RMS=3.1036
  Col 45: Mean=0.0157, Std=4.6360, Min=-24.1133, Max=14.1895, RMS=4.6360
  Col 46: Mean=-0.0414, Std=3.6166, Min=-19.5013, Max=13.3693, RMS=3.6168
  Col 47: Mean=-0.0119, Std=5.4707, Min=-20.0426, Max=32.9764, RMS=5.4708
  Col 48: Mean=-0.0499, Std=5.6209, Min=-22.1935, Max=21.6660, RMS=5.6212
  Col 49: Mean=0.0454, Std=2.8732, Min=-10.2263, Max=15.6395, RMS=2.8736
  Col 50: Mean=-0.1064, Std=3.8438, Min=-13.6838, Max=27.7678, RMS=3.8453
  Col 51: Mean=-0.0315, Std=9.0165, Min=-30.2093, Max=34.6947, RMS=9.0165
  Col 52: Mean=0.0631, Std=4.3966, Min=-21.0292, Max=13.5612, RMS=4.3970
  Col 53: Mean=-0.1886, Std=6.4891, Min=-32.1937, Max=16.7094, RMS=6.4918
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0048, Std=4.7519, Min=-17.6431, Max=32.0373, RMS=4.7519
  Col 58: Mean=0.0437, Std=3.5776, Min=-24.0224, Max=20.9933, RMS=3.5779
  Col 59: Mean=0.0205, Std=6.1432, Min=-27.1550, Max=32.6918, RMS=6.1432
  Col 60: Mean=-0.0506, Std=5.4073, Min=-22.7579, Max=16.6335, RMS=5.4075
  Col 61: Mean=0.0007, Std=2.8311, Min=-10.9385, Max=14.1881, RMS=2.8311
  Col 62: Mean=-0.0812, Std=4.0526, Min=-16.1455, Max=20.2381, RMS=4.0534
  Col 63: Mean=-0.0767, Std=9.0696, Min=-35.2163, Max=32.6931, RMS=9.0699
  Col 64: Mean=-0.0459, Std=3.7463, Min=-15.5191, Max=12.1296, RMS=3.7466
  Col 65: Mean=-0.1448, Std=6.8651, Min=-26.6847, Max=19.4192, RMS=6.8666
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-8.5082, Std=11.1394, Min=-38.4942, Max=13.1905, RMS=14.0170
  Col 1: Mean=-73.8557, Std=1.6803, Min=-78.6205, Max=-71.2190, RMS=73.8749
  Col 2: Mean=111.8996, Std=121.5322, Min=-179.9773, Max=179.8439, RMS=165.2017
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-3.6904, Std=7.2774, Min=-20.3506, Max=12.5856, RMS=8.1596
  Col 13: Mean=-65.9528, Std=4.0214, Min=-75.2469, Max=-60.2404, RMS=66.0752
  Col 14: Mean=-15.1153, Std=9.0878, Min=-36.5816, Max=8.6809, RMS=17.6369
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=79.3696, Std=9.2379, Min=58.5984, Max=93.4273, RMS=79.9054
  Col 19: Mean=-14.3860, Std=4.3158, Min=-20.5845, Max=-2.6298, RMS=15.0194
  Col 20: Mean=-97.9657, Std=12.3017, Min=-136.4621, Max=-75.8800, RMS=98.7351
  Col 21: Mean=63.9599, Std=4.1051, Min=54.2150, Max=70.1859, RMS=64.0915
  Col 22: Mean=0.2542, Std=2.7545, Min=-5.4065, Max=5.7566, RMS=2.7662
  Col 23: Mean=78.3345, Std=4.5263, Min=71.1023, Max=87.9936, RMS=78.4652
  Col 24: Mean=38.7078, Std=25.0253, Min=-15.1169, Max=78.0532, RMS=46.0930
  Col 25: Mean=-73.2622, Std=4.4452, Min=-79.2136, Max=-60.1092, RMS=73.3969
  Col 26: Mean=-121.6834, Std=54.8335, Min=-179.8065, Max=179.4755, RMS=133.4675
