--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Andrea/imu/slope_down/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0107, Std=1.3464, Min=-6.2594, Max=4.4663, RMS=1.3464
  Col 1: Mean=0.0008, Std=1.4806, Min=-6.4534, Max=4.3270, RMS=1.4806
  Col 2: Mean=0.0257, Std=2.1805, Min=-4.3264, Max=9.1068, RMS=2.1806
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0056, Std=0.8284, Min=-2.6183, Max=2.7433, RMS=0.8285
  Col 13: Mean=-0.0005, Std=1.0028, Min=-2.9663, Max=2.5481, RMS=1.0028
  Col 14: Mean=0.0130, Std=2.0108, Min=-4.0792, Max=7.1177, RMS=2.0109
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0007, Std=0.9921, Min=-3.2151, Max=2.2374, RMS=0.9921
  Col 19: Mean=-0.0016, Std=0.9494, Min=-2.9874, Max=2.1805, RMS=0.9494
  Col 20: Mean=0.0175, Std=2.2685, Min=-4.3782, Max=10.6029, RMS=2.2686
  Col 21: Mean=0.0043, Std=0.8612, Min=-2.6466, Max=2.5924, RMS=0.8612
  Col 22: Mean=0.0128, Std=1.0418, Min=-3.3198, Max=2.8360, RMS=1.0419
  Col 23: Mean=0.0083, Std=2.1390, Min=-3.9755, Max=9.2904, RMS=2.1390
  Col 24: Mean=0.0217, Std=1.3324, Min=-3.1205, Max=6.0575, RMS=1.3326
  Col 25: Mean=-0.0173, Std=1.7193, Min=-7.2107, Max=3.2572, RMS=1.7194
  Col 26: Mean=0.0270, Std=2.3426, Min=-4.5161, Max=9.1695, RMS=2.3427
  Col 27: Mean=-0.0064, Std=0.9005, Min=-3.0859, Max=2.8284, RMS=0.9006
  Col 28: Mean=0.0194, Std=1.9063, Min=-3.9882, Max=4.4418, RMS=1.9064
  Col 29: Mean=0.0456, Std=2.3939, Min=-4.4099, Max=7.8754, RMS=2.3943
  Col 30: Mean=-0.0247, Std=1.3116, Min=-4.8317, Max=3.3076, RMS=1.3118
  Col 31: Mean=0.0734, Std=2.5004, Min=-5.8325, Max=6.0679, RMS=2.5015
  Col 32: Mean=0.0400, Std=2.5011, Min=-4.3148, Max=8.1532, RMS=2.5014
  Col 33: Mean=0.0007, Std=0.7757, Min=-2.3976, Max=2.3853, RMS=0.7757
  Col 34: Mean=-0.0005, Std=1.1214, Min=-3.8791, Max=2.4745, RMS=1.1214
  Col 35: Mean=0.0132, Std=2.1202, Min=-4.3143, Max=7.8216, RMS=2.1203
  Col 36: Mean=-0.0370, Std=0.9278, Min=-3.6168, Max=2.1741, RMS=0.9286
  Col 37: Mean=0.0161, Std=1.7420, Min=-8.0892, Max=5.1962, RMS=1.7421
  Col 38: Mean=0.0319, Std=2.3001, Min=-4.2625, Max=8.4277, RMS=2.3003
  Col 39: Mean=0.0323, Std=0.6104, Min=-1.7245, Max=1.6563, RMS=0.6113
  Col 40: Mean=0.0441, Std=1.8568, Min=-4.7667, Max=4.5302, RMS=1.8573
  Col 41: Mean=0.0606, Std=2.3000, Min=-4.0756, Max=6.9940, RMS=2.3008
  Col 42: Mean=0.0649, Std=1.1287, Min=-3.3943, Max=2.8619, RMS=1.1306
  Col 43: Mean=0.0562, Std=2.2764, Min=-5.7532, Max=5.7735, RMS=2.2771
  Col 44: Mean=0.0592, Std=2.4897, Min=-4.6079, Max=6.8635, RMS=2.4904
  Col 45: Mean=0.0182, Std=3.8093, Min=-19.6952, Max=13.0854, RMS=3.8093
  Col 46: Mean=-0.0028, Std=5.1723, Min=-20.7051, Max=19.5944, RMS=5.1723
  Col 47: Mean=-0.0022, Std=4.7468, Min=-23.0984, Max=28.1262, RMS=4.7468
  Col 48: Mean=0.0404, Std=2.9755, Min=-13.6896, Max=12.5139, RMS=2.9758
  Col 49: Mean=0.0137, Std=5.1648, Min=-14.5656, Max=20.8068, RMS=5.1649
  Col 50: Mean=-0.1009, Std=3.0203, Min=-11.2579, Max=26.2176, RMS=3.0220
  Col 51: Mean=0.0376, Std=3.7045, Min=-14.7613, Max=21.2829, RMS=3.7047
  Col 52: Mean=0.0411, Std=9.2085, Min=-29.4883, Max=34.1282, RMS=9.2086
  Col 53: Mean=-0.1359, Std=6.2081, Min=-27.9650, Max=17.7629, RMS=6.2096
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=-0.0061, Std=3.3491, Min=-14.6905, Max=12.1739, RMS=3.3491
  Col 58: Mean=-0.0206, Std=5.0416, Min=-19.4315, Max=17.9074, RMS=5.0417
  Col 59: Mean=0.0075, Std=4.0922, Min=-18.7134, Max=17.9503, RMS=4.0922
  Col 60: Mean=-0.0168, Std=2.7833, Min=-12.8786, Max=9.6122, RMS=2.7833
  Col 61: Mean=0.0162, Std=5.2777, Min=-19.6016, Max=22.1661, RMS=5.2777
  Col 62: Mean=-0.0741, Std=3.4713, Min=-12.9136, Max=26.7078, RMS=3.4721
  Col 63: Mean=-0.0100, Std=3.6307, Min=-18.5670, Max=18.4634, RMS=3.6307
  Col 64: Mean=0.0540, Std=9.4818, Min=-33.5279, Max=32.1196, RMS=9.4820
  Col 65: Mean=-0.1213, Std=7.0539, Min=-33.9063, Max=20.5021, RMS=7.0550
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-12.0634, Std=10.4161, Min=-42.3062, Max=6.5098, RMS=15.9380
  Col 1: Mean=-76.3155, Std=4.0111, Min=-83.4097, Max=-70.4913, RMS=76.4209
  Col 2: Mean=90.4975, Std=9.1922, Min=69.8294, Max=119.1771, RMS=90.9632
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=14.0091, Std=7.0760, Min=-0.0613, Max=38.4507, RMS=15.6948
  Col 13: Mean=-63.9441, Std=5.9591, Min=-78.0433, Max=-55.1732, RMS=64.2212
  Col 14: Mean=-113.2921, Std=6.6057, Min=-134.9422, Max=-102.9448, RMS=113.4845
