--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Sara/imu/stairs_down/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0096, Std=1.9734, Min=-6.3889, Max=7.0421, RMS=1.9734
  Col 1: Mean=0.0300, Std=1.7052, Min=-9.7234, Max=5.9083, RMS=1.7054
  Col 2: Mean=-0.0051, Std=4.0648, Min=-11.9964, Max=18.9618, RMS=4.0648
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0061, Std=0.8379, Min=-2.0714, Max=4.2609, RMS=0.8379
  Col 13: Mean=0.0055, Std=0.7805, Min=-2.3565, Max=3.4422, RMS=0.7805
  Col 14: Mean=0.0044, Std=3.4182, Min=-11.6685, Max=12.0711, RMS=3.4182
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0061, Std=0.9332, Min=-3.4443, Max=2.0761, RMS=0.9333
  Col 19: Mean=0.0056, Std=0.6287, Min=-2.0256, Max=1.6057, RMS=0.6287
  Col 20: Mean=-0.1148, Std=3.0517, Min=-9.0666, Max=11.1575, RMS=3.0538
  Col 21: Mean=-0.0002, Std=0.9225, Min=-2.5167, Max=3.0014, RMS=0.9225
  Col 22: Mean=0.0195, Std=1.0120, Min=-4.6715, Max=3.6164, RMS=1.0122
  Col 23: Mean=0.0050, Std=3.5861, Min=-10.8005, Max=13.9904, RMS=3.5861
  Col 24: Mean=0.0027, Std=1.7274, Min=-4.4972, Max=5.9328, RMS=1.7274
  Col 25: Mean=0.0212, Std=1.3287, Min=-6.3457, Max=5.4255, RMS=1.3289
  Col 26: Mean=-0.0062, Std=3.5819, Min=-10.4264, Max=11.5261, RMS=3.5819
  Col 27: Mean=-0.0110, Std=1.7889, Min=-5.1619, Max=5.0946, RMS=1.7890
  Col 28: Mean=0.0021, Std=1.0164, Min=-3.1021, Max=2.7407, RMS=1.0164
  Col 29: Mean=-0.0051, Std=3.5963, Min=-9.2899, Max=11.2653, RMS=3.5963
  Col 30: Mean=-0.0103, Std=2.1872, Min=-6.3474, Max=5.0602, RMS=2.1872
  Col 31: Mean=-0.0066, Std=1.5267, Min=-4.6966, Max=3.4166, RMS=1.5267
  Col 32: Mean=-0.0152, Std=3.3454, Min=-9.7006, Max=10.5384, RMS=3.3455
  Col 33: Mean=0.0024, Std=0.8205, Min=-2.3886, Max=3.0816, RMS=0.8205
  Col 34: Mean=0.0124, Std=1.1452, Min=-3.5005, Max=4.3312, RMS=1.1453
  Col 35: Mean=0.0066, Std=3.4638, Min=-9.6269, Max=12.7124, RMS=3.4638
  Col 36: Mean=0.0122, Std=2.0457, Min=-6.6478, Max=6.0342, RMS=2.0457
  Col 37: Mean=0.0056, Std=1.0485, Min=-3.1916, Max=3.5782, RMS=1.0485
  Col 38: Mean=-0.0042, Std=3.7132, Min=-11.3439, Max=11.6030, RMS=3.7132
  Col 39: Mean=-0.0776, Std=2.4549, Min=-7.6887, Max=5.5269, RMS=2.4562
  Col 40: Mean=0.0117, Std=1.6663, Min=-5.2920, Max=4.5609, RMS=1.6664
  Col 41: Mean=-0.0046, Std=3.9336, Min=-12.6013, Max=11.8645, RMS=3.9336
  Col 42: Mean=-0.1217, Std=3.7976, Min=-12.9262, Max=10.3890, RMS=3.7995
  Col 43: Mean=0.0239, Std=2.3068, Min=-6.9396, Max=7.7833, RMS=2.3070
  Col 44: Mean=-0.0333, Std=4.3762, Min=-15.0514, Max=13.3815, RMS=4.3764
  Col 45: Mean=0.0298, Std=3.5850, Min=-11.2221, Max=10.8078, RMS=3.5851
  Col 46: Mean=-0.0003, Std=2.8712, Min=-9.6153, Max=12.6817, RMS=2.8712
  Col 47: Mean=-0.0071, Std=4.7216, Min=-12.0753, Max=23.7882, RMS=4.7216
  Col 48: Mean=-0.0628, Std=6.4238, Min=-24.9931, Max=15.0792, RMS=6.4241
  Col 49: Mean=-0.0178, Std=4.4728, Min=-23.0243, Max=18.2194, RMS=4.4728
  Col 50: Mean=-0.2121, Std=4.3958, Min=-14.7555, Max=24.0277, RMS=4.4009
  Col 51: Mean=-0.1026, Std=10.0340, Min=-31.7153, Max=39.6682, RMS=10.0345
