--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Elaheh/imu/slope_down/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0004, Std=1.8784, Min=-7.3912, Max=6.0132, RMS=1.8784
  Col 1: Mean=-0.0087, Std=1.4270, Min=-5.6025, Max=3.4127, RMS=1.4270
  Col 2: Mean=0.0149, Std=2.1841, Min=-4.7395, Max=8.3463, RMS=2.1841
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0025, Std=0.9463, Min=-3.1738, Max=3.2090, RMS=0.9463
  Col 13: Mean=-0.0010, Std=1.0572, Min=-2.7195, Max=3.1627, RMS=1.0572
  Col 14: Mean=0.0135, Std=1.8123, Min=-4.3809, Max=8.7212, RMS=1.8124
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0063, Std=0.7716, Min=-2.3719, Max=2.9999, RMS=0.7716
