--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Eleonora/imu/stairs_up/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0049, Std=1.5402, Min=-4.4529, Max=4.7099, RMS=1.5402
  Col 1: Mean=0.0134, Std=1.5034, Min=-5.0137, Max=4.7252, RMS=1.5034
  Col 2: Mean=0.0030, Std=3.4321, Min=-7.2799, Max=11.6940, RMS=3.4321
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0072, Std=1.2347, Min=-3.5101, Max=5.0999, RMS=1.2348
  Col 13: Mean=0.0075, Std=1.1431, Min=-4.1960, Max=2.9379, RMS=1.1431
  Col 14: Mean=0.0012, Std=3.4296, Min=-6.1629, Max=10.9052, RMS=3.4296
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0070, Std=0.8592, Min=-2.1556, Max=3.0353, RMS=0.8592
  Col 19: Mean=0.0158, Std=1.0607, Min=-3.3140, Max=3.0032, RMS=1.0608
  Col 20: Mean=0.0022, Std=3.1847, Min=-5.9399, Max=9.6150, RMS=3.1847
  Col 21: Mean=0.0098, Std=1.2580, Min=-4.6507, Max=4.4840, RMS=1.2581
  Col 22: Mean=0.0106, Std=1.2526, Min=-4.7574, Max=3.6574, RMS=1.2527
  Col 23: Mean=-0.0002, Std=2.9884, Min=-5.6057, Max=10.6760, RMS=2.9884
  Col 24: Mean=-0.0045, Std=1.6987, Min=-3.3616, Max=7.7923, RMS=1.6987
  Col 25: Mean=0.0039, Std=1.1133, Min=-3.7699, Max=4.2274, RMS=1.1133
  Col 26: Mean=-0.0039, Std=3.2692, Min=-6.1406, Max=9.3488, RMS=3.2692
  Col 27: Mean=-0.0166, Std=1.6541, Min=-4.5214, Max=4.8086, RMS=1.6542
  Col 28: Mean=0.0220, Std=1.0957, Min=-3.7400, Max=2.9697, RMS=1.0959
  Col 29: Mean=-0.0039, Std=3.2119, Min=-6.3107, Max=8.9484, RMS=3.2119
  Col 30: Mean=-0.0197, Std=1.9290, Min=-5.8186, Max=6.4187, RMS=1.9291
  Col 31: Mean=0.0206, Std=1.5595, Min=-4.1503, Max=4.8707, RMS=1.5596
  Col 32: Mean=-0.0097, Std=3.1309, Min=-6.5547, Max=8.7810, RMS=3.1310
  Col 33: Mean=0.0097, Std=1.3036, Min=-3.9681, Max=5.1664, RMS=1.3036
  Col 34: Mean=0.0071, Std=1.1325, Min=-3.8647, Max=3.8397, RMS=1.1326
  Col 35: Mean=0.0024, Std=3.0124, Min=-5.6915, Max=9.1756, RMS=3.0124
  Col 36: Mean=0.0094, Std=1.7782, Min=-6.4833, Max=6.3304, RMS=1.7782
  Col 37: Mean=0.0051, Std=0.9684, Min=-4.0339, Max=2.9027, RMS=0.9684
  Col 38: Mean=0.0031, Std=3.1097, Min=-5.9745, Max=8.6273, RMS=3.1097
  Col 39: Mean=-0.0226, Std=2.5320, Min=-5.4469, Max=7.8327, RMS=2.5321
  Col 40: Mean=0.0123, Std=1.2560, Min=-4.8989, Max=2.5918, RMS=1.2560
  Col 41: Mean=0.0109, Std=2.8075, Min=-5.2999, Max=8.2834, RMS=2.8075
  Col 42: Mean=-0.0408, Std=3.1984, Min=-6.8352, Max=9.2593, RMS=3.1987
  Col 43: Mean=0.0095, Std=1.6094, Min=-5.6700, Max=3.8016, RMS=1.6094
  Col 44: Mean=0.0006, Std=2.6550, Min=-5.2568, Max=9.2095, RMS=2.6550
  Col 45: Mean=-0.0252, Std=2.8127, Min=-9.8258, Max=10.6838, RMS=2.8128
  Col 46: Mean=0.0084, Std=2.5006, Min=-11.1441, Max=11.2161, RMS=2.5006
  Col 47: Mean=0.0064, Std=3.8369, Min=-11.5055, Max=14.4072, RMS=3.8369
  Col 48: Mean=-0.0914, Std=4.3732, Min=-15.0834, Max=15.3058, RMS=4.3741
  Col 49: Mean=0.0634, Std=3.0342, Min=-12.5272, Max=10.9235, RMS=3.0349
  Col 50: Mean=-0.0777, Std=4.6126, Min=-12.1517, Max=17.8227, RMS=4.6132
  Col 51: Mean=-0.1815, Std=6.7393, Min=-16.2668, Max=47.0239, RMS=6.7417
  Col 52: Mean=0.0707, Std=4.8179, Min=-45.7092, Max=25.5252, RMS=4.8185
  Col 53: Mean=-0.0168, Std=6.4025, Min=-20.0774, Max=30.0870, RMS=6.4025
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=-0.0237, Std=2.8883, Min=-8.3128, Max=13.8611, RMS=2.8884
  Col 58: Mean=0.0149, Std=2.2257, Min=-8.2867, Max=7.0699, RMS=2.2257
  Col 59: Mean=0.0076, Std=3.6217, Min=-8.4769, Max=14.1059, RMS=3.6217
  Col 60: Mean=-0.0632, Std=4.6635, Min=-15.2575, Max=16.8900, RMS=4.6639
  Col 61: Mean=0.0182, Std=3.5141, Min=-9.2605, Max=13.4989, RMS=3.5141
  Col 62: Mean=-0.0757, Std=4.4836, Min=-8.9477, Max=23.4476, RMS=4.4842
  Col 63: Mean=-0.1396, Std=6.6386, Min=-21.1748, Max=41.2420, RMS=6.6400
  Col 64: Mean=0.0941, Std=5.1554, Min=-40.1800, Max=20.6067, RMS=5.1563
  Col 65: Mean=-0.0047, Std=6.8550, Min=-19.8322, Max=45.1104, RMS=6.8551
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-20.2585, Std=12.7073, Min=-55.6399, Max=5.5723, RMS=23.9140
  Col 1: Mean=-74.0558, Std=2.8349, Min=-80.3972, Max=-66.3129, RMS=74.1101
  Col 2: Mean=92.9996, Std=137.8757, Min=-179.9986, Max=179.8058, RMS=166.3089
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-7.4378, Std=10.5274, Min=-46.2301, Max=24.0995, RMS=12.8898
  Col 13: Mean=-74.1807, Std=4.5717, Min=-85.3422, Max=-65.4504, RMS=74.3214
  Col 14: Mean=-19.6924, Std=11.8843, Min=-55.6067, Max=21.8742, RMS=23.0006
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-95.2090, Std=4.3643, Min=-111.9138, Max=-87.5630, RMS=95.3089
  Col 19: Mean=-1.6242, Std=2.4975, Min=-9.2830, Max=4.0607, RMS=2.9792
  Col 20: Mean=-101.0849, Std=5.6399, Min=-112.5655, Max=-86.1214, RMS=101.2421
  Col 21: Mean=55.7910, Std=4.8354, Min=44.0790, Max=65.7289, RMS=56.0001
  Col 22: Mean=3.1661, Std=2.8424, Min=-1.9948, Max=13.3312, RMS=4.2548
  Col 23: Mean=69.4753, Std=4.2504, Min=62.2577, Max=79.9125, RMS=69.6052
  Col 24: Mean=-1.5147, Std=41.1300, Min=-75.6932, Max=70.0334, RMS=41.1579
  Col 25: Mean=-82.2879, Std=2.5827, Min=-88.2009, Max=-73.6090, RMS=82.3284
  Col 26: Mean=-104.5599, Std=57.3563, Min=-179.7890, Max=179.5980, RMS=119.2582
  Col 27: Mean=3.6782, Std=24.0747, Min=-25.5285, Max=71.2507, RMS=24.3541
  Col 28: Mean=-75.0327, Std=2.5297, Min=-81.5912, Max=-68.9967, RMS=75.0754
  Col 29: Mean=-81.9109, Std=29.4364, Min=-152.0983, Max=-45.4375, RMS=87.0396
  Col 30: Mean=74.6833, Std=2.3874, Min=68.4914, Max=79.8500, RMS=74.7214
  Col 31: Mean=-2.3933, Std=6.2873, Min=-13.0532, Max=15.9043, RMS=6.7274
  Col 32: Mean=154.6733, Std=8.2606, Min=138.5712, Max=172.2799, RMS=154.8937
  Col 33: Mean=49.0641, Std=4.5043, Min=38.6174, Max=57.9524, RMS=49.2704
  Col 34: Mean=2.4726, Std=2.5680, Min=-3.1185, Max=11.0862, RMS=3.5649
  Col 35: Mean=45.8499, Std=4.1670, Min=37.3013, Max=55.1777, RMS=46.0389
  Col 36: Mean=35.2274, Std=27.0470, Min=-17.6314, Max=75.3760, RMS=44.4129
  Col 37: Mean=-77.0931, Std=3.6724, Min=-84.1048, Max=-68.5323, RMS=77.1805
  Col 38: Mean=31.1444, Std=35.6329, Min=-10.6937, Max=96.6596, RMS=47.3252
  Col 39: Mean=44.0899, Std=29.0462, Min=-26.9694, Max=73.7896, RMS=52.7977
  Col 40: Mean=-73.8609, Std=8.2389, Min=-86.8085, Max=-51.8069, RMS=74.3189
  Col 41: Mean=10.8336, Std=37.2259, Min=-37.3190, Max=94.4162, RMS=38.7703
  Col 42: Mean=79.1439, Std=3.9629, Min=68.9547, Max=92.5940, RMS=79.2430
  Col 43: Mean=-1.0121, Std=11.1343, Min=-21.3085, Max=27.9510, RMS=11.1802
  Col 44: Mean=-21.3075, Std=11.5643, Min=-44.2984, Max=4.4914, RMS=24.2434
  Col 45: Mean=-64.8740, Std=58.5763, Min=-168.4847, Max=-0.2203, RMS=87.4061
  Col 46: Mean=-66.8801, Std=18.9067, Min=-86.4153, Max=-22.1153, RMS=69.5011
  Col 47: Mean=27.3479, Std=55.2027, Min=-29.7879, Max=128.5059, RMS=61.6056
  Col 48: Mean=-19.7049, Std=153.6188, Min=-179.8169, Max=179.9467, RMS=154.8775
  Col 49: Mean=-71.1103, Std=12.0632, Min=-88.7633, Max=-32.9910, RMS=72.1262
  Col 50: Mean=119.0371, Std=46.1213, Min=-18.3225, Max=158.7346, RMS=127.6598
  Col 51: Mean=-12.5988, Std=18.5667, Min=-177.4083, Max=166.6890, RMS=22.4378
  Col 52: Mean=-40.2291, Std=16.3129, Min=-87.2260, Max=-12.1687, RMS=43.4108
  Col 53: Mean=-19.2842, Std=18.5250, Min=-179.4990, Max=161.2110, RMS=26.7405
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=17.6221, Std=100.4514, Min=-179.9018, Max=179.9413, RMS=101.9854
  Col 58: Mean=-69.0044, Std=17.7397, Min=-89.4791, Max=-30.6359, RMS=71.2482
  Col 59: Mean=7.6632, Std=102.9599, Min=-178.9059, Max=179.4427, RMS=103.2446
  Col 60: Mean=-86.6273, Std=132.4043, Min=-179.8361, Max=179.7253, RMS=158.2252
  Col 61: Mean=-68.7645, Std=12.8521, Min=-87.5459, Max=-30.7598, RMS=69.9552
  Col 62: Mean=86.7807, Std=134.3227, Min=-179.9029, Max=179.9307, RMS=159.9171
  Col 63: Mean=12.9411, Std=29.3575, Min=-175.8211, Max=105.3661, RMS=32.0833
  Col 64: Mean=-45.1267, Std=15.2643, Min=-88.5784, Max=-30.3128, RMS=47.6384
  Col 65: Mean=-20.0171, Std=30.4474, Min=-103.5159, Max=168.9331, RMS=36.4380
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Magnetic_Field.csv] (Cols: 69)
  Col 0: Mean=-0.6845, Std=0.1056, Min=-0.8650, Max=-0.4792, RMS=0.6925
  Col 1: Mean=0.0730, Std=0.0781, Min=-0.0674, Max=0.2246, RMS=0.1069
  Col 2: Mean=0.1142, Std=0.0852, Min=-0.1184, Max=0.2488, RMS=0.1425
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.5539, Std=0.1169, Min=-0.7939, Max=-0.3330, RMS=0.5661
  Col 13: Mean=0.0316, Std=0.0613, Min=-0.1130, Max=0.1392, RMS=0.0690
  Col 14: Mean=-0.4902, Std=0.0639, Min=-0.6335, Max=-0.2761, RMS=0.4943
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0051, Std=0.0780, Min=-0.1575, Max=0.2058, RMS=0.0782
  Col 19: Mean=0.5308, Std=0.0847, Min=0.3579, Max=0.6780, RMS=0.5375
  Col 20: Mean=0.4171, Std=0.0508, Min=0.3074, Max=0.5635, RMS=0.4201
  Col 21: Mean=0.0669, Std=0.0584, Min=-0.0691, Max=0.1819, RMS=0.0887
  Col 22: Mean=-0.7444, Std=0.0586, Min=-0.8267, Max=-0.6028, RMS=0.7467
  Col 23: Mean=-0.0752, Std=0.1133, Min=-0.3533, Max=0.1384, RMS=0.1359
  Col 24: Mean=-0.5939, Std=0.1006, Min=-0.7673, Max=-0.3704, RMS=0.6024
  Col 25: Mean=0.2539, Std=0.0882, Min=-0.0015, Max=0.4407, RMS=0.2688
  Col 26: Mean=-0.1289, Std=0.0553, Min=-0.2300, Max=-0.0195, RMS=0.1403
  Col 27: Mean=-0.6339, Std=0.1220, Min=-0.8933, Max=-0.4009, RMS=0.6456
  Col 28: Mean=0.2888, Std=0.0679, Min=0.0854, Max=0.4355, RMS=0.2967
  Col 29: Mean=-0.4537, Std=0.1099, Min=-0.7002, Max=-0.2632, RMS=0.4669
  Col 30: Mean=-0.2453, Std=0.1317, Min=-0.5625, Max=0.0552, RMS=0.2784
  Col 31: Mean=-0.6533, Std=0.1386, Min=-1.0007, Max=-0.3975, RMS=0.6678
  Col 32: Mean=-0.2657, Std=0.0851, Min=-0.4761, Max=-0.1091, RMS=0.2790
  Col 33: Mean=0.0956, Std=0.0542, Min=-0.0173, Max=0.2151, RMS=0.1099
  Col 34: Mean=-0.7233, Std=0.0504, Min=-0.8062, Max=-0.6150, RMS=0.7250
  Col 35: Mean=-0.0864, Std=0.1263, Min=-0.3938, Max=0.1208, RMS=0.1530
  Col 36: Mean=-0.5604, Std=0.1144, Min=-0.7571, Max=-0.3484, RMS=0.5719
  Col 37: Mean=-0.4028, Std=0.0941, Min=-0.6267, Max=-0.1689, RMS=0.4136
  Col 38: Mean=-0.0509, Std=0.0901, Min=-0.2415, Max=0.1394, RMS=0.1035
  Col 39: Mean=-0.5694, Std=0.1321, Min=-0.8215, Max=-0.2896, RMS=0.5845
  Col 40: Mean=-0.3917, Std=0.1230, Min=-0.6987, Max=-0.1018, RMS=0.4105
