--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Camilla/imu/slope_down/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0520, Std=1.5547, Min=-4.1661, Max=6.3784, RMS=1.5556
  Col 1: Mean=-0.0041, Std=1.2457, Min=-3.8305, Max=3.8101, RMS=1.2457
  Col 2: Mean=-0.3597, Std=2.4874, Min=-9.1389, Max=8.8176, RMS=2.5133
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0077, Std=0.9774, Min=-1.9829, Max=3.6574, RMS=0.9774
  Col 13: Mean=-0.0016, Std=0.6568, Min=-1.6229, Max=2.1127, RMS=0.6568
  Col 14: Mean=0.0075, Std=1.8455, Min=-4.1224, Max=9.2148, RMS=1.8455
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0100, Std=0.7619, Min=-1.3315, Max=3.1770, RMS=0.7619
  Col 19: Mean=-0.0043, Std=0.4411, Min=-2.2307, Max=1.3258, RMS=0.4411
  Col 20: Mean=0.0085, Std=1.4539, Min=-3.7113, Max=8.0643, RMS=1.4539
  Col 21: Mean=0.0096, Std=0.9799, Min=-1.9562, Max=5.1421, RMS=0.9800
  Col 22: Mean=-0.0045, Std=0.7366, Min=-1.9706, Max=2.5845, RMS=0.7366
  Col 23: Mean=0.0091, Std=1.8371, Min=-4.7216, Max=11.6488, RMS=1.8371
  Col 24: Mean=0.0045, Std=1.7197, Min=-4.1461, Max=6.5559, RMS=1.7197
  Col 25: Mean=0.0086, Std=0.6923, Min=-2.3628, Max=2.3373, RMS=0.6923
  Col 26: Mean=-0.0008, Std=1.7393, Min=-4.9747, Max=8.1935, RMS=1.7393
  Col 27: Mean=-0.0060, Std=2.5157, Min=-7.0449, Max=6.6420, RMS=2.5157
  Col 28: Mean=0.0004, Std=0.7369, Min=-1.8277, Max=2.8191, RMS=0.7369
  Col 29: Mean=-0.0053, Std=1.5535, Min=-4.1409, Max=7.7461, RMS=1.5535
  Col 30: Mean=-0.0256, Std=3.4184, Min=-10.9012, Max=8.4454, RMS=3.4185
  Col 31: Mean=-0.0013, Std=1.0098, Min=-4.5617, Max=4.3629, RMS=1.0098
  Col 32: Mean=-0.0054, Std=1.7015, Min=-4.4081, Max=6.4392, RMS=1.7015
  Col 33: Mean=0.0066, Std=1.0151, Min=-1.8671, Max=4.7479, RMS=1.0152
  Col 34: Mean=-0.0061, Std=0.7363, Min=-3.4569, Max=2.0350, RMS=0.7364
  Col 35: Mean=0.0097, Std=1.8652, Min=-4.7164, Max=10.9313, RMS=1.8652
  Col 36: Mean=-0.0042, Std=2.1085, Min=-6.2197, Max=10.0183, RMS=2.1085
  Col 37: Mean=-0.0047, Std=0.8296, Min=-4.6914, Max=2.3326, RMS=0.8296
  Col 38: Mean=-0.0080, Std=1.9095, Min=-5.6678, Max=9.3820, RMS=1.9096
  Col 39: Mean=-0.0324, Std=2.6698, Min=-7.2843, Max=7.7593, RMS=2.6700
  Col 40: Mean=0.0335, Std=1.1967, Min=-9.2858, Max=3.3270, RMS=1.1972
  Col 41: Mean=-0.0027, Std=1.7734, Min=-4.0136, Max=4.6754, RMS=1.7734
  Col 42: Mean=-0.0344, Std=3.7121, Min=-10.4991, Max=12.5787, RMS=3.7123
  Col 43: Mean=0.0392, Std=1.3591, Min=-6.9401, Max=3.2065, RMS=1.3596
  Col 44: Mean=-0.0977, Std=2.2405, Min=-8.8637, Max=5.8531, RMS=2.2427
  Col 45: Mean=0.0025, Std=3.2206, Min=-12.8215, Max=12.0822, RMS=3.2206
  Col 46: Mean=-0.0123, Std=2.4929, Min=-11.2329, Max=11.4428, RMS=2.4929
  Col 47: Mean=-0.0047, Std=5.2962, Min=-13.2469, Max=36.3703, RMS=5.2962
  Col 48: Mean=-0.0379, Std=4.9279, Min=-20.5414, Max=12.5805, RMS=4.9280
  Col 49: Mean=0.0119, Std=3.1943, Min=-14.2299, Max=13.6415, RMS=3.1943
  Col 50: Mean=-0.1001, Std=3.4140, Min=-11.5141, Max=22.5771, RMS=3.4154
  Col 51: Mean=-0.0434, Std=8.4311, Min=-35.4503, Max=35.1439, RMS=8.4312
  Col 52: Mean=0.0561, Std=3.4029, Min=-21.0302, Max=25.8811, RMS=3.4034
  Col 53: Mean=-0.1867, Std=5.5574, Min=-28.8135, Max=19.7636, RMS=5.5606
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0111, Std=3.4318, Min=-15.8943, Max=13.1098, RMS=3.4318
  Col 58: Mean=0.0048, Std=2.4850, Min=-7.4572, Max=11.0035, RMS=2.4850
  Col 59: Mean=0.0034, Std=5.4896, Min=-12.7190, Max=39.6147, RMS=5.4896
  Col 60: Mean=-0.0450, Std=5.2369, Min=-19.0107, Max=13.8284, RMS=5.2371
  Col 61: Mean=-0.0097, Std=2.9632, Min=-14.8531, Max=11.8175, RMS=2.9632
  Col 62: Mean=-0.1178, Std=3.1395, Min=-8.6070, Max=15.3751, RMS=3.1417
  Col 63: Mean=-0.0559, Std=8.4585, Min=-30.2877, Max=36.0938, RMS=8.4587
  Col 64: Mean=-0.0494, Std=4.0727, Min=-31.5138, Max=25.6446, RMS=4.0730
  Col 65: Mean=-0.1851, Std=5.9928, Min=-26.2108, Max=21.5860, RMS=5.9957
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-11.8685, Std=39.1222, Min=-179.9647, Max=2.6099, RMS=40.8829
  Col 1: Mean=-54.5729, Std=11.6170, Min=-64.1368, Max=-5.1290, RMS=55.7957
  Col 2: Mean=-29.0485, Std=171.7103, Min=-179.9881, Max=179.9626, RMS=174.1500
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=11.9231, Std=2.3233, Min=6.3455, Max=16.7856, RMS=12.1474
