--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Elaheh/imu/slope_up/Run_3
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0092, Std=1.6217, Min=-5.0745, Max=5.3952, RMS=1.6217
  Col 1: Mean=0.0007, Std=1.6155, Min=-4.7370, Max=4.0386, RMS=1.6155
  Col 2: Mean=-0.0117, Std=2.3598, Min=-6.6654, Max=10.5542, RMS=2.3598
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0106, Std=1.0345, Min=-3.5421, Max=3.0339, RMS=1.0346
  Col 13: Mean=-0.0017, Std=1.2163, Min=-2.8546, Max=2.9866, RMS=1.2163
  Col 14: Mean=-0.0115, Std=2.1822, Min=-5.6247, Max=8.5848, RMS=2.1823
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0117, Std=0.8445, Min=-2.2963, Max=2.4659, RMS=0.8446
  Col 19: Mean=-0.0111, Std=1.0809, Min=-2.8224, Max=2.2496, RMS=1.0809
  Col 20: Mean=-0.0612, Std=2.0308, Min=-8.6863, Max=7.1105, RMS=2.0317
  Col 21: Mean=-0.0209, Std=1.0826, Min=-3.6370, Max=3.9955, RMS=1.0828
  Col 22: Mean=-0.0374, Std=1.2826, Min=-3.6632, Max=3.3379, RMS=1.2831
  Col 23: Mean=-0.3373, Std=2.9584, Min=-9.3651, Max=9.2374, RMS=2.9775
  Col 24: Mean=-0.0140, Std=1.2550, Min=-4.7478, Max=3.1072, RMS=1.2551
  Col 25: Mean=0.0046, Std=1.9425, Min=-6.5735, Max=5.7280, RMS=1.9425
  Col 26: Mean=-0.0190, Std=2.3031, Min=-7.3264, Max=6.7514, RMS=2.3032
  Col 27: Mean=-0.0124, Std=1.4126, Min=-4.3329, Max=3.8973, RMS=1.4126
  Col 28: Mean=-0.0099, Std=2.0049, Min=-5.2050, Max=5.3299, RMS=2.0049
  Col 29: Mean=-0.0208, Std=2.2934, Min=-6.1211, Max=5.5663, RMS=2.2935
  Col 30: Mean=-0.0278, Std=1.7791, Min=-5.5237, Max=5.3598, RMS=1.7793
  Col 31: Mean=-0.0163, Std=2.6276, Min=-6.6006, Max=7.3794, RMS=2.6276
  Col 32: Mean=-0.0354, Std=2.1616, Min=-5.7377, Max=6.0233, RMS=2.1619
  Col 33: Mean=-0.0062, Std=1.0144, Min=-3.2950, Max=3.0672, RMS=1.0144
  Col 34: Mean=-0.0021, Std=1.3475, Min=-4.1053, Max=3.7902, RMS=1.3475
  Col 35: Mean=-0.0101, Std=2.4246, Min=-8.7356, Max=7.3318, RMS=2.4247
  Col 36: Mean=0.0104, Std=0.9646, Min=-2.6320, Max=3.9538, RMS=0.9646
  Col 37: Mean=0.0094, Std=1.8830, Min=-6.5659, Max=6.2078, RMS=1.8830
  Col 38: Mean=-0.2183, Std=2.6542, Min=-9.3261, Max=6.4885, RMS=2.6632
  Col 39: Mean=-0.0011, Std=1.2310, Min=-4.3498, Max=3.3536, RMS=1.2310
  Col 40: Mean=-0.0034, Std=2.2993, Min=-7.1233, Max=5.0882, RMS=2.2993
  Col 41: Mean=-0.0114, Std=1.7278, Min=-5.0826, Max=6.3608, RMS=1.7278
  Col 42: Mean=0.0092, Std=1.5512, Min=-4.7601, Max=3.9407, RMS=1.5513
  Col 43: Mean=0.0027, Std=2.9823, Min=-6.8800, Max=7.0905, RMS=2.9823
  Col 44: Mean=-0.0124, Std=1.6834, Min=-4.7627, Max=5.3127, RMS=1.6835
  Col 45: Mean=0.0181, Std=3.2943, Min=-16.0432, Max=19.8636, RMS=3.2943
  Col 46: Mean=-0.0217, Std=3.9577, Min=-10.5546, Max=19.8412, RMS=3.9578
  Col 47: Mean=-0.0094, Std=5.1293, Min=-14.7088, Max=20.7869, RMS=5.1293
  Col 48: Mean=-0.0325, Std=5.1108, Min=-30.4310, Max=43.8319, RMS=5.1109
  Col 49: Mean=-0.0862, Std=5.8033, Min=-27.3038, Max=16.8904, RMS=5.8040
  Col 50: Mean=-0.1305, Std=5.6931, Min=-20.3966, Max=59.5846, RMS=5.6946
  Col 51: Mean=-0.0123, Std=4.9439, Min=-38.8582, Max=21.0314, RMS=4.9440
  Col 52: Mean=-0.0836, Std=10.0331, Min=-43.3058, Max=32.6336, RMS=10.0334
  Col 53: Mean=-0.1362, Std=5.6781, Min=-23.8652, Max=22.0099, RMS=5.6797
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=-0.0224, Std=3.1460, Min=-11.5984, Max=14.0859, RMS=3.1461
  Col 58: Mean=-0.0033, Std=4.0915, Min=-10.6828, Max=19.5032, RMS=4.0915
  Col 59: Mean=0.0188, Std=4.4398, Min=-15.7470, Max=21.0173, RMS=4.4398
  Col 60: Mean=-0.0315, Std=4.2189, Min=-16.6744, Max=25.3820, RMS=4.2190
  Col 61: Mean=-0.0140, Std=4.9409, Min=-13.5854, Max=17.9488, RMS=4.9409
  Col 62: Mean=-0.0796, Std=4.6949, Min=-17.7369, Max=29.3519, RMS=4.6956
  Col 63: Mean=0.0102, Std=4.9511, Min=-29.0601, Max=34.1408, RMS=4.9512
  Col 64: Mean=-0.0693, Std=9.3706, Min=-42.4223, Max=33.1503, RMS=9.3708
  Col 65: Mean=-0.0871, Std=5.3137, Min=-22.6810, Max=20.2896, RMS=5.3144
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-0.3478, Std=3.5630, Min=-9.6087, Max=7.9949, RMS=3.5799
  Col 1: Mean=-60.2597, Std=3.6252, Min=-66.9639, Max=-53.9160, RMS=60.3687
  Col 2: Mean=-100.2564, Std=4.5473, Min=-111.9802, Max=-88.8147, RMS=100.3595
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
