--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Luca/imu/stairs_up/Run_2
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0026, Std=1.3832, Min=-4.7051, Max=3.7638, RMS=1.3832
  Col 1: Mean=-0.0062, Std=1.2084, Min=-4.9908, Max=4.4693, RMS=1.2084
  Col 2: Mean=0.0087, Std=2.6688, Min=-5.0903, Max=7.7825, RMS=2.6688
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0238, Std=0.9018, Min=-2.6784, Max=2.8998, RMS=0.9021
  Col 13: Mean=-0.0526, Std=1.1888, Min=-3.2780, Max=3.7985, RMS=1.1900
  Col 14: Mean=-0.4143, Std=3.5691, Min=-9.3509, Max=7.3277, RMS=3.5931
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0143, Std=0.9788, Min=-2.6911, Max=3.4577, RMS=0.9789
  Col 19: Mean=-0.0007, Std=1.3265, Min=-2.7574, Max=3.8720, RMS=1.3265
  Col 20: Mean=-0.0028, Std=2.8612, Min=-5.6790, Max=9.9216, RMS=2.8612
  Col 21: Mean=0.0088, Std=1.1063, Min=-2.8715, Max=3.5918, RMS=1.1063
