--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Francesco/imu/stairs_up/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0026, Std=1.0462, Min=-3.4963, Max=4.1022, RMS=1.0462
  Col 1: Mean=-0.0000, Std=0.9677, Min=-2.8137, Max=3.2754, RMS=0.9677
  Col 2: Mean=0.0028, Std=1.8143, Min=-4.4452, Max=8.4617, RMS=1.8143
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0106, Std=0.7493, Min=-3.0295, Max=1.7146, RMS=0.7494
  Col 13: Mean=0.0010, Std=0.9223, Min=-2.6091, Max=3.8792, RMS=0.9223
  Col 14: Mean=-0.0434, Std=1.9789, Min=-8.8901, Max=6.1133, RMS=1.9794
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0028, Std=0.7114, Min=-3.0733, Max=1.6734, RMS=0.7114
  Col 19: Mean=-0.0011, Std=0.8766, Min=-2.0137, Max=3.1928, RMS=0.8766
  Col 20: Mean=-0.0002, Std=1.7615, Min=-3.7432, Max=5.7402, RMS=1.7615
  Col 21: Mean=-0.0071, Std=0.7763, Min=-3.1114, Max=2.1613, RMS=0.7763
  Col 22: Mean=-0.0012, Std=1.0760, Min=-2.9254, Max=2.6926, RMS=1.0760
  Col 23: Mean=-0.0011, Std=1.7950, Min=-3.5290, Max=7.7161, RMS=1.7950
  Col 24: Mean=-0.0039, Std=1.4342, Min=-6.0528, Max=3.3913, RMS=1.4342
  Col 25: Mean=-0.0072, Std=1.1062, Min=-2.4603, Max=3.4907, RMS=1.1062
  Col 26: Mean=-0.0022, Std=1.8762, Min=-3.8254, Max=6.5133, RMS=1.8762
  Col 27: Mean=0.0043, Std=2.3769, Min=-6.6246, Max=5.3297, RMS=2.3769
  Col 28: Mean=-0.0062, Std=0.9531, Min=-2.5720, Max=2.7792, RMS=0.9531
  Col 29: Mean=0.0024, Std=2.0653, Min=-4.2160, Max=6.9195, RMS=2.0653
  Col 30: Mean=0.0239, Std=3.1573, Min=-8.9758, Max=6.1091, RMS=3.1574
  Col 31: Mean=0.0118, Std=1.1374, Min=-4.1147, Max=3.9550, RMS=1.1375
  Col 32: Mean=-0.2897, Std=2.7388, Min=-8.9848, Max=6.7482, RMS=2.7541
  Col 33: Mean=-0.0091, Std=0.8727, Min=-3.2625, Max=1.6693, RMS=0.8728
  Col 34: Mean=0.0003, Std=0.9733, Min=-2.9783, Max=2.2723, RMS=0.9733
  Col 35: Mean=-0.0022, Std=1.7762, Min=-3.3254, Max=7.1018, RMS=1.7762
  Col 36: Mean=-0.0080, Std=1.7449, Min=-4.3984, Max=3.8980, RMS=1.7449
  Col 37: Mean=0.0138, Std=0.9235, Min=-2.6964, Max=4.1360, RMS=0.9236
  Col 38: Mean=-0.0091, Std=1.8940, Min=-3.9097, Max=7.1491, RMS=1.8940
  Col 39: Mean=0.0452, Std=3.3024, Min=-7.7748, Max=7.2512, RMS=3.3027
  Col 40: Mean=0.0004, Std=1.0026, Min=-2.8815, Max=3.1761, RMS=1.0026
  Col 41: Mean=-0.1119, Std=2.5643, Min=-8.9762, Max=7.2220, RMS=2.5667
  Col 42: Mean=0.0224, Std=4.2873, Min=-9.9224, Max=8.6427, RMS=4.2874
  Col 43: Mean=-0.0014, Std=1.4502, Min=-3.7211, Max=4.6969, RMS=1.4502
  Col 44: Mean=-0.0110, Std=2.7081, Min=-6.1069, Max=6.9890, RMS=2.7082
  Col 45: Mean=0.0209, Std=3.3216, Min=-11.4589, Max=15.6448, RMS=3.3216
  Col 46: Mean=-0.0106, Std=2.1825, Min=-8.1697, Max=9.0966, RMS=2.1825
  Col 47: Mean=-0.0179, Std=3.7382, Min=-15.2343, Max=17.6853, RMS=3.7382
  Col 48: Mean=0.0445, Std=4.2170, Min=-31.9678, Max=16.3743, RMS=4.2173
  Col 49: Mean=-0.0350, Std=2.9369, Min=-23.9949, Max=17.3006, RMS=2.9371
  Col 50: Mean=-0.0565, Std=3.6618, Min=-10.5211, Max=18.8459, RMS=3.6623
  Col 51: Mean=0.1435, Std=7.4902, Min=-71.5091, Max=30.2505, RMS=7.4916
  Col 52: Mean=-0.0045, Std=4.3534, Min=-25.9561, Max=37.7387, RMS=4.3534
  Col 53: Mean=-0.0202, Std=6.2380, Min=-19.0549, Max=36.6667, RMS=6.2381
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0104, Std=3.6593, Min=-24.1936, Max=14.2971, RMS=3.6593
  Col 58: Mean=0.0052, Std=2.3222, Min=-16.2610, Max=11.0552, RMS=2.3222
  Col 59: Mean=-0.2140, Std=4.3335, Min=-21.6810, Max=20.3945, RMS=4.3388
  Col 60: Mean=0.0433, Std=3.9372, Min=-12.1560, Max=15.2251, RMS=3.9374
  Col 61: Mean=-0.0099, Std=2.2655, Min=-10.0694, Max=11.6296, RMS=2.2655
  Col 62: Mean=-0.0695, Std=3.5146, Min=-10.3356, Max=16.5004, RMS=3.5153
  Col 63: Mean=0.0969, Std=6.1217, Min=-48.7494, Max=19.9727, RMS=6.1224
  Col 64: Mean=-0.0517, Std=4.2718, Min=-17.2538, Max=51.3085, RMS=4.2722
  Col 65: Mean=-0.1109, Std=7.1317, Min=-34.1539, Max=53.1815, RMS=7.1325
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-21.1429, Std=10.3000, Min=-38.1313, Max=0.5558, RMS=23.5183
  Col 1: Mean=-74.9868, Std=3.6107, Min=-80.6550, Max=-68.6255, RMS=75.0737
  Col 2: Mean=3.2175, Std=8.8854, Min=-17.5797, Max=18.3633, RMS=9.4501
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-24.4586, Std=14.1651, Min=-178.8464, Max=-11.3812, RMS=28.2644
  Col 13: Mean=-70.1947, Std=6.5222, Min=-78.3824, Max=-6.0439, RMS=70.4971
  Col 14: Mean=-80.5989, Std=151.7599, Min=-179.9695, Max=179.9884, RMS=171.8350
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=85.0774, Std=3.9654, Min=77.6347, Max=92.8458, RMS=85.1697
  Col 19: Mean=-16.8668, Std=14.1199, Min=-33.5044, Max=8.9082, RMS=21.9968
  Col 20: Mean=-36.7308, Std=3.9388, Min=-45.9252, Max=-28.9550, RMS=36.9414
  Col 21: Mean=52.3753, Std=5.2670, Min=42.9868, Max=59.8073, RMS=52.6395
