--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Artur/imu/slope_down/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0026, Std=1.6090, Min=-6.2146, Max=10.9615, RMS=1.6090
  Col 1: Mean=0.0018, Std=1.7920, Min=-10.3308, Max=6.1541, RMS=1.7920
  Col 2: Mean=0.0137, Std=2.2958, Min=-4.5211, Max=13.2918, RMS=2.2958
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.0055, Std=0.8236, Min=-1.9833, Max=4.3515, RMS=0.8236
  Col 13: Mean=0.0018, Std=0.9668, Min=-3.1363, Max=2.2173, RMS=0.9668
  Col 14: Mean=0.0111, Std=1.9980, Min=-4.1781, Max=8.2259, RMS=1.9980
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0093, Std=0.9325, Min=-1.7104, Max=4.1438, RMS=0.9326
  Col 19: Mean=-0.0012, Std=1.0138, Min=-3.7384, Max=2.3191, RMS=1.0138
  Col 20: Mean=0.0113, Std=1.8347, Min=-4.1329, Max=7.6790, RMS=1.8347
  Col 21: Mean=-0.0036, Std=0.8186, Min=-1.8962, Max=3.1309, RMS=0.8186
  Col 22: Mean=0.0033, Std=1.0345, Min=-5.1282, Max=2.5134, RMS=1.0345
  Col 23: Mean=0.0125, Std=2.1736, Min=-4.4388, Max=13.2023, RMS=2.1736
  Col 24: Mean=-0.0011, Std=0.9489, Min=-2.4043, Max=5.2262, RMS=0.9489
  Col 25: Mean=0.0112, Std=1.2311, Min=-5.6197, Max=2.7376, RMS=1.2312
  Col 26: Mean=0.0117, Std=2.1233, Min=-4.3754, Max=11.0407, RMS=2.1233
  Col 27: Mean=-0.0028, Std=0.7711, Min=-1.8629, Max=3.5577, RMS=0.7711
  Col 28: Mean=0.0073, Std=0.9832, Min=-3.6183, Max=2.9386, RMS=0.9832
  Col 29: Mean=0.0078, Std=2.1982, Min=-3.9924, Max=8.9703, RMS=2.1983
  Col 30: Mean=-0.0020, Std=0.8168, Min=-2.4065, Max=3.2274, RMS=0.8168
  Col 31: Mean=0.0162, Std=1.1804, Min=-5.3056, Max=3.6450, RMS=1.1805
  Col 32: Mean=0.0072, Std=2.1431, Min=-4.0295, Max=9.4115, RMS=2.1431
  Col 33: Mean=-0.0018, Std=1.0125, Min=-2.6304, Max=3.2811, RMS=1.0125
  Col 34: Mean=0.0018, Std=0.9291, Min=-3.2180, Max=2.5203, RMS=0.9291
  Col 35: Mean=0.0117, Std=2.2788, Min=-4.5636, Max=11.5207, RMS=2.2789
  Col 36: Mean=-0.0056, Std=1.0500, Min=-4.4230, Max=3.1251, RMS=1.0500
  Col 37: Mean=0.0002, Std=1.4385, Min=-6.7160, Max=3.8709, RMS=1.4385
  Col 38: Mean=0.0035, Std=2.3776, Min=-5.1176, Max=10.8129, RMS=2.3776
  Col 39: Mean=-0.0046, Std=0.8915, Min=-2.4233, Max=2.8673, RMS=0.8915
  Col 40: Mean=0.0083, Std=1.4713, Min=-3.8459, Max=5.7027, RMS=1.4713
  Col 41: Mean=-0.0038, Std=2.5982, Min=-5.2617, Max=10.9678, RMS=2.5982
  Col 42: Mean=-0.0037, Std=1.0548, Min=-3.3623, Max=3.3265, RMS=1.0548
  Col 43: Mean=0.0090, Std=1.8215, Min=-4.4679, Max=6.5829, RMS=1.8215
  Col 44: Mean=-0.0054, Std=2.6587, Min=-5.5323, Max=11.6438, RMS=2.6587
  Col 45: Mean=0.0146, Std=2.4256, Min=-7.7041, Max=9.7538, RMS=2.4256
  Col 46: Mean=-0.0067, Std=3.1533, Min=-14.5776, Max=11.4561, RMS=3.1533
  Col 47: Mean=-0.0054, Std=3.1654, Min=-7.8562, Max=21.6142, RMS=3.1654
  Col 48: Mean=0.0179, Std=3.2935, Min=-14.7337, Max=14.6975, RMS=3.2935
  Col 49: Mean=0.0389, Std=4.7841, Min=-23.5612, Max=21.1183, RMS=4.7843
  Col 50: Mean=-0.0683, Std=3.3320, Min=-13.7859, Max=22.5988, RMS=3.3327
  Col 51: Mean=0.0084, Std=4.7801, Min=-23.1514, Max=26.1802, RMS=4.7801
  Col 52: Mean=0.0564, Std=6.2246, Min=-23.5497, Max=21.6955, RMS=6.2249
  Col 53: Mean=-0.1096, Std=4.1338, Min=-19.1135, Max=20.2461, RMS=4.1352
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0083, Std=2.5617, Min=-15.5968, Max=16.3830, RMS=2.5617
  Col 58: Mean=-0.0047, Std=3.1646, Min=-13.1596, Max=10.2136, RMS=3.1646
  Col 59: Mean=0.0041, Std=3.3376, Min=-10.8747, Max=22.5588, RMS=3.3376
  Col 60: Mean=-0.0284, Std=4.0736, Min=-22.7992, Max=19.8221, RMS=4.0737
  Col 61: Mean=0.0076, Std=4.4374, Min=-13.1401, Max=22.8229, RMS=4.4374
  Col 62: Mean=-0.0573, Std=3.3437, Min=-9.3377, Max=28.3009, RMS=3.3442
  Col 63: Mean=-0.0377, Std=4.4208, Min=-25.5308, Max=14.4012, RMS=4.4209
  Col 64: Mean=0.0337, Std=7.0762, Min=-22.0809, Max=46.2739, RMS=7.0763
  Col 65: Mean=-0.1224, Std=4.7786, Min=-19.8099, Max=23.0606, RMS=4.7801
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-2.0158, Std=8.5412, Min=-30.0455, Max=19.5948, RMS=8.7759
  Col 1: Mean=-71.5854, Std=3.3891, Min=-78.8994, Max=-65.1130, RMS=71.6656
  Col 2: Mean=124.6100, Std=6.6598, Min=108.9660, Max=146.5827, RMS=124.7878
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-6.1063, Std=3.9154, Min=-16.4706, Max=5.3582, RMS=7.2538
  Col 13: Mean=-59.9816, Std=3.5605, Min=-67.4771, Max=-55.2798, RMS=60.0872
  Col 14: Mean=-53.0733, Std=4.8053, Min=-64.5545, Max=-44.4448, RMS=53.2904
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-142.4324, Std=5.0602, Min=-149.8972, Max=-135.2222, RMS=142.5223
  Col 19: Mean=9.1410, Std=1.6374, Min=4.5730, Max=13.7134, RMS=9.2865
  Col 20: Mean=-141.3049, Std=2.3778, Min=-145.3488, Max=-136.1998, RMS=141.3250
  Col 21: Mean=78.0335, Std=3.5495, Min=70.7025, Max=82.9639, RMS=78.1142
