--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Vito/imu/stairs_down/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0216, Std=1.4952, Min=-8.0931, Max=4.6022, RMS=1.4953
  Col 1: Mean=0.0032, Std=1.5540, Min=-11.6091, Max=7.1834, RMS=1.5540
  Col 2: Mean=-0.0060, Std=3.2678, Min=-6.4458, Max=17.4854, RMS=3.2678
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0085, Std=0.7915, Min=-4.6440, Max=2.3508, RMS=0.7915
  Col 13: Mean=-0.0058, Std=0.7099, Min=-3.3025, Max=2.6703, RMS=0.7099
  Col 14: Mean=-0.0880, Std=3.2528, Min=-8.9917, Max=15.7720, RMS=3.2540
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0115, Std=0.6659, Min=-1.7352, Max=2.8437, RMS=0.6660
  Col 19: Mean=-0.0063, Std=0.8432, Min=-5.1074, Max=3.0488, RMS=0.8432
  Col 20: Mean=0.0033, Std=3.4468, Min=-5.7845, Max=20.2979, RMS=3.4468
  Col 21: Mean=0.0062, Std=0.7476, Min=-2.8210, Max=2.6281, RMS=0.7476
  Col 22: Mean=-0.0069, Std=0.9529, Min=-3.6492, Max=7.2429, RMS=0.9529
  Col 23: Mean=0.0016, Std=3.1841, Min=-5.1770, Max=19.3546, RMS=3.1841
  Col 24: Mean=-0.0004, Std=1.1895, Min=-5.8810, Max=3.9957, RMS=1.1895
  Col 25: Mean=-0.0125, Std=1.0404, Min=-6.1953, Max=3.7028, RMS=1.0405
  Col 26: Mean=-0.0031, Std=3.0756, Min=-5.3356, Max=12.6761, RMS=3.0756
  Col 27: Mean=0.0223, Std=1.1112, Min=-5.0539, Max=2.8301, RMS=1.1114
  Col 28: Mean=0.0017, Std=0.9912, Min=-4.4432, Max=3.5621, RMS=0.9912
  Col 29: Mean=0.0003, Std=3.2288, Min=-5.2871, Max=14.0255, RMS=3.2288
  Col 30: Mean=0.0248, Std=1.5164, Min=-7.1571, Max=5.4121, RMS=1.5166
  Col 31: Mean=0.0120, Std=1.5526, Min=-5.8250, Max=4.8423, RMS=1.5526
  Col 32: Mean=-0.0031, Std=2.9547, Min=-5.2155, Max=13.5146, RMS=2.9547
  Col 33: Mean=0.0061, Std=0.8744, Min=-5.7933, Max=2.1822, RMS=0.8744
  Col 34: Mean=-0.0024, Std=0.9152, Min=-5.2851, Max=4.7019, RMS=0.9152
  Col 35: Mean=0.0004, Std=3.2494, Min=-4.9686, Max=18.3140, RMS=3.2494
  Col 36: Mean=-0.0016, Std=1.3396, Min=-6.4367, Max=4.6707, RMS=1.3396
  Col 37: Mean=0.0110, Std=1.0716, Min=-4.9906, Max=5.3140, RMS=1.0716
  Col 38: Mean=-0.0058, Std=3.2057, Min=-5.2218, Max=16.1373, RMS=3.2057
  Col 39: Mean=0.0068, Std=1.8367, Min=-8.5714, Max=5.1512, RMS=1.8367
  Col 40: Mean=-0.0106, Std=0.8369, Min=-2.8401, Max=3.1619, RMS=0.8369
  Col 41: Mean=-0.0037, Std=3.2214, Min=-4.9658, Max=17.3555, RMS=3.2214
  Col 42: Mean=-0.0001, Std=2.1991, Min=-10.7724, Max=6.3429, RMS=2.1991
  Col 43: Mean=-0.0247, Std=1.3149, Min=-6.7638, Max=3.7811, RMS=1.3151
  Col 44: Mean=-0.0110, Std=2.9706, Min=-4.8579, Max=13.7321, RMS=2.9706
  Col 45: Mean=-0.0250, Std=3.4206, Min=-22.6287, Max=11.7407, RMS=3.4207
  Col 46: Mean=0.0138, Std=2.0400, Min=-7.4766, Max=9.2437, RMS=2.0401
  Col 47: Mean=-0.0544, Std=5.2932, Min=-18.1573, Max=29.2618, RMS=5.2934
  Col 48: Mean=0.0453, Std=4.6711, Min=-19.3467, Max=22.7547, RMS=4.6713
  Col 49: Mean=-0.0205, Std=3.1519, Min=-15.3797, Max=14.3799, RMS=3.1519
  Col 50: Mean=-0.2709, Std=4.4245, Min=-12.6320, Max=27.4357, RMS=4.4328
  Col 51: Mean=0.0615, Std=5.8554, Min=-18.5623, Max=28.5100, RMS=5.8558
  Col 52: Mean=0.0273, Std=4.2894, Min=-32.3677, Max=26.5559, RMS=4.2895
  Col 53: Mean=-0.0562, Std=7.4743, Min=-30.4109, Max=96.3878, RMS=7.4745
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=-0.0148, Std=4.1673, Min=-28.9519, Max=29.1402, RMS=4.1673
  Col 58: Mean=0.0120, Std=2.7311, Min=-30.5968, Max=16.0042, RMS=2.7311
  Col 59: Mean=-0.1499, Std=5.6747, Min=-22.3204, Max=44.3142, RMS=5.6767
  Col 60: Mean=-0.0385, Std=4.8775, Min=-23.4703, Max=35.4721, RMS=4.8777
  Col 61: Mean=0.0093, Std=4.0193, Min=-37.8119, Max=36.7695, RMS=4.0193
  Col 62: Mean=-0.2947, Std=4.5909, Min=-11.7004, Max=33.7792, RMS=4.6004
  Col 63: Mean=0.1492, Std=5.8938, Min=-31.3196, Max=21.6860, RMS=5.8956
  Col 64: Mean=0.0083, Std=3.1341, Min=-18.3165, Max=37.9387, RMS=3.1341
  Col 65: Mean=-0.5656, Std=8.1349, Min=-61.6135, Max=88.9182, RMS=8.1546
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=29.7332, Std=10.9970, Min=7.7138, Max=68.4723, RMS=31.7017
  Col 1: Mean=-76.6433, Std=2.5302, Min=-83.7691, Max=-70.7141, RMS=76.6851
  Col 2: Mean=-44.4073, Std=11.3668, Min=-80.8398, Max=-21.7950, RMS=45.8390
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-25.4753, Std=20.5010, Min=-179.7873, Max=-2.3218, RMS=32.6999
  Col 13: Mean=-73.8374, Std=7.4400, Min=-80.1326, Max=-6.0702, RMS=74.2112
  Col 14: Mean=-142.5982, Std=85.4674, Min=-179.8492, Max=179.9608, RMS=166.2496
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=98.6124, Std=9.6180, Min=87.9954, Max=133.6843, RMS=99.0804
  Col 19: Mean=0.3938, Std=2.3128, Min=-2.2786, Max=9.6479, RMS=2.3461
  Col 20: Mean=-96.1424, Std=2.6658, Min=-100.9157, Max=-87.9732, RMS=96.1794
  Col 21: Mean=51.7234, Std=3.1558, Min=42.6681, Max=58.2824, RMS=51.8196
  Col 22: Mean=-2.9946, Std=2.6524, Min=-7.7556, Max=7.6404, RMS=4.0004
  Col 23: Mean=-103.3461, Std=3.6546, Min=-111.0803, Max=-90.7456, RMS=103.4107
  Col 24: Mean=40.6444, Std=15.4637, Min=13.2445, Max=80.9492, RMS=43.4867
  Col 25: Mean=-75.1757, Std=2.5227, Min=-79.7473, Max=-69.2340, RMS=75.2180
  Col 26: Mean=41.4666, Std=13.0615, Min=10.8702, Max=71.4739, RMS=43.4751
  Col 27: Mean=-47.0578, Std=8.0631, Min=-70.7235, Max=-27.2746, RMS=47.7436
  Col 28: Mean=-72.0611, Std=3.3560, Min=-80.5113, Max=-64.8240, RMS=72.1392
  Col 29: Mean=129.1782, Std=100.9833, Min=-179.9720, Max=179.9616, RMS=163.9654
  Col 30: Mean=74.2455, Std=5.2831, Min=64.3267, Max=93.8075, RMS=74.4333
  Col 31: Mean=-25.8303, Std=2.1507, Min=-31.2376, Max=-18.7375, RMS=25.9197
  Col 32: Mean=49.4242, Std=6.0863, Min=33.9019, Max=70.6775, RMS=49.7975
  Col 33: Mean=49.2724, Std=3.7358, Min=37.8936, Max=56.8746, RMS=49.4138
  Col 34: Mean=-0.2423, Std=2.2506, Min=-6.6524, Max=5.9979, RMS=2.2636
  Col 35: Mean=-116.2880, Std=3.5323, Min=-122.6192, Max=-104.1017, RMS=116.3417
  Col 36: Mean=-33.5895, Std=13.5068, Min=-55.2306, Max=8.3594, RMS=36.2034
  Col 37: Mean=-74.1288, Std=6.0007, Min=-86.6765, Max=-58.6749, RMS=74.3712
  Col 38: Mean=-63.5584, Std=16.2667, Min=-108.2880, Max=-31.7258, RMS=65.6070
  Col 39: Mean=57.7553, Std=40.0201, Min=-130.8211, Max=169.4588, RMS=70.2658
  Col 40: Mean=-77.2361, Std=7.0659, Min=-89.6382, Max=-50.6081, RMS=77.5586
  Col 41: Mean=105.0523, Std=115.3058, Min=-179.9647, Max=179.9908, RMS=155.9853
  Col 42: Mean=92.6408, Std=5.1315, Min=76.0438, Max=106.1536, RMS=92.7828
  Col 43: Mean=5.4893, Std=7.8768, Min=-12.8256, Max=28.1002, RMS=9.6008
  Col 44: Mean=134.0711, Std=8.2800, Min=120.0085, Max=157.0283, RMS=134.3265
  Col 45: Mean=0.9347, Std=122.6200, Min=-179.9406, Max=179.9579, RMS=122.6236
  Col 46: Mean=-78.7300, Std=8.8291, Min=-89.8807, Max=-5.9620, RMS=79.2235
  Col 47: Mean=27.4443, Std=99.4347, Min=-179.9121, Max=179.3768, RMS=103.1526
  Col 48: Mean=-148.5844, Std=46.5366, Min=-179.9207, Max=179.7176, RMS=155.7016
  Col 49: Mean=-66.8056, Std=18.8664, Min=-89.7307, Max=-6.2013, RMS=69.4185
  Col 50: Mean=-21.7470, Std=54.0178, Min=-179.9264, Max=179.7297, RMS=58.2310
  Col 51: Mean=-7.4883, Std=16.0075, Min=-31.7123, Max=75.1136, RMS=17.6724
  Col 52: Mean=-38.1519, Std=12.1167, Min=-83.4714, Max=-14.9177, RMS=40.0298
  Col 53: Mean=147.9296, Std=14.7753, Min=73.4869, Max=161.4742, RMS=148.6657
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=92.8220, Std=45.9795, Min=22.4321, Max=179.5028, RMS=103.5859
  Col 58: Mean=-74.1993, Std=10.7447, Min=-85.9721, Max=-5.7932, RMS=74.9732
  Col 59: Mean=93.4305, Std=47.1797, Min=18.7125, Max=179.3757, RMS=104.6670
  Col 60: Mean=72.8709, Std=142.2688, Min=-179.7885, Max=179.9907, RMS=159.8455
  Col 61: Mean=-66.6981, Std=20.0532, Min=-89.1768, Max=-2.5797, RMS=69.6475
  Col 62: Mean=9.6114, Std=45.5195, Min=-179.5603, Max=179.8419, RMS=46.5232
  Col 63: Mean=17.2179, Std=34.6400, Min=-179.8231, Max=179.9107, RMS=38.6831
  Col 64: Mean=-39.6771, Std=16.0323, Min=-88.0418, Max=-1.3053, RMS=42.7938
  Col 65: Mean=73.5811, Std=154.6970, Min=-179.9953, Max=179.9339, RMS=171.3048
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Magnetic_Field.csv] (Cols: 69)
  Col 0: Mean=-0.5338, Std=0.1207, Min=-0.8147, Max=-0.3711, RMS=0.5473
  Col 1: Mean=-0.0960, Std=0.0692, Min=-0.2566, Max=0.0264, RMS=0.1183
  Col 2: Mean=-0.4294, Std=0.0880, Min=-0.5994, Max=-0.2166, RMS=0.4383
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-0.5922, Std=0.0848, Min=-0.7378, Max=-0.4500, RMS=0.5983
  Col 13: Mean=0.0345, Std=0.0734, Min=-0.0786, Max=0.2832, RMS=0.0811
  Col 14: Mean=0.2150, Std=0.0665, Min=0.0413, Max=0.3149, RMS=0.2251
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=-0.0167, Std=0.0768, Min=-0.1743, Max=0.1709, RMS=0.0786
  Col 19: Mean=-0.6704, Std=0.0850, Min=-0.8193, Max=-0.5298, RMS=0.6757
  Col 20: Mean=-0.1738, Std=0.1173, Min=-0.2979, Max=0.2261, RMS=0.2097
  Col 21: Mean=0.0774, Std=0.0934, Min=-0.0830, Max=0.3535, RMS=0.1213
  Col 22: Mean=-0.3266, Std=0.1032, Min=-0.5542, Max=-0.1704, RMS=0.3425
  Col 23: Mean=-0.5869, Std=0.0273, Min=-0.6555, Max=-0.5352, RMS=0.5875
  Col 24: Mean=-0.5053, Std=0.1033, Min=-0.7053, Max=-0.3660, RMS=0.5157
  Col 25: Mean=-0.4335, Std=0.0460, Min=-0.5366, Max=-0.2954, RMS=0.4360
  Col 26: Mean=-0.0570, Std=0.1014, Min=-0.2893, Max=0.2097, RMS=0.1163
  Col 27: Mean=-0.7102, Std=0.0934, Min=-0.8616, Max=-0.5740, RMS=0.7163
