--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Sara/imu/slope_up/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=-0.0075, Std=1.2482, Min=-4.0517, Max=6.4702, RMS=1.2483
  Col 1: Mean=0.0058, Std=1.8730, Min=-4.9738, Max=8.6073, RMS=1.8730
  Col 2: Mean=-0.0149, Std=1.8794, Min=-4.6949, Max=6.2576, RMS=1.8794
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0003, Std=0.7860, Min=-3.1711, Max=2.5568, RMS=0.7860
  Col 13: Mean=0.0030, Std=1.4105, Min=-3.2275, Max=3.9550, RMS=1.4105
  Col 14: Mean=-0.0153, Std=1.8352, Min=-4.4654, Max=5.4671, RMS=1.8353
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0075, Std=0.6041, Min=-1.4741, Max=1.5429, RMS=0.6042
  Col 19: Mean=0.0022, Std=0.9153, Min=-2.4323, Max=2.3229, RMS=0.9153
  Col 20: Mean=-0.0133, Std=1.7537, Min=-4.3702, Max=5.8161, RMS=1.7537
  Col 21: Mean=0.0076, Std=0.7788, Min=-2.1992, Max=2.2102, RMS=0.7789
  Col 22: Mean=0.0162, Std=1.3302, Min=-3.3042, Max=3.7963, RMS=1.3303
  Col 23: Mean=-0.3436, Std=2.3828, Min=-8.8306, Max=6.8642, RMS=2.4075
  Col 24: Mean=-0.0071, Std=0.7689, Min=-3.3004, Max=2.5983, RMS=0.7689
  Col 25: Mean=0.0159, Std=1.5263, Min=-4.3577, Max=3.9828, RMS=1.5264
  Col 26: Mean=-0.0177, Std=1.7367, Min=-4.2343, Max=5.3192, RMS=1.7368
  Col 27: Mean=-0.0022, Std=0.7266, Min=-2.0708, Max=2.0491, RMS=0.7266
  Col 28: Mean=0.0185, Std=1.8304, Min=-4.5234, Max=4.5289, RMS=1.8305
  Col 29: Mean=-0.0289, Std=1.6337, Min=-3.8646, Max=5.5450, RMS=1.6340
  Col 30: Mean=0.0022, Std=0.8071, Min=-1.9120, Max=2.7870, RMS=0.8071
  Col 31: Mean=0.0292, Std=2.4184, Min=-6.3731, Max=6.1371, RMS=2.4186
  Col 32: Mean=-0.0403, Std=1.6496, Min=-3.2788, Max=5.3751, RMS=1.6501
  Col 33: Mean=-0.0028, Std=0.7900, Min=-2.1439, Max=2.3204, RMS=0.7900
  Col 34: Mean=-0.0002, Std=1.3566, Min=-3.0347, Max=4.3584, RMS=1.3566
  Col 35: Mean=-0.0085, Std=1.7186, Min=-3.9916, Max=5.9576, RMS=1.7186
  Col 36: Mean=0.0116, Std=0.8513, Min=-3.1407, Max=2.5287, RMS=0.8514
  Col 37: Mean=0.0030, Std=1.7236, Min=-4.6427, Max=5.7049, RMS=1.7236
  Col 38: Mean=-0.0248, Std=1.7524, Min=-3.9491, Max=4.6441, RMS=1.7526
  Col 39: Mean=-0.0088, Std=0.7807, Min=-1.9809, Max=2.0357, RMS=0.7807
  Col 40: Mean=0.0552, Std=3.1328, Min=-7.6727, Max=8.0742, RMS=3.1332
  Col 41: Mean=-0.1876, Std=1.7953, Min=-8.5367, Max=4.2381, RMS=1.8050
  Col 42: Mean=-0.0145, Std=1.0797, Min=-2.7323, Max=3.3763, RMS=1.0798
  Col 43: Mean=-0.0045, Std=4.6372, Min=-11.4183, Max=11.1893, RMS=4.6372
  Col 44: Mean=-0.0702, Std=2.0701, Min=-6.0863, Max=5.8646, RMS=2.0713
  Col 45: Mean=0.0119, Std=1.9830, Min=-5.7804, Max=9.0064, RMS=1.9830
  Col 46: Mean=-0.0110, Std=3.3734, Min=-10.2974, Max=12.5067, RMS=3.3734
  Col 47: Mean=-0.0078, Std=3.8976, Min=-13.4499, Max=30.7767, RMS=3.8976
  Col 48: Mean=-0.0174, Std=2.2401, Min=-9.4286, Max=6.6367, RMS=2.2401
  Col 49: Mean=-0.0342, Std=4.6365, Min=-15.1559, Max=11.7545, RMS=4.6366
  Col 50: Mean=-0.1176, Std=2.8662, Min=-9.2741, Max=18.7265, RMS=2.8686
  Col 51: Mean=0.0012, Std=2.3351, Min=-15.9915, Max=13.6344, RMS=2.3351
  Col 52: Mean=-0.0693, Std=9.4312, Min=-46.7092, Max=29.5958, RMS=9.4315
  Col 53: Mean=-0.1576, Std=5.1774, Min=-25.0876, Max=20.0588, RMS=5.1798
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=-0.0092, Std=1.9086, Min=-9.1709, Max=6.7683, RMS=1.9086
  Col 58: Mean=0.0037, Std=3.3541, Min=-10.6557, Max=10.4706, RMS=3.3541
  Col 59: Mean=-0.0019, Std=3.8420, Min=-22.1175, Max=35.7629, RMS=3.8420
  Col 60: Mean=0.0276, Std=2.4742, Min=-9.8448, Max=17.8879, RMS=2.4744
  Col 61: Mean=-0.0199, Std=4.4603, Min=-14.4451, Max=15.2177, RMS=4.4604
  Col 62: Mean=-0.0955, Std=2.8776, Min=-10.3720, Max=30.9240, RMS=2.8792
  Col 63: Mean=0.0230, Std=2.6232, Min=-17.8861, Max=23.2294, RMS=2.6233
  Col 64: Mean=-0.0742, Std=9.0414, Min=-39.9804, Max=27.8279, RMS=9.0417
  Col 65: Mean=-0.1278, Std=4.6348, Min=-21.1031, Max=15.9515, RMS=4.6366
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=2.8903, Std=4.5133, Min=-5.8479, Max=17.9559, RMS=5.3595
  Col 1: Mean=-63.0536, Std=2.3038, Min=-66.4915, Max=-57.5177, RMS=63.0957
  Col 2: Mean=-90.7783, Std=4.1081, Min=-97.5768, Max=-81.8745, RMS=90.8713
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=12.1555, Std=2.9772, Min=6.3773, Max=18.9162, RMS=12.5147
  Col 13: Mean=-53.3912, Std=3.5634, Min=-60.6083, Max=-47.3639, RMS=53.5099
  Col 14: Mean=76.6222, Std=4.7639, Min=67.8597, Max=88.8563, RMS=76.7702
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
