--- IMU STATS REPORT ---
Source: /Volumes/LaCie/GAIT/dataset/Valerio/imu/slope_down/Run_1
==============================

[Sensor_Free_Acceleration.csv] (Cols: 69)
  Col 0: Mean=0.0017, Std=1.4835, Min=-7.6716, Max=7.6935, RMS=1.4835
  Col 1: Mean=-0.0049, Std=1.2461, Min=-3.4277, Max=4.3025, RMS=1.2462
  Col 2: Mean=0.0143, Std=1.9393, Min=-3.9730, Max=6.2448, RMS=1.9394
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=0.0009, Std=0.8235, Min=-1.8834, Max=1.9438, RMS=0.8235
  Col 13: Mean=0.0050, Std=0.8374, Min=-2.0409, Max=2.0584, RMS=0.8374
  Col 14: Mean=0.0133, Std=1.8869, Min=-3.5302, Max=5.5715, RMS=1.8870
  Col 15: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 16: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 17: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 18: Mean=0.0099, Std=0.9019, Min=-2.4488, Max=3.0803, RMS=0.9019
  Col 19: Mean=0.0197, Std=0.8390, Min=-2.1280, Max=2.0747, RMS=0.8393
  Col 20: Mean=-0.0867, Std=2.0048, Min=-9.0168, Max=5.7235, RMS=2.0067
  Col 21: Mean=-0.0008, Std=0.9793, Min=-4.8148, Max=3.1743, RMS=0.9793
  Col 22: Mean=0.0054, Std=0.9557, Min=-6.6810, Max=2.6302, RMS=0.9557
  Col 23: Mean=0.0133, Std=1.9671, Min=-3.8182, Max=7.1889, RMS=1.9672
  Col 24: Mean=0.0256, Std=0.9361, Min=-2.1577, Max=2.2733, RMS=0.9365
  Col 25: Mean=0.0290, Std=1.1907, Min=-5.4292, Max=3.2705, RMS=1.1911
  Col 26: Mean=-0.2872, Std=2.4479, Min=-9.1534, Max=5.6910, RMS=2.4647
  Col 27: Mean=0.0027, Std=0.8015, Min=-1.6220, Max=2.2015, RMS=0.8015
  Col 28: Mean=0.0132, Std=2.3794, Min=-4.8844, Max=5.7776, RMS=2.3794
  Col 29: Mean=0.0015, Std=1.8488, Min=-4.0920, Max=7.0231, RMS=1.8488
  Col 30: Mean=0.0053, Std=0.9344, Min=-1.7212, Max=2.3955, RMS=0.9344
  Col 31: Mean=0.0280, Std=2.9100, Min=-6.6767, Max=7.4258, RMS=2.9101
  Col 32: Mean=0.0014, Std=1.9322, Min=-4.2368, Max=6.4950, RMS=1.9322
  Col 33: Mean=-0.0009, Std=0.9525, Min=-2.3710, Max=2.4911, RMS=0.9525
  Col 34: Mean=0.0059, Std=0.8470, Min=-2.6281, Max=2.0857, RMS=0.8471
  Col 35: Mean=0.0140, Std=2.0250, Min=-3.9003, Max=6.9848, RMS=2.0251
  Col 36: Mean=0.0003, Std=1.0037, Min=-2.1098, Max=1.9859, RMS=1.0037
  Col 37: Mean=0.0013, Std=1.2202, Min=-5.1983, Max=2.7817, RMS=1.2202
  Col 38: Mean=0.0047, Std=2.0584, Min=-3.9536, Max=5.8487, RMS=2.0584
  Col 39: Mean=0.0059, Std=1.1627, Min=-2.1447, Max=2.4094, RMS=1.1627
  Col 40: Mean=0.0036, Std=1.8588, Min=-4.3834, Max=3.3830, RMS=1.8588
  Col 41: Mean=-0.0020, Std=2.0244, Min=-4.0711, Max=6.3987, RMS=2.0244
  Col 42: Mean=0.0104, Std=1.3571, Min=-2.7985, Max=3.1921, RMS=1.3572
  Col 43: Mean=0.0049, Std=2.4081, Min=-6.2836, Max=4.6363, RMS=2.4081
  Col 44: Mean=-0.0077, Std=2.1791, Min=-4.2718, Max=6.5443, RMS=2.1791
  Col 45: Mean=0.0108, Std=1.8087, Min=-7.6375, Max=10.3048, RMS=1.8087
  Col 46: Mean=0.0665, Std=4.1285, Min=-19.0607, Max=12.8633, RMS=4.1290
  Col 47: Mean=-0.4137, Std=3.5696, Min=-12.9501, Max=16.5307, RMS=3.5935
  Col 48: Mean=0.0253, Std=2.0972, Min=-9.4938, Max=14.9160, RMS=2.0974
  Col 49: Mean=0.0399, Std=5.4290, Min=-26.2880, Max=16.8274, RMS=5.4291
  Col 50: Mean=-0.0658, Std=3.0739, Min=-15.3222, Max=14.1153, RMS=3.0746
  Col 51: Mean=0.0109, Std=2.3649, Min=-14.0203, Max=12.8585, RMS=2.3649
  Col 52: Mean=0.0363, Std=8.9511, Min=-36.5635, Max=29.2497, RMS=8.9512
  Col 53: Mean=-0.1134, Std=5.8975, Min=-27.3431, Max=31.9595, RMS=5.8986
  Col 54: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 55: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 56: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 57: Mean=0.0055, Std=1.9941, Min=-11.1100, Max=18.0083, RMS=1.9941
  Col 58: Mean=-0.0080, Std=4.9745, Min=-27.3539, Max=14.6538, RMS=4.9745
  Col 59: Mean=-0.0030, Std=4.2127, Min=-29.5101, Max=19.6166, RMS=4.2127
  Col 60: Mean=-0.0201, Std=2.8981, Min=-26.3638, Max=12.4809, RMS=2.8982
  Col 61: Mean=0.0218, Std=5.2919, Min=-22.0146, Max=20.5957, RMS=5.2920
  Col 62: Mean=-0.0669, Std=3.6305, Min=-24.2547, Max=18.2929, RMS=3.6311
  Col 63: Mean=0.0063, Std=2.7272, Min=-13.1412, Max=15.0862, RMS=2.7272
  Col 64: Mean=0.0386, Std=9.4707, Min=-39.3441, Max=29.5170, RMS=9.4708
  Col 65: Mean=-0.1010, Std=5.8222, Min=-24.6113, Max=26.4378, RMS=5.8230
  Col 66: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 67: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 68: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000

[Sensor_Orientation_Euler.csv] (Cols: 69)
  Col 0: Mean=-33.2222, Std=19.3852, Min=-86.6482, Max=9.2683, RMS=38.4642
  Col 1: Mean=-82.8223, Std=2.6034, Min=-87.2251, Max=-76.7475, RMS=82.8632
  Col 2: Mean=130.7641, Std=17.6808, Min=90.1258, Max=178.0349, RMS=131.9540
  Col 3: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 4: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 5: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 6: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 7: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 8: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 9: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 10: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 11: Mean=0.0000, Std=0.0000, Min=0.0000, Max=0.0000, RMS=0.0000
  Col 12: Mean=-6.7804, Std=5.5045, Min=-21.6409, Max=2.8385, RMS=8.7334
